id_s!,family_s*,family_short_s,gradeband_s*,category_s,desc_t
F.BF.4,Common Core Math Standards,CC Math,Functions,Building Functions,Find inverse functions.
F.BF.4.a,Common Core Math Standards,CC Math,Functions,Building Functions,"Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. For example, f(x) =2 x3 or f(x) = (x+1)/(x–1) for x ≠ 1."
F.BF.4.b,Common Core Math Standards,CC Math,Functions,Building Functions,(+) Verify by composition that one function is the inverse of another.
F.BF.4.c,Common Core Math Standards,CC Math,Functions,Building Functions,"(+) Read values of an inverse function from a graph or a table, given that the function has an inverse."
F.BF.4.d,Common Core Math Standards,CC Math,Functions,Building Functions,(+) Produce an invertible function from a non-invertible function by restricting the domain.
F.BF.5,Common Core Math Standards,CC Math,Functions,Building Functions,(+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents.
F.LE.1,Common Core Math Standards,CC Math,Functions,"Linear, Quadratic, And Exponential Models★",Distinguish between situations that can be modeled with linear functions and with exponential functions.
F.LE.1.a,Common Core Math Standards,CC Math,Functions,"Linear, Quadratic, And Exponential Models★","Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals."
F.LE.1.b,Common Core Math Standards,CC Math,Functions,"Linear, Quadratic, And Exponential Models★",Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.
F.LE.1.c,Common Core Math Standards,CC Math,Functions,"Linear, Quadratic, And Exponential Models★",Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.
F.LE.2,Common Core Math Standards,CC Math,Functions,"Linear, Quadratic, And Exponential Models★","Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table)."
F.LE.3,Common Core Math Standards,CC Math,Functions,"Linear, Quadratic, And Exponential Models★","Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function."
F.LE.4,Common Core Math Standards,CC Math,Functions,"Linear, Quadratic, And Exponential Models★","For exponential models, express as a logarithm the solution to abct =dwherea,c,anddarenumbersandthebasebis2,10,ore; evaluate the logarithm using technology."
F.LE.5,Common Core Math Standards,CC Math,Functions,"Linear, Quadratic, And Exponential Models★",Interpret the parameters in a linear or exponential function in terms of a context.
F.TF.1,Common Core Math Standards,CC Math,Functions,Trigonometric Functions,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.
F.TF.2,Common Core Math Standards,CC Math,Functions,Trigonometric Functions,"Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle."
F.TF.3,Common Core Math Standards,CC Math,Functions,Trigonometric Functions,"(+) Use special triangles to determine geometrically the values of sine, cosine, tangent for π/3, π/4 and π/6, and use the unit circle to express the values of sine, cosine, and tangent for π–x, π+x, and 2π–x in terms of their values for x, where x is any real number."
F.TF.4,Common Core Math Standards,CC Math,Functions,Trigonometric Functions,(+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.
F.TF.5,Common Core Math Standards,CC Math,Functions,Trigonometric Functions,"Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.★"
F.TF.6,Common Core Math Standards,CC Math,Functions,Trigonometric Functions,(+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.
F.TF.7,Common Core Math Standards,CC Math,Functions,Trigonometric Functions,"(+) Use inverse functions to solve trigonometric equations that arise in modeling contexts; evaluate the solutions using technology, and interpret them in terms of the context.★"
F.TF.8,Common Core Math Standards,CC Math,Functions,Trigonometric Functions,Prove the Pythagorean identity sin2(θ) + cos2(θ) = 1 and use it to calculate trigonometric ratios.
F.TF.9,Common Core Math Standards,CC Math,Functions,Trigonometric Functions,"(+) Prove the addition and subtraction formulas for sine, cosine, and tangent and use them to solve problems."
G.CO.1,Common Core Math Standards,CC Math,Geometry,Congruence,"Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc."
G.CO.2,Common Core Math Standards,CC Math,Geometry,Congruence,"Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch)."
G.CO.3,Common Core Math Standards,CC Math,Geometry,Congruence,"Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself."
G.CO.4,Common Core Math Standards,CC Math,Geometry,Congruence,"Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments."
G.CO.5,Common Core Math Standards,CC Math,Geometry,Congruence,"Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another."
G.CO.6,Common Core Math Standards,CC Math,Geometry,Congruence,"Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent."
G.CO.7,Common Core Math Standards,CC Math,Geometry,Congruence,Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.
G.CO.8,Common Core Math Standards,CC Math,Geometry,Congruence,"Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions."
G.CO.9,Common Core Math Standards,CC Math,Geometry,Congruence,"Prove theorems about lines and angles. Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment’s endpoints."
G.CO.10,Common Core Math Standards,CC Math,Geometry,Congruence,Prove theorems about triangles. Theorems include: measures of interior angles of a triangle sum to 180°; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point.
G.CO.11,Common Core Math Standards,CC Math,Geometry,Congruence,"Prove theorems about parallelograms. Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals."
G.CO.12,Common Core Math Standards,CC Math,Geometry,Congruence,"Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line."
G.CO.13,Common Core Math Standards,CC Math,Geometry,Congruence,"Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle."
G.SRT.1,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry",Verify experimentally the properties of dilations given by a center and a scale factor:
G.SRT.1.a,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry","A dilation takes a line not passing through the center of the dilation to a parallel line, and leaves a line passing through the center unchanged."
G.SRT.1.b,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry",The dilation of a line segment is longer or shorter in the ratio given by the scale factor.
G.SRT.2,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry","Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides."
G.SRT.3,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry",Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.
G.SRT.4,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry","Prove theorems about triangles. Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity."
G.SRT.5,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry",Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.
G.SRT.6,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry","Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles."
G.SRT.7,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry",Explain and use the relationship between the sine and cosine of complementary angles.
G.SRT.8,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry",Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.★
G.SRT.9,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry",(+) Derive the formula A = 1/2 ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.
G.SRT.10,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry",(+) Prove the Laws of Sines and Cosines and use them to solve problems.
G.SRT.11,Common Core Math Standards,CC Math,Geometry,"Similarity, Right Triangles, And Trigonometry","(+) Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces)."
G.C.1,Common Core Math Standards,CC Math,Geometry,Circles,Prove that all circles are similar.
G.C.2,Common Core Math Standards,CC Math,Geometry,Circles,"Identify and describe relationships among inscribed angles, radii, and chords. Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle."
G.C.3,Common Core Math Standards,CC Math,Geometry,Circles,"Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle."
G.C.4,Common Core Math Standards,CC Math,Geometry,Circles,(+) Construct a tangent line from a point outside a given circle to the circle.
G.C.5,Common Core Math Standards,CC Math,Geometry,Circles,"Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector."
G.GPE.1,Common Core Math Standards,CC Math,Geometry,Expressing Geometric Properties With Equations,Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.
G.GPE.2,Common Core Math Standards,CC Math,Geometry,Expressing Geometric Properties With Equations,Derive the equation of a parabola given a focus and directrix.
G.GPE.3,Common Core Math Standards,CC Math,Geometry,Expressing Geometric Properties With Equations,"(+) Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant."
G.GPE.4,Common Core Math Standards,CC Math,Geometry,Expressing Geometric Properties With Equations,"Use coordinates to prove simple geometric theorems algebraically. For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, √3) lies on the circle centered at the origin and containing the point (0, 2)."
G.GPE.5,Common Core Math Standards,CC Math,Geometry,Expressing Geometric Properties With Equations,"Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point)."
G.GPE.6,Common Core Math Standards,CC Math,Geometry,Expressing Geometric Properties With Equations,Find the point on a directed line segment between two given points that partitions the segment in a given ratio.
G.GPE.7,Common Core Math Standards,CC Math,Geometry,Expressing Geometric Properties With Equations,"Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.★"
G.GMD.1,Common Core Math Standards,CC Math,Geometry,Geometric Measurement And Dimension,"Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, Cavalieri’s principle, and informal limit arguments."
G.GMD.2,Common Core Math Standards,CC Math,Geometry,Geometric Measurement And Dimension,(+) Give an informal argument using Cavalieri’s principle for the formulas for the volume of a sphere and other solid figures.
G.GMD.3,Common Core Math Standards,CC Math,Geometry,Geometric Measurement And Dimension,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.★"
G.GMD.4,Common Core Math Standards,CC Math,Geometry,Geometric Measurement And Dimension,"Identify the shapes of two-dimensional cross-sections of three- dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects."
G.MG.1,Common Core Math Standards,CC Math,Geometry,Modeling With Geometry,"Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).★"
G.MG.2,Common Core Math Standards,CC Math,Geometry,Modeling With Geometry,"Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).★"
G.MG.3,Common Core Math Standards,CC Math,Geometry,Modeling With Geometry,"Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).★"
S.ID.1,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,"Represent data with plots on the real number line (dot plots, histograms, and box plots)."
S.ID.2,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,"Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets."
S.ID.3,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,"Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers)."
S.ID.4,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve."
S.ID.5,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data."
S.ID.6,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related."
S.ID.6.a,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,"Fit a function to the data; use functions fitted to data to solve problems in the context of the data. Use given functions or choose a function suggested by the context. Emphasize linear, quadratic, and exponential models."
S.ID.6.b,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,Informally assess the fit of a function by plotting and analyzing residuals.
S.ID.6.c,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,Fit a linear function for a scatter plot that suggests a linear association.
S.ID.7,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.
S.ID.8,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,Compute (using technology) and interpret the correlation coefficient of a linear fit.
S.ID.9,Common Core Math Standards,CC Math,Stats,Interpreting Categorical And Quantitative Data,Distinguish between correlation and causation.
S.IC.1,Common Core Math Standards,CC Math,Stats,Making Inferences And Justifying Conclusions,Understand statistics as a process for making inferences about population parameters based on a random sample from that population.
S.IC.2,Common Core Math Standards,CC Math,Stats,Making Inferences And Justifying Conclusions,"Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question the model?"
S.IC.3,Common Core Math Standards,CC Math,Stats,Making Inferences And Justifying Conclusions,"Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each."
S.IC.4,Common Core Math Standards,CC Math,Stats,Making Inferences And Justifying Conclusions,Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.
S.IC.5,Common Core Math Standards,CC Math,Stats,Making Inferences And Justifying Conclusions,Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.
S.IC.6,Common Core Math Standards,CC Math,Stats,Making Inferences And Justifying Conclusions,Evaluate reports based on data.
S.CP.1,Common Core Math Standards,CC Math,Stats,Conditional Probability And The Rules Of Probability,"Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (“or,” “and,” “not”)."
S.CP.2,Common Core Math Standards,CC Math,Stats,Conditional Probability And The Rules Of Probability,"Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent."
S.CP.3,Common Core Math Standards,CC Math,Stats,Conditional Probability And The Rules Of Probability,"Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B."
S.CP.4,Common Core Math Standards,CC Math,Stats,Conditional Probability And The Rules Of Probability,"Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results."
S.CP.5,Common Core Math Standards,CC Math,Stats,Conditional Probability And The Rules Of Probability,"Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer."
S.CP.6,Common Core Math Standards,CC Math,Stats,Conditional Probability And The Rules Of Probability,"Find the conditional probability of A given B as the fraction of B’s outcomes that also belong to A, and interpret the answer in terms of the model."
S.CP.7,Common Core Math Standards,CC Math,Stats,Conditional Probability And The Rules Of Probability,"Apply the Addition Rule, P(A or B) = P(A) + P(B) – P(A and B), and interpret the answer in terms of the model."
S.CP.8,Common Core Math Standards,CC Math,Stats,Conditional Probability And The Rules Of Probability,"(+) Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model."
S.CP.9,Common Core Math Standards,CC Math,Stats,Conditional Probability And The Rules Of Probability,(+) Use permutations and combinations to compute probabilities of compound events and solve problems.
S.MD.1,Common Core Math Standards,CC Math,Stats,Using Probability To Make Decisions,(+) Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.
S.MD.2,Common Core Math Standards,CC Math,Stats,Using Probability To Make Decisions,(+) Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.
S.MD.3,Common Core Math Standards,CC Math,Stats,Using Probability To Make Decisions,"(+) Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. For example, find the theoretical probability distribution for the number of correct answers obtained by guessing on"
S.MD.4,Common Core Math Standards,CC Math,Stats,Using Probability To Make Decisions,"(+) Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. For example, find a current data distribution on the number of TV sets per household in the United States, and calculate the expected number of sets per household. How many TV sets would you expect to find in 100 randomly selected households?"
S.MD.5,Common Core Math Standards,CC Math,Stats,Using Probability To Make Decisions,(+) Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.
S.MD.5.a,Common Core Math Standards,CC Math,Stats,Using Probability To Make Decisions,"Find the expected payoff for a game of chance. For example, find the expected winnings from a state lottery ticket or a game at a fast- food restaurant."
S.MD.5.b,Common Core Math Standards,CC Math,Stats,Using Probability To Make Decisions,"Evaluate and compare strategies on the basis of expected values. For example, compare a high-deductible versus a low-deductible automobile insurance policy using various, but reasonable, chances of having a minor or a major accident."
S.MD.6,Common Core Math Standards,CC Math,Stats,Using Probability To Make Decisions,"(+) Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator)."
S.MD.7,Common Core Math Standards,CC Math,Stats,Using Probability To Make Decisions,"(+) Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game)."
MP.1,Common Core Math Practices,CC Math Practices,,Math Practices,Make sense of problems and persevere in solving them.
MP.2,Common Core Math Practices,CC Math Practices,,Math Practices,Reason abstractly and quantitatively.
MP.3,Common Core Math Practices,CC Math Practices,,Math Practices,Construct viable arguments and critique the reasoning of others.
MP.4,Common Core Math Practices,CC Math Practices,,Math Practices,Model with mathematics.
MP.5,Common Core Math Practices,CC Math Practices,,Math Practices,Use appropriate tools strategically.
MP.6,Common Core Math Practices,CC Math Practices,,Math Practices,Attend to precision.
MP.7,Common Core Math Practices,CC Math Practices,,Math Practices,Look for and make use of structure.
MP.8,Common Core Math Practices,CC Math Practices,,Math Practices,Look for and express regularity in repeated reasoning.
CL.L1:3-01,CSTA K-12 Computer Science Standards,CSTA,K-3,Collaboration,"Gather information and communicate electronically with others with support from teachers, family members or student partners."
CL.L1:3-02,CSTA K-12 Computer Science Standards,CSTA,K-3,Collaboration,"Work cooperatively and collaboratively with peers, teachers and others using technology."
CL.L1:6-01,CSTA K-12 Computer Science Standards,CSTA,3-6,Collaboration,"Use productivity technology tools (e.g., word processing, spreadsheet, presentation software) for individual and collaborative writing, communication and publishing activities."
CL.L1:6-02,CSTA K-12 Computer Science Standards,CSTA,3-6,Collaboration,"Use online resources (e.g., email, online discussions, collaborative web environments) to participate in collaborative problem-solving activities for the purpose of developing solutions or products."
CL.L1:6-03,CSTA K-12 Computer Science Standards,CSTA,3-6,Collaboration,Identify ways that teamwork and collaboration can support problem solving and innovation.
CD.L1:3-01,CSTA K-12 Computer Science Standards,CSTA,K-3,Computers and Communication Devices,Use standard input and output devices to successfully operate computers and related technologies.
CD.L1:6-01,CSTA K-12 Computer Science Standards,CSTA,3-6,Computers and Communication Devices,Demonstrate an appropriate level of proficiency with keyboards and other input and output devices.
CD.L1:6-02,CSTA K-12 Computer Science Standards,CSTA,3-6,Computers and Communication Devices,"Understand the pervasiveness of computers and computing in daily life (e.g., voicemail, downloading videos and audio files, microwave ovens, thermostats, wireless Internet, mobile computing devices, GPS systems)."
CD.L1:6-03,CSTA K-12 Computer Science Standards,CSTA,3-6,Computers and Communication Devices,Apply strategies for identifying simple hardware and software problems that may occur during use.
CD.L1:6-04,CSTA K-12 Computer Science Standards,CSTA,3-6,Computers and Communication Devices,Identify that information is coming to the computer from many sources over a network.
CD.L1:6-05,CSTA K-12 Computer Science Standards,CSTA,3-6,Computers and Communication Devices,Identify factors that distinguish humans from machines.
CD.L1:6-06,CSTA K-12 Computer Science Standards,CSTA,3-6,Computers and Communication Devices,"Recognize that computers model intelligent behavior (as found in robotics, speech and language recognition and computer animation)."
CI.L1:3-01,CSTA K-12 Computer Science Standards,CSTA,K-3,"Community, Global, and Ethical Impacts",Practice responsible digital citizenship (legal and ethical behaviors) in the use of technology systems and software.
CI.L1:3-02,CSTA K-12 Computer Science Standards,CSTA,K-3,"Community, Global, and Ethical Impacts",Identify positive and negative social and ethical behaviors for using technology.
CI.L1:6-01,CSTA K-12 Computer Science Standards,CSTA,3-6,"Community, Global, and Ethical Impacts",Discuss basic issues related to responsible use of technology and information and the consequences of inappropriate use.
CI.L1:6-02,CSTA K-12 Computer Science Standards,CSTA,3-6,"Community, Global, and Ethical Impacts","Identify the impact of technology (e.g., social networking, cyber bullying, mobile computing and communication, web technologies, cyber security and virtualization) on personal life and society."
CI.L1:6-03,CSTA K-12 Computer Science Standards,CSTA,3-6,"Community, Global, and Ethical Impacts","Evaluate the accuracy, relevance, appropriateness, comprehensiveness and biases that occur in electronic information sources."
CI.L1:6-04,CSTA K-12 Computer Science Standards,CSTA,3-6,"Community, Global, and Ethical Impacts","Understand ethical issues that relate to computers and networks (e.g., equity of access, security, privacy, copyright and intellectual property)."
CPP.L1:3-01,CSTA K-12 Computer Science Standards,CSTA,K-3,Computing Practice and Programming,Use technology resources to conduct age-appropriate research.
CPP.L1:3-02,CSTA K-12 Computer Science Standards,CSTA,K-3,Computing Practice and Programming,"Use developmentally appropriate multimedia resources (e.g., interactive books and educational software) to support learning across the curriculum."
CPP.L1:3-03,CSTA K-12 Computer Science Standards,CSTA,K-3,Computing Practice and Programming,"Create developmentally appropriate multimedia products with support from teachers, family members or student partners."
CPP.L1:3-04,CSTA K-12 Computer Science Standards,CSTA,K-3,Computing Practice and Programming,"Construct a set of statements to be acted out to accomplish a simple task (e.g., turtle instructions)."
CPP.L1:3-05,CSTA K-12 Computer Science Standards,CSTA,K-3,Computing Practice and Programming,Identify jobs that use computing and technology.
CPP.L1:3-06,CSTA K-12 Computer Science Standards,CSTA,K-3,Computing Practice and Programming,Gather and organize information using concept-mapping tools.
CPP.L1:6-01,CSTA K-12 Computer Science Standards,CSTA,3-6,Computing Practice and Programming,"Use technology resources (e.g., calculators, data collection probes, mobile devices, videos, educational software and web tools) for problem-solving and self-directed learning."
CPP.L1:6-02,CSTA K-12 Computer Science Standards,CSTA,3-6,Computing Practice and Programming,"Use general-purpose productivity tools and peripherals to support personal productivity, remediate skill deficits and facilitate learning."
CPP.L1:6-03,CSTA K-12 Computer Science Standards,CSTA,3-6,Computing Practice and Programming,"Use technology tools (e.g., multimedia and text authoring, presentation, web tools, digital cameras and scanners) for individual and collaborative writing, communication and publishing activities."
CPP.L1:6-04,CSTA K-12 Computer Science Standards,CSTA,3-6,Computing Practice and Programming,Gather and manipulate data using a variety of digital tools.
CPP.L1:6-05,CSTA K-12 Computer Science Standards,CSTA,3-6,Computing Practice and Programming,"Construct a program as a set of step-by-step instructions to be acted out (e.g., make peanut butter and jelly sandwich activity)."
CPP.L1:6-06,CSTA K-12 Computer Science Standards,CSTA,3-6,Computing Practice and Programming,Implement problem solutions using a block based visual programming language.
CPP.L1:6-07,CSTA K-12 Computer Science Standards,CSTA,3-6,Computing Practice and Programming,"Use computing devices to access remote information, communicate with others in support of direct and independent learning and pursue personal interests."
CPP.L1:6-08,CSTA K-12 Computer Science Standards,CSTA,3-6,Computing Practice and Programming,Navigate between webpages using hyperlinks and conduct simple searches using search engines.
CPP.L1:6-09,CSTA K-12 Computer Science Standards,CSTA,3-6,Computing Practice and Programming,Identify a wide range of jobs that require knowledge or use of computing.
CPP.L1:6-10,CSTA K-12 Computer Science Standards,CSTA,3-6,Computing Practice and Programming,Gather and manipulate data using a variety of digital tools.
CT.L1:3-01,CSTA K-12 Computer Science Standards,CSTA,K-3,Computational Thinking,Recognize that software is created to control computer operations.
CT.L1:3-02,CSTA K-12 Computer Science Standards,CSTA,K-3,Computational Thinking,Demonstrate how 0s and 1s can be used to represent information.
CT.L1:6-01,CSTA K-12 Computer Science Standards,CSTA,3-6,Computational Thinking,"Understand and use the basic steps in algorithmic problem-solving (e.g., problem statement and exploration, examination of sample instances, design, implementation and testing)."
CT.L1:6-02,CSTA K-12 Computer Science Standards,CSTA,3-6,Computational Thinking,"Develop a simple understanding of an algorithm (e.g., search, sequence of events or sorting) using computer-free exercises."
CT.L1:6-03,CSTA K-12 Computer Science Standards,CSTA,3-6,Computational Thinking,Demonstrate how a string of bits can be used to represent alphanumeric information.
CT.L1:6-04,CSTA K-12 Computer Science Standards,CSTA,3-6,Computational Thinking,Describe how a simulation can be used to solve a problem.
CT.L1:6-05,CSTA K-12 Computer Science Standards,CSTA,3-6,Computational Thinking,Make a list of sub-problems to consider while addressing a larger problem.
CT.L1:6-06,CSTA K-12 Computer Science Standards,CSTA,3-6,Computational Thinking,Understand the connections between computer science and other fields.
CL.L2:01,CSTA K-12 Computer Science Standards,CSTA,6-9,Collaboration,Apply productivity/ multimedia tools and peripherals to group collaboration and support learning throughout the curriculum.
CL.L2:02,CSTA K-12 Computer Science Standards,CSTA,6-9,Collaboration,"Collaboratively design, develop, publish and present products (e.g., videos, podcasts, websites) using technology resources that demonstrate and communicate curriculum. concepts."
CL.L2:03,CSTA K-12 Computer Science Standards,CSTA,6-9,Collaboration,"Collaborate with peers, experts and others using collaborative practices such as pair programming, working in project teams and participating in-group active learning activities."
CL.L2:04,CSTA K-12 Computer Science Standards,CSTA,6-9,Collaboration,"Exhibit dispositions necessary for collaboration: providing useful feedback, integrating feedback, understanding and accepting multiple perspectives, socialization."
CD.L2:01,CSTA K-12 Computer Science Standards,CSTA,6-9,Computers and Communication Devices,Recognize that computers are devices that execute programs.
CD.L2:02,CSTA K-12 Computer Science Standards,CSTA,6-9,Computers and Communication Devices,Identify a variety of electronic devices that contain computational processors.
