displayweight,displayweight_pre,displayweight_k5,displayweight_25,displayweight_middle,displayweight_high,popularityrank,code,name,orgname,url,shortdescription,longdescription,platformtext,gradelevel,image,tags,teachers_notes,language,languages_supported,short_code,tags_grade,string_detail_grades,tags_teacher_experience,tags_student_experience,tags_activity_type,tags_subject,tags_platform,string_platforms,string_detail_platforms,tags_length,tags_programming_language,string_detail_programming_languages,string_standards,
1930,1457,1900,1900,1,1,21,lightbot,Lightbot,Lightbot,http://lightbot.com/hour-of-code.html,Program Lightbot to solve puzzles using procedures and loops!,"Lightbot is a game that asks players to use programming logic to solve puzzles! Gain a practical understanding of basic coding concepts by guiding Lightbot to light up all the blue tiles in each level. Learn how to sequence instructions, write procedures, and utilize loops along the way in this self-guided activity. Great for all ages and all skill levels.","ALL browsers and iOS, Android, or Game Console.",Ages 5-13,/images/lightbot.png,"Beginner,IE8,Apps,Mobile",http://lightbot.com/resources.html,"English, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malaysia, Norwegian, Polish, Portuguese, Romanian, Russian, Slovak, Slovenian, Spanish, Swedish, Thai","en,fr,ru,pt-br,es,zh-cn,zh-tw,sl,no-no,ro,id,de-de,pl-pl,da-dk,hr,nl-nl,sk,cs-cz,el-gr,it-it,ko-ko,ja-jp,th,ms,sv-se,hi-in,fi-fi,hu",lightbot,"all,pre,2-5",Pre-reader - Grade 5,beginner,beginner,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Android phone, iPhone",,1hour,blocks,Blocks,,
1900,1,1455,1455,1455,1455,10,codeorg,Write your first computer program,Code.org,http://studio.code.org/hoc/reset,Learn to code with Mark Zuckerberg and Angry Birds!,"Learn the basic concepts of Computer Science with drag and drop programming. This is a game-like, self-directed tutorial starring video lectures by Bill Gates, Mark Zuckerberg, Angry Birds and Plants vs. Zombies. Learn repeat-loops, conditionals, and basic algorithms. Available in 37 languages.","Modern browsers, smartphones, tablets.",Ages 4-104,/images/tutorials/resubmission/codeorg.png,"onehourmaze,2015-tutorial",https://code.org/hourofcode/hourofcode,"English, Arabic, Bulgarian, Chinese, Croatian, Danish, Dutch, Finnish, French, German, Greek, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian, Persian, Polish, Portuguese, Romanian, Russian, Spanish, Swedish, Turkish, Ukrainian and 19 more","ar,bg,ca,cs,da,de,en,es,el,fa,fi,fr,he,hr,hu,is,id,it,ja,ko,lt,lv,nl,nn,no,pl,pt,pt-br,pt-pt,ro,ru,sl,sv,tr,uk,zh-tw,zh-cn",code,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android, iOS",,1hour-follow,blocks,Blocks,,
1900,1,1455,1455,1455,1455,999,hourofcode,Placeholder for new code.org/hoc,Code.org,http://studio.code.org/hoc/reset,Placeholder for new code.org/hoc,Placeholder for new code.org/hoc,"Modern browsers, smartphones, tablets.",Ages 4-104,/images/codehoc3.jpg,"hourofcode,2015-tutorial,do-not-show",,"English, Arabic, Bulgarian, Chinese, Croatian, Danish, Dutch, Finnish, French, German, Greek, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian, Persian, Polish, Portuguese, Romanian, Russian, Spanish, Swedish, Turkish, Ukrainian and 19 more","ar,bg,ca,cs,da,de,en,es,el,fa,fi,fr,hr,hu,is,id,it,ja,ko,lt,nl,nn,no,pl,pt,pt-br,pt-pt,ro,ru,sl,sv,tr,uk,zh-tw,zh-cn",hoc,"all,do-not-show",do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,
1,1,1,1,1,1,998,applab-intro,Intro to App Lab,Code.org,http://studio.code.org/s/applab-intro/reset,Create your own app in JavaScript using blocks or text.,"Create your own app in JavaScript using blocks or text. You'll make a simple app with buttons, images, sounds and multiple screens that you can share with your friends or publish to a public gallery. If you've already done some coding with blocks, this is a great next step to take your programming to the next level.","Modern browsers, smartphones, tablets.",Grades 9+,/images/tutorials/hoc2017/applab-intro.png,"hourofcode,2017-tutorial,do-not-show",https://curriculum.code.org/hoc/plugged/7/,English only,en,applab-intro,"all,do-not-show",do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,
1930,1,1,1,1455,1930,62,khan,Khan Academy: Drawing with Code,Khan Academy,https://www.khanacademy.org/computing/hour-of-code/hour-of-drawing-code/v/welcome-hour-of-code,Khan Academy: Drawing with Code teaches you how to code using JavaScript by designing your very own snowman,Learn how to program drawings using JavaScript by designing your very own snowman. Try it on your own or with your class!,Modern web browsers.,Middle school +,/images/tutorials/new/khan.png,JavaScript,https://www.khanacademy.org/computing/hour-of-code/hour-of-code-for-teachers/a/using-hour-of-code-in-your-classroom,"English, Portuguese (Brazil), Spanish","en,es,es-es,es-mx,pt-br",khan,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,art,computers,"Internet Explorer 11, Microsoft Edge, Chrome, Firefox, Safari",,1hour,typing,JavaScript,,
1454,1,1,1,1454,1454,111,texasinstruments_nspire,10 Minutes of Code for the TI-Nspire CX,Texas Instruments,https://education.ti.com/en/us/solutions/ti-codes/nspire/10-minutes,Get students started coding on their TI-Nspire CX handhelds in just 10 minutes at a time.,Introduce students to the basics of coding – in just 10 minutes at a time – using the TI technology they carry in their backpacks every day. These lessons give students an easy-entry into programming that can help spark their interest in coding and computer science.  Students will write programs that can strengthen math concepts using the TI Basic language that is ready-to-use on their TI-Nspire handhelds.,TI-Nspire handheld,Grades 6+,/images/tutorials/resubmission/texasinstruments.png,2015-tutorial,,English only,en,tinspire,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,math,"computers,no-internet",TI-Nspire handheld,TI-Nspire handheld,1hour,other,TI Basic,,
1448,1,1448,1448,1448,1,56,itch_stop_animation,ITCH Stop Frame Animation (Scratch),Ucodemy,http://hoc.ucodemy.com/v2/website/web/course_catalogue/39894#courseinfo=06e010350a361da7930f358e198090fb,Learn to create your own Stop Frame Animations in Scratch,"We'll be using Itch to build our own stop frame animation projects.

Note that headphones are recommended for this course.

We will use some existing sprites that support animations and show the code we need to add to animate our characters.

We'll also go over how to create our very own animation effects and drawings.

We'll learn how to change a sprite costume in scratch repeatedly for animation effects (similar to a flip-book animation) and the code behind it.

All instruction is contained within the Itch environment so there is no need to be switching screens to follow along with the project.",Beginner,Grades 2-8,/images/tutorials/new/itch_stop_animation.jpg,2016-tutorial,,English only,en,itchstop,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,art,computers,All modern browsers,,1hour-follow,blocks,Blocks,"These standards are from the Computer Science Teacher Association matrix.

CT.L2-01 Use the basic steps in algorithmic problem-solving to design solutions (e.g., problem statement and exploration, examination of sample instances, design, implementing a solution, testing, evaluation).

CT.L2-03 Define an algorithm as a sequence of instructions that can be processed by a computer.

CT.L3A-01 Use predefined functions and parameters, classes and methods to divide a complex problem into simpler parts.

CD.L2-01 Recognize that computers are devices that execute programs.",
1448,1,1448,1448,1448,1,65,itch_bounceball,ITCH Bouncing Ball (in Scratch),Ucodemy,http://hoc.ucodemy.com/v2/website/web/course_catalogue/38356#cour*seinfo=4ebbb55c7e2d2a89d14a12d504e88624,Use ITCH - Scratch integrated with a video lesson to make your own bouncing ball project,"We take you through an introduction to Itch, utilizing the Scratch visual programming language.

This lesson provides a video and text directions for the code students need to add to get a ball bouncing zanily around the screen.

Once students complete this activity there is an opportunity to explore with ideas for other changes and activities that can be made.  There is no set goal or outcome as it's an open learning environment, but with just this starting code students come up with amazing projects!

All instruction is contained within the Itch environment so there is no need to be switching screens to follow along with the project. Headphones are recommended.","Web based, Android tablet",Grades 2-8,/images/tutorials/new/itch_bounceball.jpg,2016-tutorial,,English only,en,itchbounceball,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,math,"computers,android","Chrome, Firefox, Android Tablet",,1hour,blocks,"Blocks, Scratch","ISTE
1.c – Use models and simulation to explore complex systems and issues
4.b – Plan and manage activities to develop a solution or complete a project 
6.a – Understand and use technology systems

CC Math
1. Make sense of problems and persevere in solving them. 
2. Reason abstractly and quantitatively.",
1446,1,1446,1446,1446,1446,33,tynker_arcade,Undersea Arcade Game Kit,Tynker,https://www.tynker.com/hour-of-code/undersea-arcade,Create a top-down arcade shooter game.,"Make your own top-down arcade shooter game. Start by programming the fish to move up and down when the arrow keys are pressed, then code the sharks to swim across the screen. You'll personalize the game by adding custom assets for the hero, the villain, and the background. Your game could be set at the beach, in the forest, or even in outer space!",Web based,Grades 2+,/images/tutorials/new/tynker_arcade.jpg,2016-tutorial,https://www.tynker.com/hour-of-code/tynker-build-an-app-teacher-guide.pdf,English only,en,tynkerarc,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,"computers,android,ios,no-internet","All modern browsers, Android tablets, iPads, Android phones, iPhones",,1hour,blocks,Blocks,,
1446,1,1,1,1446,1446,146,vidcode_climatesci,Vidcode: Climate Science & Code,Vidcode,https://app.vidcode.io/project/hourofcode-science,"Combine CS & Environmental Science, and record a video about climate.","Students research a fact about the Earth's climate, engaging with the work of scientists and artists in response to climate change. Students take their research and plan a video sharing their fact. 

Videos can be about
Understanding climate changes and its effects
Public responses to the climate change effects
How climate change impacts everyday life
What actions can you take to make a difference",Web based,Grades 6+,/images/tutorials/hoc2017/vidcode_climatesci.jpeg,2016-tutorial,https://app.vidcode.io/hourofcode/science-teacher-guide,English only,en,vidclim,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,science,computers,"Chrome, Firefox, Safari",,1hour-follow,typing,JavaScript,"This project is aligned with Common Core math standards that focus on comparisons and inequalities (4.NBT.A, 5.NBT.A, and 6.EE.B). When students are given the opportunity to customize and improve their games, this project aligns with the Next Generation Science Standards for engineering at all grade levels (3-5-ETSI-1, 3-5-ETSI-2, 3-5-ETSI-3, MS-ETSI-1, MS-ETSI-2, MS-ETSI-3, MS-ETS1-4, and HS-ETSI-2).

Extension #1 of this project is aligned with Common Core math standards that emphasize angles (4.MD.C) and patterns (4.OA.C). Extension #2 of this project is aligned with Common Core math standards that involve arithmetic and algebraic expressions (5.OA.A, 6.EE.A, and 7.EE.B) and proportions (6.RP.A and 7.RP.A). ",
1444,1,1,1,1444,1444,98,matlab,Learn to Code with MATLAB,MathWorks,https://learntocode.mathworks.com/,Find the closest location to meet your friends using MATLAB!,"Learn to Code is an engaging, online, interactive tutorial where you learn how to code. Use MATLAB to find out if the closest meet-up location with your friends is the movies, the mall, or the cafe. Break the problem up into smaller chunks and learn basic programming concepts along the way. By the end of the hour, create an algorithm to find the shortest path to your friends!",Web based,Grades 6+,/images/tutorials/new/matlab.jpg,2016-tutorial,,English only,en,matlab,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,"math,science",computers,All modern browsers,,1hour,typing,MATLAB,"ISTE, CSTA, NGSS, Common Core, K-12 CS Framework, AP CS A, AP CS Principles, Stanford University, ACM K12, Massachusetts, Arkansas, Idaho, Israel, Australia, British Columbia",
1935,1,1950,1950,1443,1900,3,flappy,Make a Flappy game,Code.org,http://studio.code.org/s/flappy/reset,"Make your own game - Flappy Bird, Shark, or Submarine","Use drag-and-drop programming to make your own Flappy Bird game, and customize it to look different (Flappy Shark, Flappy Santa, whatever). Add the game to your phone in one click.","Modern browsers, smartphones, tablets.",Ages 4-104,/images/tutorials/resubmission/flappy.png,"flappy,2015-tutorial",https://code.org/hourofcode/flappy,"English, Arabic, Bulgarian, Chinese, Croatian, Danish, Dutch, Finnish, French, German, Greek, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian, Persian, Polish, Portuguese, Romanian, Russian, Spanish, Swedish, Turkish, Ukrainian and 19 more","ar,bg,ca,cs,da,de,en,es,el,fa,fi,fr,hr,hu,is,id,it,ja,ko,lt,nl,nn,no,pl,pt,pt-br,pt-pt,ro,ru,sl,sv,tr,uk,zh-tw,zh-cn",flap,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android, iOS",,1hour-follow,blocks,Blocks,,
1441,1,1,1,1441,1441,48,galaxy_game,Galaxy Game Jam,Catrobat,http://catrob.at/HourOfCode,"Create your own Android Galaxy games, animations, and interactive stories!","Grab your Android smartphone and explore distant galaxies! At the #GalaxyGameJam you can create your very own Android app. Design it with our free Pocket Code app and become part of our mission to outer space. With Pocket Code we aim to inspire kids, teenagers, and young adults to create their very own games, animations, and interactive stories directly on their smartphones. 
","Android tablet, Android phone",Grades 6+,/images/tutorials/new/galaxy_game.jpg,2016-tutorial,,"English, Albanian, Arabic, Bosnian, Chinese, Croatian, Czech, Danish, Dutch, French, German, Hebrew, Indonesian, Italian, Japanese, Korean, Persian, Polish, Portuguese, Romanian, Russian, Slovenian, Spanish, Swedish, Turkish, Vietnamese","sq,ar,bs,zh-CN,hr,cs,da,nl,en,fr,de,he,id,it,ja,ko,fa-IR,pl,pt-BR,pt-PT,ro,ru,sl,es,sv,tr,vi",galaxy,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,science,"android,no-internet","Android tablet, Android phone",Android,1hour-follow,blocks,Blocks,,
1440,1,1440,1440,1440,1,20,infinity,Infinity Play Lab,Code.org,https://studio.code.org/s/infinity/reset,Use Play Lab to create a story or game starring Disney Infinity characters.,Use Play Lab to create a story or game starring Disney Infinity characters.,"Modern browsers, smartphones, tablets.",Ages 6+,/images/tutorials/resubmission/infinity.png,"infinity,2015-tutorial",,"English, Arabic, Bulgarian, Chinese, Croatian, Danish, Dutch, Finnish, French, German, Greek, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian, Persian, Polish, Portuguese, Romanian, Russian, Spanish, Swedish, Turkish, Ukrainian and 19 more","ar,bg,ca,cs,da,de,en,es,el,fa,fi,fr,hr,hu,is,id,it,ja,ko,lt,nl,nn,no,pl,pt,pt-br,pt-pt,ro,ru,sl,sv,tr,uk,zh-tw,zh-cn",inf,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Android phone, iPhone",,1hour-follow,blocks,Blocks,,
1437,1,1437,1437,1437,1437,46,tynker_solar,Solar System STEM Kit,Tynker,https://www.tynker.com/hour-of-code/solar-system,Program a moving model of the Solar System.,Program an interactive model of our Solar System. This project comes with step-by-step instructions that guide you through creating a simulation with planets orbiting the Sun. Then add facts about each planet that pop up when clicked.,Web based,Grades 2+,/images/tutorials/new/tynker_solar.jpg,2016-tutorial,https://www.tynker.com/hour-of-code/tynker-stem-teacher-guide.pdf,English only,en,tynkersol,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,science,"computers,android,ios,no-internet","All modern browsers, Android tablets, iPads, Android phones, iPhones",,1hour,blocks,Blocks,,
