School Code,School Name,City,State,
363815,Taylor High School,Cleves,OH,
363855,North Olmsted High School,North Olmsted,OH,
363940,Olmsted Falls High School,Olmsted Twp,OH,
363948,Cardinal Stritch High School,Oregon,OH,
363965,Ottawa-Glandorf High School,Ottawa,OH,
364190,Piqua High School,Piqua,OH,
364292,Village Academy Upper School,Powell,OH,
364700,Solon High School,Solon,OH,
364845,Stow-Munroe Falls High School,Stow,OH,
364855,Strongsville High School,Strongsville,OH,
365050,Ottawa Hills Junior-Senior High School,Toledo,OH,
365053,Saint Francis De Sales High School,Toledo,OH,
365055,Saint Ursula Academy,Toledo,OH,
365076,Dublin Jerome High School,Dublin,OH,
365120,Lake Center Christian School,Hartville,OH,
365227,Van Wert High School,Van Wert,OH,
365229,Cleveland School of Science and Medicine,Cleveland,OH,
365417,Lakota West High School,West Chester,OH,
365485,Portsmouth West High School,West Portsmouth,OH,
365565,Andrews Osborne Academy,Willoughby,OH,
365570,Kirtland High School,Kirtland,OH,
365700,Boardman High School,Youngstown,OH,
365782,Reynoldsburg Health Sciences & Human Service Academy,Reynoldsburg,OH,
365841,Reynoldsburg High eSTEM Academy,Reynoldsburg,OH,
370001,Wes Watkins Technology Center,,OK,
370265,Bartlesville High School,Bartlesville,OK,
370310,Bethany High School,Bethany,OK,
370475,Union High School,Tulsa,OK,
371185,Edmond Memorial High School,Edmond,OK,
371905,Jenks High School,Jenks,OK,
372378,Carl Albert Senior High School,Midwest City,OK,
372661,Francis Tuttle Area Technology Center District 21,Oklahoma City,OK,
372675,Mount Saint Mary High School,Oklahoma City,OK,
373373,Meridian Technology Center,Stillwater,OK,
373607,Dove Science Academy,Tulsa,OK,
373626,Metro Christian Academy,Tulsa,OK,
373637,Tulsa Technology Center: Lemley Campus,Tulsa,OK,
373640,Will Rogers College High School,Tulsa,OK,
380003,South Albany High School,ALBANY,OR,
380080,Valley Catholic High School,Beaverton,OR,
380083,Westview High School,Portland,OR,
380086,Mountain View High School,Bend,OR,
380095,School of Science and Technology,Beaverton,OR,
380205,Corbett High School,Corbett,OR,
380245,Dallas High School,Dallas,OR,
380330,South Eugene High School,Eugene,OR,
380425,Grants Pass High School,GRANTS PASS,OR,
380906,Portland Christian High School,Portland,OR,
380907,Portland Adventist Academy,Portland,OR,
380973,Redmond Proficiency Academy,Redmond,OR,
381043,Sprague High School,Salem,OR,
390000,Abington High School,Abington,PA,
390175,Avella Area Junior-Senior High School,Avella,PA,
390190,Bangor Area Senior High School,Bangor,PA,
390290,Berwick Area Senior High School,Berwick,PA,
390488,Central Bucks High School East,Doylestown,PA,
390520,Cambridge Springs High School,Cambridge Springs,PA,
390535,Peters Township High School,McMurray,PA,
390760,Perkiomen Valley High School,Collegeville,PA,
390855,Cedar Crest High School,Lebanon,PA,
391005,Devon Preparatory School,Devon,PA,
391030,Dover Area High School,Dover,PA,
391033,Downingtown High School West,Downingtown,PA,
391045,Central Bucks High School West,Doylestown,PA,
391130,Easton Area High School,Easton,PA,
391235,Lincoln Junior-Senior High School,Ellwood City,PA,
391238,Twin Valley High School,Elverson,PA,
391250,Emmaus High School,Emmaus,PA,
391265,Ephrata Senior High School,Ephrata,PA,
391341,Downingtown High School East Campus,Exton,PA,
391390,Fleetwood Area High School,Fleetwood,PA,
391405,Forest City Regional High School,Forest City,PA,
391510,Gettysburg Area High School,Gettysburg,PA,
391512,Pine-Richland High School,Gibsonia,PA,
391576,Hempfield Area Senior High School,Greensburg,PA,
391600,Gwynedd-Mercy Academy,Gwynedd Valley,PA,
391647,Dauphin County Technical School,Harrisburg,PA,
391660,Susquehanna Township High School,Harrisburg,PA,
391745,Saucon Valley Senior High School,Hellertown,PA,
391925,Lakeland Junior-Senior High School,Scott Township,PA,
391945,Jim Thorpe Senior High School,Jim Thorpe,PA,
391980,William Tennent High School,Warminster,PA,
391995,Karns City High School,Karns City,PA,
392085,Western Wayne High School,Lake Ariel,PA,
392145,Neshaminy High School,Langhorne,PA,
392155,North Penn High School,Lansdale,PA,
392215,Schuylkill Valley High School,Leesport,PA,
392220,Quaker Valley High School,Leetsdale,PA,
392375,Villa Maria Academy,Malvern,PA,
392380,Northeastern Senior High School,Manchester,PA,
392575,Merion Mercy Academy,Merion Station,PA,
392655,Penn Manor High School,Millersville,PA,
392705,Ringgold High School,Monongahela,PA,
392782,Kohelet Yeshiva High School,Merion Station,PA,
392803,New Foundations Charter School,Philadelphia,PA,
392835,Franklin Regional Senior High School,Murrysville,PA,
392865,Manheim Township High School,Lancaster,PA,
393075,West Allegheny Senior High School,Imperial,PA,
393100,Oley Valley High School,Oley,PA,
393190,Perkiomen School,Pennsburg,PA,
393300,Episcopal Academy,Newtown Square,PA,
393304,Mastery Charter Schools - Shoemaker Campus,Philadelphia,PA,
393342,G W Carver High School of Engineering and Science,Philadelphia,PA,
393370,La Salle College High School,Wyndmoor,PA,
393390,Mount Saint Joseph Academy,Flourtown,PA,
393397,Agora Cyber Charter School,King of Prussia,PA,
393515,Springfield Township High School,Erdenheim,PA,
393524,Swenson Arts And Technology High School,Philadelphia,PA,
393560,William Penn Charter School,Philadelphia,PA,
393580,Phoenixville Area High School,Phoenixville,PA,
393620,Fox Chapel Area High School,Pittsburgh,PA,
393648,Brashear High School,Pittsburgh,PA,
393650,Carrick High School,Pittsburgh,PA,
393658,Chartiers Valley High School,Bridgeville,PA,
393708,Hillel Academy of Pittsburgh,Pittsburgh,PA,
393750,Cardinal Wuerl North Catholic High School,Cranberry Township,PA,
393768,Pittsburgh Creative and Performing Arts 6-12,Pittsburgh,PA,
393925,Taylor Allderdice High School,Pittsburgh,PA,
394060,Port Allegany Junior-Senior High School,Port Allegany,PA,
394080,Hill School,Pottstown,PA,
394085,Owen J Roberts High School,Pottstown,PA,
394145,Exeter Township Senior High School,Reading,PA,
394368,Knoch High School,Saxonburg,PA,
394685,State College Area High School,State College,PA,
394703,Pottsgrove High School,Pottstown,PA,
394905,Grier School,Birmingham,PA,
394992,Central Bucks High School South,Warrington,PA,
395015,Strath Haven High School,Wallingford,PA,
395164,West Chester East High School,West Chester,PA,
395167,West Chester Bayard Rustin High School,West Chester,PA,
395170,B Reed Henderson High School,West Chester,PA,
395325,South Williamsport Junior-Senior High School,Williamsport,PA,
395410,Wyomissing Area High School,Wyomissing,PA,
395430,Central York High School,York,PA,
395465,Seneca Valley Senior High School,Harmony,PA,
400012,Central Falls High School,Central Falls,RI,
400036,Cranston High School West,Cranston,RI,
400037,Cumberland High School,Cumberland,RI,
400040,East Greenwich High School,East Greenwich,RI,
400050,East Providence High School,East Providence,RI,
400053,Smithfield High School,Esmond,RI,
400063,Middletown High School,Middletown,RI,
400064,Narragansett High School,Narragansett,RI,
400093,Ponaganset High School,North Scituate,RI,
400095,Scituate High School,North Scituate,RI,
400150,Classical High School,Providence,RI,
400155,Hope High School,Providence,RI,
400180,Moses Brown School,Providence,RI,
400183,Juanita Sanchez Educational Complex,Providence,RI,
400185,Mount Pleasant High School,Providence,RI,
400252,Exeter West Greenwich Senior High School,West Greenwich,RI,
400255,Westerly High School,Westerly,RI,
400270,Chariho Regional High School,Wood River Jct,RI,
400287,North Smithfield High School,North Smithfield,RI,
400295,Woonsocket Senior High School,Woonsocket,RI,
410026,South Aiken High School,Aiken,SC,
410042,Anderson Five Charter School,Anderson,SC,
410050,T L Hanna High School,Anderson,SC,
410055,Westside High School,Anderson,SC,
410210,Blythewood High School,Blythewood,SC,
410353,Spring Hill High School,Chapin,SC,
410356,Academic Magnet High School,North Charleston,SC,
410360,Ashley Hall,Charleston,SC,
410418,Charleston Charter School of Math and Science,Charleston,SC,
410543,Ridge View High School,Columbia,SC,
410635,Denmark-Olar High School,Denmark,SC,
410765,Fort Mill High School,Fort Mill,SC,
410830,Goose Creek High School,Goose Creek,SC,
410899,James L Mann High School,Greenville,SC,
410950,Greer High School,Greer,SC,
411001,Royal Live Oaks Academy of the Arts and Sciences,Hardeeville,SC,
411070,Lower Richland High School,Hopkins,SC,
411150,Saint John's High School,Johns Island,SC,
411275,Laurens District 55 High School,Laurens,SC,
411445,Wando High School,Mount Pleasant,SC,
411469,"Academy for Arts, Sciences and Technology",Myrtle Beach,SC,
411472,Saint James High School,Murrells Inlet,SC,
411520,North Augusta High School,North Augusta,SC,
421185,Washington High School,Sioux Falls,SD,
430040,Bolton High School,Arlington,TN,
430070,Bartlett High School,Bartlett,TN,
430095,Webb School,Bell Buckle,TN,
430162,Brentwood High School,Brentwood,TN,
430163,Brentwood Academy,Brentwood,TN,
430168,Ravenwood High School,Brentwood,TN,
430225,Camden Central High School,Camden,TN,
430276,Boyd-Buchanan School,Chattanooga,TN,
430405,Fred J Page High School,Franklin,TN,
430410,Collierville High School,Collierville,TN,
430435,Farragut High School,Knoxville,TN,
430452,Cordova High School,Cordova,TN,
430500,Cumberland County High School,Crossville,TN,
430525,Jefferson County High School,Dandridge,TN,
430666,Fayetteville High School,Fayetteville,TN,
430701,Centennial High School,Franklin,TN,
430706,Independence High School,Thompsons Station,TN,
430758,Houston High School,Germantown,TN,
430760,Germantown High School,Germantown,TN,
431015,Daniel Boone High School,Gray,TN,
431102,Hardin Valley Academy,Knoxville,TN,
431118,L & N STEM Academy,Knoxville,TN,
431253,Goodpasture Christian School,Madison,TN,
431300,Maryville High School,Maryville,TN,
431510,White Station High School,Memphis,TN,
431590,West Greene High School,Mosheim,TN,
431609,Central Magnet School,Murfreesboro,TN,
431635,Christ Presbyterian Academy,Nashville,TN,
431645,Republic High School,Nashville,TN,
431665,Father Ryan High School,Nashville,TN,
431683,Hillwood Comprehensive High School,Nashville,TN,
431711,Martin Luther King Jr Magnet High School for Health Science and Engineering,Nashville,TN,
431800,Oak Ridge High School,Oak Ridge,TN,
440024,Austin Achieve Public Schools,,TX,
440059,Cedars International Next Generation High School,,TX,
440065,Aledo High School,Aledo,TX,
440101,Harmony Science Academy - North Austin,Pflugerville,TX,
440180,Angleton High School,Angleton,TX,
440236,James W Martin High School,Arlington,TX,
440242,Sam Houston High School,Arlington,TX,
440259,Juan Seguin High School,Arlington,TX,
440303,McNeil High School,Austin,TX,
440305,John B Connally High School,Austin,TX,
440311,Lake Travis High School,Austin,TX,
440313,Saint Michael's Catholic Academy,Austin,TX,
440320,Stephen F Austin High School,Austin,TX,
440324,Westlake High School,Austin,TX,
440326,Westwood High School,Austin,TX,
440349,W Charles Akins High School,Austin,TX,
440362,Saint Dominic Savio Catholic High School,Austin,TX,
440410,Bandera High School,Bandera,TX,
440484,Chinquapin Preparatory School,Highlands,TX,
440557,Bellaire Senior High School,Bellaire,TX,
440904,Harmony Science Academy- Brownsville,Brownsville,TX,
440945,Allen Academy,Bryan,TX,
441113,Canutillo High School,El Paso,TX,
441140,R L Turner High School,Carrollton,TX,
441143,Newman Smith High School,Carrollton,TX,
441174,Cedar Park High School,Cedar Park,TX,
441176,Vista Ridge High School,Cedar Park,TX,
441411,Faith Christian School,Grapevine,TX,
441500,Flour Bluff High School,Corpus Christi,TX,
441509,Richard King High School,Corpus Christi,TX,
441632,Crosby High School,Crosby,TX,
441689,Cypress Ranch High School,Cypress,TX,
441729,David W Carter High School,Dallas,TX,
441735,Greenhill School,Addison,TX,
441805,Saint Mark's School of Texas,Dallas,TX,
441811,School of Science and Engineering at Yvonne A Ewell Townview Magnet Center,Dallas,TX,
441814,School for the Talented and Gifted at Yvonne A Ewell Townview Magnet Center,Dallas,TX,
441815,South Oak Cliff High School,Dallas,TX,
441875,Deer Park High School South Campus,Deer Park,TX,
441888,John Leslie Patton Junior Academic Center,Dallas,TX,
441930,Denison Senior High School,Denison,TX,
441962,Canterbury Episcopal School,DeSoto,TX,
442085,Duncanville High School,Duncanville,TX,
442148,Edinburg North High School,Edinburg,TX,
442192,Harmony Science Academy - El Paso,El Paso,TX,
442194,Americas High School,El Paso,TX,
442195,El Dorado High School,El Paso,TX,
442247,Socorro High School,El Paso,TX,
442276,Harmony School of Innovation: El Paso,El Paso,TX,
442277,Eastlake High School,Horizon City,TX,
442278,ITec Preparatory Academy,El Paso,TX,
442368,Parish Episcopal School,Dallas,TX,
442400,Ferris High School,Ferris,TX,
442501,South Hills High School,Fort Worth,TX,
442503,Bethesda Christian School,Ft Worth,TX,
442510,Haltom High School,Fort Worth,TX,
442517,Fort Worth Christian School,North Richland Hills,TX,
442549,Nolan Catholic High School,Fort Worth,TX,
442558,Richland High School,North Richland Hills,TX,
442591,Harmony School Of Innovation-Fort Worth,Fort Worth,TX,
442594,Chisholm Trail High School,Fort Worth,TX,
442611,V R Eaton High School,Haslet,TX,
442620,Freer High School,Freer,TX,
442625,Friendswood High School,Friendswood,TX,
442732,North Garland High School,Garland,TX,
442733,South Garland High School,Garland,TX,
442736,Naaman Forest High School,Garland,TX,
442741,International Leadership Of Texas - Garland High School,Garland,TX,
442917,North Central Texas Academy,Granbury,TX,
442941,Grand Prairie Collegiate Institute,Grand Prairie,TX,
442963,Carroll Senior High School,Southlake,TX,
443124,Harlingen High School South,Harlingen,TX,
443191,Rockwall Heath High School,Heath,TX,
443199,Sandra Day O'Connor High School,Helotes,TX,
443292,YES Prep Public Schools - Gulfton Campus,Houston,TX,
443302,Cypress Woods High School,Cypress,TX,
443358,Cypress Creek High School,Houston,TX,
443360,Charles H Milby High School,Houston,TX,
443374,J Frank Dobie High School,Houston,TX,
443375,Jack Yates High School,Houston,TX,
443380,Northside High School,Houston,TX,
443385,Heights High School,Houston,TX,
443402,Memorial Senior High School,Houston,TX,
443414,Northland Christian School,Houston,TX,
443418,Margaret Long Wisdom High School,Houston,TX,
443419,Ross Shaw Sterling High School,Houston,TX,
443424,Langham Creek High School,Houston,TX,
443437,Sam Houston Math Science and Technology Center,Houston,TX,
443441,Scarborough Senior High School,Houston,TX,
443443,Sharpstown High School,Houston,TX,
443447,Stratford High School,Houston,TX,
443450,Stephen F Austin High School,Houston,TX,
443454,Westbury Senior High School,Houston,TX,
443459,Westbury Christian High School,Houston,TX,
443511,Eastwood Academy,Houston,TX,
443518,Raul Yzaguirre School for Success,Houston,TX,
443522,Westside High School,Houston,TX,
443528,Cesar E Chavez High School,Houston,TX,
443550,Iraan High School,Iraan,TX,
443560,Irving High School,Irving,TX,
443598,Harmony School of Advancement-Houston,Houston,TX,
443606,North Houston Early College High School,Houston,TX,
443637,Young Women's College Preparatory Academy,Houston,TX,
443638,Mickey Leland College Preparatory Academy for Young Men,Houston,TX,
443715,Northwest High School,Justin,TX,
443742,Saint John XXIII College Preparatory,Katy,TX,
443747,Cypress Lakes High School,Katy,TX,
443923,Lehman High School,Kyle,TX,
443925,Jack C Hays High School,Buda,TX,
444010,Lancaster High School,Lancaster,TX,
444019,Thelma R Salinas STEM Early College High School,LA JOYA,TX,
444043,J W Nixon High School,Laredo,TX,
444058,United High School,Laredo,TX,
444095,Leander High School,Leander,TX,
444097,Rouse High School,Leander,TX,
444350,Monterey High School,Lubbock,TX,
444360,Lubbock High School,Lubbock,TX,
444424,Magnolia West High School,Magnolia,TX,
444425,Magnolia High School,Magnolia,TX,
444458,Manor New Technology High School,Manor,TX,
444620,McGregor High School,McGregor,TX,
444630,McKinney High School,McKinney,TX,
444815,Mineral Wells High School,Mineral Wells,TX,
444830,Mission High School,Mission,TX,
444836,Ridge Point High School,Missouri City,TX,
444839,Mission Collegiate High School,Mission,TX,
444916,Byron Nelson High School,Trophy Club,TX,
444919,Brooks Academy of Science and Engineering,San Antonio,TX,
444936,Harmony Science Academy - San Antonio,San Antonio,TX,
445499,Hendrickson High School,Pflugerville,TX,
445500,Pflugerville High School,Pflugerville,TX,
445507,Valley View High School,Pharr,TX,
445578,John Paul II High School,Plano,TX,
445644,Porter High School,Porter,TX,
445715,Prosper High School,Prosper,TX,
445840,Richardson High School,Richardson,TX,
445856,Foster High School,Richmond,TX,
445862,George Ranch High School,Richmond,TX,
445889,James M Steele High School,Roanoke,TX,
445935,Rockport-Fulton High School,ROCKPORT,TX,
445952,Rockwall High School,Rockwall,TX,
446017,Rowlett High School,Rowlett,TX,
446025,Round Rock High School,Round Rock,TX,
446027,Cedar Ridge High School,Round Rock,TX,
446082,Sachse High School,Sachse,TX,
446084,W E Boswell High School,Ft Worth,TX,
446087,Saginaw High School,Saginaw,TX,
446093,Claudia Taylor Lady Bird Johnson High School,San Antonio,TX,
446115,Central High School,San Angelo,TX,
446148,Northside Health Careers High School,San Antonio,TX,
446154,James Madison High School,San Antonio,TX,
446156,John Jay High School,San Antonio,TX,
446254,Louis D Brandeis High School,San Antonio,TX,
446258,Theodore Roosevelt High School,San Antonio,TX,
446261,Tom C Clark High School,San Antonio,TX,
446263,School of Science and Technology-San Antonio,San Antonio,TX,
446287,BASIS San Antonio North,San Antonio,TX,
446314,IDEA College Preparatory - San Juan,San Juan,TX,
446691,Klein Oak High School,Spring,TX,
446782,Elkins High School,Missouri City,TX,
446784,William P Clements High School,Sugar Land,TX,
446902,Taylor High School,Taylor,TX,
447254,Victoria East High School,Victoria,TX,
447268,Victoria West High School,Victoria,TX,
447290,Midway High School,Waco,TX,
447517,Whitehouse High School,Whitehouse,TX,
450010,Beaver High School,Beaver,UT,
450035,Box Elder High School,BRIGHAM CITY,UT,
450043,Emery High School,Castle Dale,UT,
450124,Providence Hall Charter School,Herriman,UT,
450164,Northridge High School,Layton,UT,
450190,Venture Academy,MARRIOTT SLATERVILLE,UT,
450240,Juab High School,Nephi,UT,
450241,Spectrum Academy,North Salt Lake,UT,
450245,Ben Lomond High School,Ogden,UT,
450290,Park City High School,Park City,UT,
450354,Pine View High School,Saint George,UT,
450360,Ames Academy For Mathematics Engineering And Scien,Salt Lake City,UT,
450362,Brighton High School,Salt Lake City,UT,
450380,Olympus High School,Salt Lake City,UT,
450385,Rowland Hall,Salt Lake City,UT,
450430,Bear River High School,Garland,UT,
450440,Uintah High School,Vernal,UT,
450450,Copper Hills High School,West Jordan,UT,
450452,Itineris Early College High School,West Jordan,UT,
450466,Utah Online School K-12,Saint George,UT,
460130,Enosburg Falls High School,Enosburg Falls,VT,
460205,Mount Mansfield Union High School,Jericho Center,VT,
460220,Lyndon Institute,Lyndon Center,VT,
460377,Rutland High School,Rutland,VT,
460395,Saint Johnsbury Academy,Saint Johnsbury,VT,
460413,South Burlington High School,South Burlington,VT,
460520,Woodstock Union High School,Woodstock,VT,
470019,Bishop Ireton High School,Alexandria,VA,
470051,T C Williams High School,Alexandria,VA,
470120,Wakefield High School,Arlington,VA,
470125,Washington-Lee High School,Arlington,VA,
470138,Loudoun School for the Gifted,Ashburn,VA,
470345,Parry McCluer High School,Buena Vista,VA,
470353,Lake Braddock Secondary School,Burke,VA,
470390,Fluvanna County High School,Palmyra,VA,
470402,Chantilly High School,Chantilly,VA,
470420,Albemarle High School,Charlottesville,VA,
470435,Saint Annes-Belfield School,Charlottesville,VA,
470437,Tandem Friends School,Charlottesville,VA,
470445,Chatham Hall,Chatham,VA,
470460,Hargrave Military Academy,Chatham,VA,
470503,Cosby High School,Midlothian,VA,
470549,Centreville High School,Clifton,VA,
470765,Lee-Davis High School,Mechanicsville,VA,
470795,George Mason High School,Falls Church,VA,
470805,Trinity Christian School,Fairfax,VA,
470853,Jefferson Forest High School,Forest,VA,
470879,Chancellor High School,Fredericksburg,VA,
470887,Riverbend High School,FREDERICKSBURG,VA,
470952,Deep Run High School,Glen Allen,VA,
471020,Bethel High School,Hampton,VA,
471028,Kecoughtan High School,Hampton,VA,
471035,Harrisonburg High School,Harrisonburg,VA,
471070,Highland Springs High School,Highland Springs,VA,
471117,Wakefield School,The Plains,VA,
471295,E C Glass High School,Lynchburg,VA,
471355,Marion Senior High School,Marion,VA,
471425,Foxcroft School,Middleburg,VA,
471427,Middleburg Academy,Middleburg,VA,
471428,James River High School,Midlothian,VA,
471429,Clover Hill High School,Midlothian,VA,
471517,Craig County High School,New Castle,VA,
471618,Norfolk Christian High School,Norfolk,VA,
471720,Matoaca High School,Chesterfield,VA,
471785,Powhatan High School,Powhatan,VA,
471842,Carver College and Career Academy,Chester,VA,
471845,Collegiate School,Richmond,VA,
471895,Saint Gertrude High School,Richmond,VA,
472127,Courtland High School,Spotsylvania,VA,
472130,Spotsylvania High School,Spotsylvania,VA,
472131,Massaponax High School,Fredericksburg,VA,
472137,Robert E Lee High School,Springfield,VA,
472138,"GW Community School, The",Springfield,VA,
472142,Brooke Point High School,Stafford,VA,
472143,North Stafford High School,Stafford,VA,
472144,Colonial Forge High School,Stafford,VA,
472147,Mountain View High School,Stafford,VA,
472170,Stuart Hall School,Staunton,VA,
472278,James Madison High School,Vienna,VA,
472279,Oakton High School,Vienna,VA,
480040,Asotin High School,Asotin,WA,
480083,Sehome High School,Bellingham,WA,
480103,Bremerton High School,Bremerton,WA,
480115,Bridgeport High School,Bridgeport,WA,
480125,White River High School,Buckley,WA,
480130,Burlington-Edison High School,Burlington,WA,
480139,Union High School,Camas,WA,
480170,Centralia High School,Centralia,WA,
480185,Cheney High School,Cheney,WA,
480290,Davenport Junior-Senior High School,Davenport,WA,
480335,Eatonville High School,Eatonville,WA,
480383,Cascade Senior High School,Everett,WA,
480385,Everett High School,Everett,WA,
480401,Todd Beamer High School,Federal Way,WA,
480480,Columbia High School,Hunters,WA,
480495,Selkirk Junior-Senior High School,Ione,WA,
480540,Kettle Falls High School,KETTLE FALLS,WA,
480548,Eastlake High School,Sammamish,WA,
480554,Kingston High School,Kingston,WA,
480588,Lakes High School,Lakewood,WA,
480589,Harrison Preparatory School,Lakewood,WA,
480649,Lynnwood High School,Bothell,WA,
480665,Tahoma Senior High School,Kent,WA,
480674,Marysville Mountain View High School,Marysville,WA,
480684,Marysville Arts & Technology High School,Tulalip,WA,
480705,Riverside High School,Chattaroy,WA,
480710,West Valley High School,Spokane,WA,
480711,Henry M Jackson High School,Mill Creek,WA,
480750,Mount Vernon High School,Mount Vernon,WA,
480910,South Kitsap High School,Port Orchard,WA,
480920,North Kitsap High School,Poulsbo,WA,
480940,Puyallup Senior High School,Puyallup,WA,
480976,Nikola Tesla STEM High School,Redmond,WA,
480985,Charles A Lindbergh High School,Renton,WA,
480987,Hazen High School,Renton,WA,
481033,Royal High School,Royal City,WA,
481055,Cleveland High School,Seattle,WA,
481130,O'Dea High School,Seattle,WA,
481139,Arts and Academics Academy,Seattle,WA,
481141,Technology Engineering and Communications School,Seattle,WA,
481159,Academy of Citizenship and Empowerment at Tyee Educational Complex,Seatac,WA,
481185,Sequim High School,Sequim,WA,
481197,Olympic High School,Bremerton,WA,
481245,Gonzaga Preparatory School,Spokane,WA,
481260,John R Rogers High School,Spokane,WA,
481265,Lewis and Clark High School,Spokane,WA,
481275,North Central High School,Spokane,WA,
481282,Shadle Park High School,Spokane,WA,
481283,On Track Academy,Spokane,WA,
481297,University High School,Spokane,WA,
481350,Sunnyside Senior High School,Sunnyside,WA,
481370,Clover Park High School,Tacoma,WA,
481375,Fife High School,Tacoma,WA,
481384,Life Christian Academy,Tacoma,WA,
481385,Lincoln High School,Tacoma,WA,
481395,Stadium High School,Tacoma,WA,
481398,Tacoma Baptist Schools,Tacoma,WA,
481471,Seton Catholic College Preparatory High School,Vancouver,WA,
481483,Central Valley High School,Veradale,WA,
481492,Heritage High School,Vancouver,WA,
481493,Vancouver iTech Preparatory,Vancouver,WA,
481503,Walla Walla High School,Walla Walla,WA,
481580,Bainbridge High School,Bainbridge Island,WA,
490060,Shady Spring High School,Shady Spring,WV,
490217,George Washington High School,Charleston,WV,
490327,Pocahontas County High School,Dunmore,WV,
490527,Lincoln County High School,Hamlin,WV,
490604,Spring Valley High School,Huntington,WV,
490615,Hurricane High School,Hurricane,WV,
490875,Morgantown High School,Morgantown,WV,
490880,University High School,Morgantown,WV,
490987,Parkersburg South High School,Parkersburg,WV,
500058,Appleton High School East,Appleton,WI,
500064,Appleton North High School,Appleton,WI,
500140,Baraboo High School,Baraboo,WI,
500370,Cedarburg High School,Cedarburg,WI,
500500,De Forest Area High School,De Forest,WI,
500585,Edgerton Senior High School,Edgerton,WI,
500600,Elkhorn Area High School,Elkhorn,WI,
500650,Fennimore Senior High School,Fennimore,WI,
500770,Grafton Senior High School,Grafton,WI,
500786,Ashwaubenon High School,Green Bay,WI,
500820,Greendale Senior High School,Greendale,WI,
500823,Martin Luther High School,Greendale,WI,
500850,Hartford Union High School,Hartford,WI,
500953,Parker High School,Janesville,WI,
500955,Joseph A Craig High School,Janesville,WI,
500990,Kaukauna Senior High School,Kaukauna,WI,
501155,Edgewood High School,Madison,WI,
501165,West High School,Madison,WI,
501230,Marshfield High School,Marshfield,WI,
501285,Menomonee Falls High School,Menomonee Falls,WI,
501320,Middleton High School,Middleton,WI,
501390,University School of Milwaukee,Milwaukee,WI,
501405,North Division High School,Milwaukee,WI,
501590,Mukwonago High School,Mukwonago,WI,
501631,Eisenhower High School,New Berlin,WI,
501632,New Berlin West High School,New Berlin,WI,
501635,New Glarus High School,New Glarus,WI,
501822,Lakeview Technology Academy,Pleasant Prairie,WI,
501875,Prairie Du Chien Senior High School,Prairie Du Chien,WI,
501885,Sauk Prairie High School,Prairie Du Sac,WI,
501925,Washington Park High School,Racine,WI,
502037,Saint Francis High School,Saint Francis,WI,
502060,D C Everest Senior High School,Weston,WI,
502080,Shawano Senior High School,Shawano,WI,
502242,Sun Prairie High School,Sun Prairie,WI,
502352,Kettle Moraine High School,Wales,WI,
502385,Catholic Memorial High School,Waukesha,WI,
502450,Nathan Hale High School,West Allis,WI,
510058,Kelly Walsh High School,Casper,WY,
510395,Sheridan High School,Sheridan,WY,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
