school_name,school_code
East Aurora High School,331685
East Hampton High School,331700
East Islip High School,331705
Eastport South Manor Junior-Senior High School,331725
East Rockaway High School,331735
Ward Melville High School,331740
East Syracuse Minoa Central High School,331750
Buffalo Academy Of Sacred Heart,331770
Northern Adirondack Junior Senior High School,331795
Iroquois Central High School,331810
Newtown High School,331815
Farmingdale High School,331880
Hebrew Academy of the Five Towns and Rockaway,331885
Torah Academy for Girls High School,331894
World Journalism Preparatory School,331921
Holy Cross High School,331927
John Bowne High School,331929
Queens High School Teaching Liberal Arts Sciences,331936
East West School of International Studies,331939
Kew Forest School,331940
Queens School of Inquiry,331949
Queens Metropolitan High School,331952
Valley Stream North High School,331986
Freeport High School,332000
Garden City High School,332040
Geneseo Central School,332055
Jl Miller-Great Neck North High School,332170
North Shore Hebrew Academy High School,332176
Frontier Senior High School,332225
Hamburg High School,332230
Hampton Bays High School,332255
Hastings High School,332295
Hauppauge High School,332305
North Rockland High School,332310
Crescent School,332321
Sacred Heart Academy,332330
George W Hewlett High School,332360
Cambria Heights Academy,332421
John Jay  High School,332458
Elwood-John Glenn High School,332489
Half Hollow Hills High School East,332493
Franklin D Roosevelt High School,332500
Irvington High School,332520
Archbishop Molloy High School,332543
Queens High School For the Sciences at York College,332549
New Visions Charter High School Advanced Math & Science IV,332551
Hillcrest High School,332557
Queens Collegiate: A College Board School,332569
Mary Louis Academy,332575
Thomas Edison Career and Technical High School,332585
"Young Women's Leadership School, Queens",332592
Jericho Senior High School,332628
John F Kennedy Catholic High School,332650
Kenmore West High School,332670
Mount Saint Mary Academy,332675
Kingston High School,332705
Lancaster High School,332765
Saint Mary's High School,332770
Le Roy Junior-Senior High School,332795
Division Avenue High School,332798
Island Trees High School,332800
General Douglas MacArthur High School,332802
Lindenhurst Senior High School,332825
Little Falls High School,332835
Liverpool High School,332850
Locust Valley High School,332882
Renaissance Charter School,332891
Saint Johns Preparatory School,332892
Frank Sinatra High School Of The Arts,332901
Information Technology High School,332904
Academy for Careers in Television and Film,332906
Pan American International High School,332909
Young Women's Leadership School of Astoria,332911
William C Bryant High School,332915
Loudonville Christian School,332923
L A Webber Middle High School,332940
Central Park East High School,332964
French American School of New York,332992
Rye Neck High School,333000
Saint Mary's High School,333015
Plainedge High School,333062
William Floyd High School,333068
Patchogue-Medford High School,333093
Sanford H Calhoun High School,333098
Christ The King High School,333124
Mineola High School,333155
Monticello High School,333200
Fox Lane High School,333245
Mount Sinai High School,333252
Nanuet Senior High School,333273
Clarkstown North High School,333325
New Hartford Senior High School,333345
Herricks Senior High School,333346
New Hyde Park Memorial High School,333347
Iona Preparatory School,333365
New Rochelle High School,333366
Academy of Mount Saint Ursula,333390
Democracy Preparatory Charter High School,333404
All Hallows High School,333410
Academy For Software Engineering,333428
Browning School,333490
Chelsea Career and Technical Education High School,333555
Dominican Academy,333595
East Side Community School,333608
Facing History School,333627
Frederick Douglass Academy,333643
Cypress Hills Collegiate Preparatory School,333644
Global Learning Collaborative,333647
Eleanor Roosevelt High School,333648
High School for Environmental Studies,333674
High School of Fashion Industries,333680
Fiorello H Laguardia High School,333685
High School of Hospitality Management,333692
Harvest Collegiate High School,333695
Humanities Preparatory Academy,333704
Independence High School,333711
47 American Sign Language English Secondary School,333715
Gregorio Luperon High School,333749
Lower East Side Preparatory High School,333754
Manhattan Bridges High School,333783
Manhattan Center for Science and Math,333784
Manhattan International High School,333790
Urban Assembly Gateway School For Technology,333814
High School for Health Professions and Human Services,333817
High School for Leadership and Public Service,333819
Murry Bergtraum High School,333835
"New Explorations into Science, Technology and Math High School",333843
New York City Laboratory School for Collaborative Studies,333853
Pace High School,333866
Park East High School,333875
Quest To Learn,333894
Broome Street Academy Charter High School,333904
Columbia Secondary School,333907
Saint Catharine Academy,333965
Monsignor Scanlan High School,333975
Saint Raymond High School for Boys,334011
Talent Unlimited High School,334073
Urban Assembly School of Design and Construction,334077
University Neighborhood High School,334101
Vanguard High School,334110
North Babylon High School,334193
Sleepy Hollow High School,334220
Nyack Senior High School,334255
Wheatley School,334293
Orchard Park High School,334325
Oswego High School,334355
John Adams High School,334392
Robert H Goddard High School,334393
Pavilion Central School,334430
Pearl River High School,334445
Pelham Memorial High School,334470
Pine Bush High School,334520
Pittsford Mendon High School,334529
Pittsford Sutherland High School,334530
Plainview-Old Bethpage John F Kennedy High School,334532
Plattsburgh Senior High School,334552
Port Chester High School,334575
Paul D Schreiber Senior High School,334605
Our Lady Lourdes High School,334627
Spackenkill High School,334632
North Salem High School,334645
"Queens High School for Information, Research, and Technology",334654
Martin Van Buren High School,334655
"High School for Construction Trades, Engineering and Architecture",334656
Jamaica Gateway To The Sciences,334657
York Central Middle High School,334710
Queens Academy,334732
Richmond Hill High School,334735
Riverhead High School,334750
Brighton High School,334775
Allendale Columbia School,334785
Athena High School,334801
Greece Arcadia High School,334802
Irondequoit High School,334810
McQuaid Jesuit High School,334830
Our Lady of Mercy High School,334845
Pathways College Preparatory School: A College Board School,334857
Rockaway Park High School For Environmental Sustainability,334872
Rocky Point High School,334887
George Washington Carver High School For The Sciences,334896
Roslyn High School,334920
Rye Country Day School-Upper School,334965
Rye High School,334970
School of the Holy Child,334972
Sackets Harbor Central School,334975
Smithtown High School East,335001
Salamanca High School,335020
Saugerties Senior High School,335055
Sayville High School,335075
Edgemont High School,335085
Schoharie Junior-Senior High School,335130
Seaford High School,335162
Saint Anthony's High School,335215
Smithtown High School West,335221
Amherst Central High School,335225
Somers High School,335245
Southampton High School,335255
Queens Preparatory Academy,335301
Excelsior Preparatory High School,335302
Ramapo Senior High School,335309
Spring Valley High School,335310
Concord High School,335342
College Of Staten Island High School For International Studies,335346
New Dorp High School,335355
Notre Dame Academy High School,335360
Port Richmond High School,335365
Gaynor McCown Expeditionary Learning School,335367
Ralph R McKee Career and Technical Education High School,335375
Saint Joseph Hill Academy,335385
Staten Island Technical High School,335401
Susan E Wagner High School,335403
Tottenville High School,335405
Suffern High School,335435
Our Lady of Mercy Academy,335440
Syosset High School,335443
Westlake High School,335563
Cardinal O'Hara High School,335576
Kenmore East Senior High School,335578
Tonawanda Middle High School,335580
Eastchester High School,335630
Tuckahoe High School,335635
Hanc High School,335666
Uniondale High School,335668
Valhalla Middle High School,335707
Valley Stream Central High School,335710
Spencer Van Etten High School,335715
Valley Central High School,335750
Roy C Ketcham Senior High School,335770
Warwick Valley High School,335790
Waverly High School,335845
Webster Schroeder High School,335853
Westbury High School,335875
Westhampton Beach High School,335885
West Hempstead High School,335895
Saint John the Baptist Diocesan High School,335898
West Islip High School,335900
Clarkstown South High School,335913
West Seneca Christian School,335919
Archbishop Stepinac High School,335940
White Plains High School,335955
Williamsville High School North,335983
Windham-Ashland-Jewett Central School,335995
Lewiston-Porter Senior High School,336090
Harlem Prep Charter School 9-12,336094
Massapequa High School Ames Campus,339129
Martin L Nesbitt Jr Discovery Academy,340009
Pinnacle Classical Academy,340030
Green Level High School,340066
Apex High School,340085
Apex Friendship High School,340088
Eno River Academy,340093
Christ School,340095
Bethany Community School,340097
Southwestern Randolph High School,340110
Asheville School,340120
Franklin School of Innovation,340131
Asheville High School,340140
South Iredell High School,340233
West Johnston High School,340298
Cox Mill High School,340302
Brevard Senior High School,340445
Carrboro High School,340590
Cary High School,340600
Panther Creek High School,340603
Bandys High School,340610
Chapel Hill High School,340645
East Chapel Hill High School,340646
Woods Charter School,340649
Charlotte Latin School,340663
Garinger High School,340668
Harding University High School,340670
Independence High School,340673
Myers Park High School,340680
Providence Day School,340687
Providence High School,340688
West Charlotte High School,340700
West Mecklenburg High School,340705
Cherryville High School,340715
Phillip O Berry Academy Of Technical,340716
Mallard Creek High School,340732
Ardrey Kell High School,340735
Charlotte Engineering Early College,340771
William Amos Hough High School,340918
Gaston Early College High School,340962
Davidson Day School,340971
East Lincoln High School,340980
Charles E Jordan Senior High School,341060
Triton High School,341220
North Carolina Virtual Public School,341304
E E Smith High School,341305
Fayetteville Christian School,341306
Franklinton High School,341375
Fuquay-Varina Senior High School,341415
KIPP GCP Pride High School,341441
Highland School Of Technical,341450
South Stokes High School,341467
Eastern Guilford High School,341475
Eastern Wayne High School,341520
Wayne Country Day School,341533
Southeast Guilford High School,341580
Ben L Smith High School,341590
Grimsley High School,341598
Northwest Guilford High School,341606
Triad Math And Science Academy,341613
Southern Guilford High School,341620
The Academy at Smith,341629
Walter Hines Page High School,341632
Weaver Academy,341633
D H Conley High School,341640
Junius H Rose High School,341650
Western Guilford High School,341675
Topsail High School,341700
Havelock High School,341738
Thomas Jefferson Classical Academy,341804
Hickory Career and Arts Magnet High School,341812
The Academy at High Point Central,341847
High Point Christian Academy,341848
High Point Central High School,341850
Southwest Guilford High School,341851
William Penn-Griffin School for the Arts,341859
Orange High School,341875
South Caldwell High School,341915
Hopewell High School,341920
Porter Ridge High School,341924
South Lake Christian Academy,341927
East Burke High School,341928
Olympic High School,341932
Northside High School,341948
Jacksonville High School,341950
Southwest High School,341954
Ragsdale High School,341955
A L Brown Senior High School,341985
First Flight High School,342027
Arendell Parrott Academy,342067
Knightdale High School,342124
Thomas Academy,342140
North Davidson High School,342280
Lincolnton High School,342325
North Lincoln High School,342329
West Lincoln High School,342335
Louisburg High School,342390
Maiden High School,342460
Manteo High School,342470
Madison High School,342500
Forest Hills High School,342520
Marvin Ridge High School,342528
Weddington High School,342533
East Mecklenburg High School,342535
White Oak High School,342565
Northeast High School,342570
Gray Stone Day School,342632
Rocky River High School,342640
Central Academy of Technology and Arts,342650
Parkwood High School,342662
Piedmont High School,342663
Sun Valley High School,342685
Christ the King Catholic High School,342694
Pine Lake Preparatory,342698
Green Hope High School,342709
Mooresville Senior High School,342715
Robert L Patton High School,342741
Fred T Foard High School,342905
Wilkes Central High School,342930
North Iredell High School,342973
South Mecklenburg High School,343103
Northwood High School,343135
Hoke County High School,343195
Athens Drive High School,343196
Grace Christian School,343202
Leesville Road High School,343214
North Raleigh Christian Academy,343223
Ravenscroft School,343233
Saint David's School,343236
Trinity Academy of Raleigh,343241
Vernon Malone College Career Academy,343251
Richlands High School,343295
Nash Central High School,343371
T C Roberson High School,343630
Pinecrest High School,343670
Overhills High School,343701
West Iredell High School,343797
Trinity High School,344005
Jimmy C Draughn High School,344064
West Craven High School,344065
Cuthbertson High School,344197
Columbus Career And College Academy,344319
Cape Fear Academy,344347
John T Hoggard High School,344348
Winston-Salem Career Center,344407
Forsyth Country Day School,344421
Parkland High School,344444
Atkins Academic Technical High School,344446
Salem Baptist High School,344454
Bismarck High School,350158
Legacy High School,350161
Ellendale Public High School,350520
Wahpeton Senior High School,351800
Watford City High School,351830
Williston High School,351880
John Marshall School of Information Technology,360008
Rhodes College and Career Academy,360068
St Vincent - St Mary High School,360090
Amanda-Clearcreek High School,360130
Seneca East High School,360255
Avon High School,360280
Norton High School,360310
Batavia High School,360335
Bay High School,360345
Bedford High School,360367
Bellbrook High School,360385
Blanchester High School,360495
Sycamore High School,360525
Bowling Green Senior High School,360565
Brecksville-Broadview Heights High School,360575
Northwest High School,360740
Margaretta High School,360825
Centerville High School,360850
Kenston High School,360860
Chardon High School,360875
Unioto High School,360940
Anderson High School,360945
Cincinnati Country Day School,360955
Cincinnati Hills Christian Academy,360957
Seven Hills School,361005
Indian Hill High School,361020
Oak Hills High School,361058
Princeton High School,361067
Saint Xavier High School,361110
Summit Country Day School,361120
Turpin High School,361121
Ursuline Academy,361125
Walnut Hills High School,361130
Wyoming High School,361156
Beachwood High School,361193
Benedictine High School,361195
Garrett Morgan School Of Engineering And Innovation,361226
Cuyahoga Heights High School,361235
Fairview High School,361250
Hathaway Brown School,361260
Laurel School,361305
Magnificat High School,361322
North Royalton High School,361329
Orange High School,361332
Richmond Heights Secondary School,361337
Villa Angela-Saint Joseph High School,361365
Shaker Heights High School,361395
Cleveland Heights High School,361445
Crestview High School,361485
Bexley High School,361505
Bishop Hartley High School,361508
Bishop Watterson High School,361510
St Francis Desales High School,361533
Grandview Heights High School,361545
Upper Arlington High School,361630
West Branch High School,361785
Carroll High School,361794
KIPP Columbus High School,361829
Wayne High School,361870
Rutherford B Hayes High School,361905
Delphos-Saint John's High School,361930
Shaw High School,362015
Elyria Catholic High School,362075
Granville High School,362385
McClain High School,362405
Licking Valley High School,362500
William Henry Harrison High School,362515
Lakewood Senior High School,362560
Hilliard Davidson High School,362570
Hilliard Darby High School,362571
Hudson High School,362650
Jackson High School,362700
Greeneview High School,362715
Kettering Fairmont High School,362792
Kings High School,362800
Lakewood High School,362865
Saint Edward High School,362875
London High School,363025
Madeira High School,363130
Madison Comprehensive High School,363165
Maple Heights Senior High School,363190
Harding High School,363225
William Mason High School,363275
Highland High School,363355
Medina High School,363360
Mentor High School,363375
Lakota East High School,363408
Milford High School,363430
Millersport High School,363455
Little Miami High School,363515
Newark High School,363635
Tecumseh High School,363670
Nordonia High School,363835
Triad High School,363845
North Olmsted High School,363855
North Ridgeville High School,363860
Oak Harbor High School,363900
Olmsted Falls High School,363940
Ottawa-Glandorf High School,363965
Padua Franciscan High School,364018
Pickerington High School Central,364160
Piqua High School,364190
Solon High School,364700
Streetsboro High School,364852
Strongsville High School,364855
Tallmadge High School,364940
Pickerington High School North,365013
Olentangy Liberty High School,365046
Ottawa Hills Junior-Senior High School,365050
Saint Francis De Sales High School,365053
Saint John's Jesuit High School,365054
Saint Ursula Academy,365055
Dublin Jerome High School,365076
Lake Center Christian School,365120
Fuchs Mizrachi School,365131
Green High School,365140
Cleveland School of Architecture and Design,365179
Hilliard Bradley High School,365198
Olentangy Orange High School,365219
Van Wert High School,365227
Cleveland School of Science and Medicine,365229
Versailles High School,365250
New Tech West at Max Hayes,365254
Wadsworth Senior High School,365275
Akron Stem High School,365284
Champion High School,365310
Lakota West High School,365417
Westlake High School,365450
Wickliffe Senior High School,365535
Andrews Osborne Academy,365565
Kirtland High School,365570
Wooster High School,365630
Boardman High School,365700
Cardinal Mooney High School,365702
Ursuline High School,365735
Reynoldsburg High School - Encore Academy,365783
Cristo Rey Columbus High School,365798
Reynoldsburg High eSTEM Academy,365841
Wes Watkins Technical Center,370001
Dove Science Academy High School Oklahoma City,370016
KIPP Tulsa University Prep High School,370026
Kiamichi Technology Center-Atoka,370228
Bartlesville High School,370265
Blanchard High School,370353
Union High School,370475
Summit Christian Academy,370483
Cheyenne High School,370715
Clinton High School,370810
Drumright High School,371095
Olive High School,371100
Edmond Memorial High School,371185
Edmond North High School,371186
Oklahoma Christian School,371187
Edmond Santa Fe High School,371188
Enid High School,371242
Fort Gibson High School,371340
Grove High School,371550
Kiamichi Technology Center - Idabel,371871
Laverne High School,372060
Eisenhower Senior High School,372066
Lawton High School,372070
Southmoore High School,372412
Moore High School,372415
Mustang High School,372500
Noble High School,372550
Norman High School,372555
Norman North High School,372557
Capitol Hill High School,372635
Bishop McGuinness High School,372645
Frederick Douglass Middle High School,372660
Metro Technology Center,372663
Heritage Hall Upper School,372669
Mount Saint Mary High School,372675
Southeast High School,372695
Westmoore High School,372697
Crossings Christian School,372717
Red Oak School,373030
Charles Page High School,373160
Skiatook High School,373285
Meridian Technology Center,373373
Stroud Senior High School,373415
Booker T Washington High School,373590
Dove Science Academy,373607
East Central High School,373610
Holland Hall School,373615
Bishop Kelley High School,373620
Tulsa Technology Center: Lemley Campus,373637
Thomas A Edison High School,373638
Tulsa School of Arts and Sciences Incorporated,373647
Welch High School,373860
Yukon High School,374020
West Albany High School,380005
Valley Catholic High School,380080
Westview High School,380083
Mountain View High School,380086
Summit High School,380096
Beaverton Academy Of Science And Engineering,380104
Corbett High School,380205
Corvallis High School,380210
Dallas High School,380245
Henry D Sheldon High School,380326
South Eugene High School,380330
Marist High School,380335
Grants Pass High School,380425
Hood River Valley High School,380480
Century High School,380482
Junction City High School,380550
Mohawk High School,380635
Oregon City High School,380785
Philomath High School,380820
Centennial High School,380848
Central Catholic High School,380850
Parkrose High School,380905
Portland Adventist Academy,380907
Sheridan AllPrep Academy,381078
Taft High School,381140
West Linn High School,381250
Wilsonville High School,381258
Abington High School,390000
William Allen High School,390020
Insight PA Cyber Charter School,390027
Louis E Dieruff High School,390038
Salisbury High School,390039
Hampton High School,390045
Altoona Area Senior High School,390055
Global Vision Christian School,390072
Lower Merion High School,390105
Athens Area High School,390155
Daniel Boone Area High School,390160
Berwick Area Senior High School,390290
Conestoga High School,390295
Lower Moreland High School,390303
Freedom High School,390322
Liberty High School,390325
Moravian Academy,390335
Chichester High School,390380
North Star High School,390385
Bradford Area High School,390405
Brookville Area Junior-Senior High School,390465
Central Bucks High School East,390488
Butler Area Senior High School,390500
Peters Township High School,390535
Carbondale Area Junior-Senior High School,390545
Carlisle High School,390560
Catasauqua High School,390590
Chambersburg Area Senior High School,390603
Deer Lakes High School,390635
Clairton High School,390650
McGuffey High School,390700
Clearfield Area Junior Senior High School,390703
Coatesville Area Senior High School,390740
Cochranton Junior-Senior High School,390745
Perkiomen Valley High School,390760
Connellsville Area Senior High School,390810
Southern Lehigh High School,390830
Moon Area High School,390840
Our Lady Sacred Heart High School,390845
Cedar Crest High School,390855
Bensalem High School,390860
Holy Ghost Preparatory School,390870
Dallastown Area High School,390930
Danville Area High School,390950
Devon Preparatory School,391005
Downingtown High School West,391033
Central Bucks High School West,391045
Monsignor Bonner and Archbishop Prendergast High School,391048
Easton Area High School,391130
Central Cambria High School,391155
Lincoln Junior-Senior High School,391235
Twin Valley High School,391238
Emmaus High School,391250
Ephrata Senior High School,391265
Villa Maria Academy,391320
Downingtown High School East Campus,391341
Methacton High School,391366
Fleetwood Area High School,391390
Ridley High School,391395
Upper Dublin High School,391415
Bethlehem Center High School,391445
Interboro High School,391540
Greencastle-Antrim High School,391570
Greensburg Central Catholic High School,391574
Greensburg-Salem High School,391575
Grove City Senior High School,391590
Gwynedd Mercy Academy High School,391600
Hanover Senior High School,391625
Mountain View Junior/Senior High School,391635
Penn-Trafford High School,391670
Hazleton Area High School,391718
Saucon Valley Senior High School,391745
Whitehall High School,391785
Council Rock High School South,391790
Hollidaysburg Area Senior High School,391795
Homer Center Junior-Senior High School,391805
Hughesville High School,391850
Indiana Area Senior High School,391885
Jefferson-Morgan Middle High School,391910
Abington Friends School,391915
Jenkintown Middle High School,391920
Lakeland Junior-Senior High School,391925
Jim Thorpe Area High School,391945
Johnsonburg Area Junior-Senior High School,391950
Greater Johnstown High School,391956
Richland High School,391968
William Tennent High School,391980
Karns City High School,391995
Palisades High School,392045
Pequea Valley High School,392050
Kutztown Area High School,392075
Western Wayne High School,392085
Lampeter-Strasburg High School,392095
JP McCaskey High School Campus,392110
Lancaster Country Day School,392115
Lancaster Mennonite School,392120
Hempfield High School,392140
Neshaminy High School,392145
Dock Mennonite Academy,392149
North Penn High School,392155
Greater Latrobe Senior High School,392170
Kiski Area High School,392207
Schuylkill Valley High School,392215
Quaker Valley High School,392220
Mifflin County High School,392263
South Allegheny Middle-High School,392267
Penncrest High School,392287
Littlestown Senior High School,392305
Great Valley High School,392363
Villa Maria Academy,392375
Northeastern Senior High School,392380
Manheim Central High School,392385
Mars Area High School,392415
Delone Catholic High School,392520
Meadville Area Senior High School,392535
Merion Mercy Academy,392575
Delaware Valley High School,392635
Penn Manor High School,392655
Ringgold High School,392705
Gateway High School,392708
Montour High School,392735
South Fayette Township High School,392745
North Pocono High School,392765
High School of the Future,392779
Kohelet Yeshiva High School,392782
Muncy High School,392825
Propel Andrew Street High School,392826
Franklin Regional Senior High School,392835
Manheim Township High School,392865
New Castle Junior Senior High School,392910
Shenango High School,392915
Garden Spot High School,392945
Solebury School,392955
Council Rock High School North,392985
Delaware County Christian School,392998
Marple Newtown High School,393000
Norristown Area High School,393020
West Allegheny Senior High School,393075
Riverview High School,393080
Oley Valley High School,393100
Parkland High School,393125
Oxford Area High School,393135
Constitution High School,393250
Central High School,393275
Cheltenham High School,393280
Community Academy-Phildelphia,393292
Episcopal Academy,393300
Hardy Williams Academy Mastery Charter School,393314
George Washington High School,393323
G W Carver High School of Engineering and Science,393342
Imhotep Institute Charter High School,393348
Lasalle College High School,393370
Mount Saint Joseph Academy,393390
Agora Cyber Charter School,393397
Northeast High School,393407
Samuel Fels High School,393504
Springfield Township High School,393515
West Catholic Preparatory High School,393550
William Penn Charter School,393560
Philipsburg Osceola Area Senior High School,393575
Phoenixville Area High School,393580
Renaissance Academy Charter School,393581
Brentwood Middle-High School,393645
Pittsburgh Carrick High School,393650
Keystone Oaks High School,393680
Hillel Academy of Pittsburgh,393708
Cornell High School,393740
North Allegheny Senior High School,393745
North Catholic High School,393750
Penn Hills Senior High School,393763
Plum Senior High School,393772
Oakland Catholic High School,393775
Pittsburgh Allderdice High School,393925
Plumstead Christian School,394026
Plymouth Whitemarsh High School,394040
Pocono Mountain West High School,394052
Port Allegany Junior-Senior High School,394060
Owen J Roberts High School,394085
Quakertown Community Senior High School,394120
Solanco High School,394125
Exeter Township Senior High School,394145
Harriton High School,394290
Elk County Catholic High School,394325
St Marys Area High School,394330
Apollo-Ridge High School,394360
Knoch High School,394368
Northwest Area Junior Senior High School,394550
Governor Mifflin Senior High School,394555
Forest Hills High School,394580
Somerset Area Senior High School,394625
Springfield High School,394660
State College Area High School,394685
Pottsgrove High School,394703
Shikellamy High School,394740
Titusville Senior High School,394820
Brandywine Heights Area High School,394830
Maplewood High School,394855
Grier School,394905
Albert Gallatin Area Senior High School,394925
Unionville High School,394955
Upper Darby High School,394965
Central Bucks High School South,394992
Strath Haven High School,395015
Archbishop Wood High School,395032
Trinity High School,395060
Washington High School,395065
YSC Academy,395095
West Chester East High School,395164
West Chester Bayard Rustin High School,395167
B Reed Henderson High School,395170
Avon Grove High School,395180
Wilson High School,395190
South Williamsport Junior-Senior High School,395325
Wyalusing Valley Junior-Senior High School,395395
Wyomissing Area High School,395410
Pennsbury High School,395415
Central York High School,395430
West York Area High School,395435
William Penn High School,395440
Bermudian Springs High School,395450
Seneca Valley Senior High School,395465
Barrington High School,400000
Block Island School,400005
Cranston High School East,400035
Cranston High School West,400036
Cumberland High School,400037
East Providence High School,400050
Smithfield High School,400053
William M Davies Jr Career and Technical High School,400057
Johnston Senior High School,400058
Lincoln High School,400059
Middletown High School,400063
Narragansett High School,400064
Rogers High School,400075
North Kingstown Senior High School,400088
Ponaganset High School,400093
Scituate High School,400095
Charles E Shea Senior High School,400125
Providence Career and Technical Academy,400142
Classical High School,400150
La Salle Academy,400160
Metropolitan Regional Career and Technical Center,400166
Moses Brown School,400180
Juanita Sanchez Ed Complex,400183
Mount Pleasant High School,400185
Saint Mary Academy - Bay View,400215
Tiverton High School,400224
South Kingstown High School,400230
Toll Gate High School,400237
Bishop Hendricken High School,400238
Pilgrim High School,400239
Exeter West Greenwich Regional High School,400252
Westerly High School,400255
West Warwick High School,400265
Chariho High School,400270
Mount Saint Charles Academy,400285
North Smithfield High School,400287
Woonsocket Senior High School,400295
Aiken High School,410025
South Aiken High School,410026
Catawba Ridge High School,410039
Lucy Garrett Beckham High School,410068
Aynor High School,410082
Lugoff-Elgin High School,410200
Bluffton High School,410206
Blythewood High School,410210
Westwood High School,410211
Brookland-Cayce High School,410335
Academic Magnet High School,410356
James Island Charter High School,410400
R B Stall High School,410428
Cheraw High School,410430
Clover High School,410485
Columbia High School,410517
Spring Valley High School,410518
Eau Claire High School,410525
Hammond School,410533
Denmark-Olar High School,410635
South Florence High School,410755
West Florence High School,410758
Trinity Collegiate School,410759
Wilson High School,410760
Fort Mill High School,410765
Patrick Henry Academy,410795
Nation Ford High School,410796
Gilbert High School,410825
Stratford High School,410831
James L Mann High School,410899
Wade Hampton High School,410920
Greenwood High School,410935
Emerald High School,410936
Blue Ridge High School,410940
Greer High School,410950
Riverside High School,410951
Boiling Springs High School,411080
Chapman High School,411085
Dutch Fork High School,411101
Silver Bluff High School,411120
Landrum High School,411250
Lexington High School,411290
River Bluff High School,411292
White Knoll High School,411295
Manning High School,411340
Wando High School,411445
Charleston County School of the Arts,411516
North Augusta High School,411520
Fort Dorchester High School,411527
Palmetto Scholars Academy,411538
Woodmont High School,411595
Pendleton High School,411620
John Paul II Catholic School,411674
York Preparatory Academy,411696
Woodland High School,411740
Oakbrook Preparatory School,411849
Cane Bay High School,411880
Ashley Ridge High School,411894
Wilson Hall,411934
Eastside High School,411948
East Clarendon High School,411995
Anderson Districts I & II Career and Technology Center,412117
Douglas High School,420383
Estelline High School,420395
Lincoln High School,421178
Warner High School,421375
Watertown High School,421385
Arlington High School,430042
Memphis Rise Academy Charter School,430047
Webb School,430095
Brentwood Academy,430163
Brighton High School,430165
Tennessee High School,430180
Haywood High School,430190
Camden Central High School,430225
Hickman County High School,430250
Forrest School,430260
Baylor School,430275
Boyd-Buchanan School,430276
Chattanooga Girls Leadership Academy,430289
Chattanooga School for Arts and Sciences,430292
Silverdale Baptist Academy,430308
McCallie School,430315
Red Bank High School,430325
Clarksville Academy,430353
Northeast High School,430363
Cleveland High School,430373
Clinton High School,430390
Columbia Academy,430430
Farragut High School,430435
Saint Benedict at Auburndale,430451
Cordova High School,430452
Stone Memorial High School,430506
Unaka High School,430632
Lincoln County High School,430665
Central High School,430680
Centennial High School,430701
Independence High School,430706
Houston High School,430758
Germantown High School,430760
Greeneville High School,430815
North Greene High School,430820
South Greene High School,430825
Beech High School,430888
Hixson High School,430900
Dobyns Bennett High School,431045
Roane County High School,431075
Bearden High School,431090
Christian Academy of Knoxville,431094
South-Doyle High School,431098
Hardin Valley Academy,431102
Knoxville Christian School,431116
L & N STEM Academy,431118
La Vergne High School,431162
Lebanon High School,431175
Chattanooga Christian School,431231
Moore County Middle/High School,431245
Goodpasture Christian School,431253
Coffee County Central High School,431275
Westview High School,431280
Heritage High School,431290
Maryville High School,431300
William Blount High School,431306
Warren County High School,431367
Booker T Washington High School,431380
Central High School,431390
Briarcrest Christian School,431391
East High School,431405
MLK College Preparatory School,431410
Memphis Academy of Science and Engineering,431424
Middle College High School,431446
Mitchell High School,431456
Oakhaven High School,431457
Overton High School,431458
Saint Mary's Episcopal School,431462
Raleigh-Egypt High School,431463
Pleasant View School,431478
Westwood High School,431509
White Station High School,431510
Millington Central High School,431550
West Greene High School,431590
Mount Juliet High School,431600
Central Magnet School,431609
Riverdale High School,431622
Siegel High School,431637
Republic High School,431645
Pearl-Cohn High School,431650
Father Ryan High School,431665
Glencliff High School,431667
Hillwood Comprehensive High School,431683
KIPP Nashville Collegiate High School,431692
John Overton Comprehensive High School,431706
Montgomery Bell Academy,431710
Martin Luther King Jr Magnet High School for Health Science and Engineering,431711
Renaissance High School,431760
Dyer County High School,431765
Oak Ridge High School,431800
Oliver Springs High School,431820
Portland High School,431895
Seymour High School,432107
Shelbyville Central High School,432120
Fayette Academy,432143
Lake County High School,432267
Tullahoma High School,432315
Union City High School,432342
White House High School,432435
Summit High School,433182
Lebanon Trail High School,440001
Shadow Creek High School,440007
Churchill Fulshear High School,440009
Austin Achieve Public School,440024
Veterans Memorial High School,440027
Tom Glenn High School,440028
Cypress Park High School,440047
Cristo Rey Dallas College Prep,440049
Idea Academy-Alamo,440062
Aledo High School,440065
Alief Hastings Senior High School,440076
Kipp Austin Brave High School,440108
Alvin High School,440115
Ascension Academy,440122
Amarillo High School,440125
Palo Duro High School,440140
Klein Cain High School,440155
Weiss High School,440164
Harlan High School,440179
Angleton High School,440180
IDEA Rundberg College Preparatory,440189
World Languages Institute,440194
IDEA Walzem College Preparatory,440200
IDEA Monterrey Park College Preparatory,440201
IDEA Weslaco Pike College Preparatory,440202
Moe And Gene Johnson High School,440207
Pioneer Technology & Art Academy - Greenville,440221
James Martin High School,440236
Arlington High School,440240
Sam Houston High School,440242
James Bowie High School,440243
Pantego Christian Academy,440247
Bridgeland High School,440281
Northeast Early College High School,440301
McNeil High School,440303
John B Connally High School,440305
