Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06,81,24,7.4,177,Bizarre Creations,E10+
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,0.05,0,0.01,0.06,75,30,7.9,35,Pendulo Studios,E10+
DropCast,DS,2008,Puzzle,THQ,0.06,0,0,0,0.06,66,4,tbd,,Mikoishi,E
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.05,0,0,0,0.06,48,24,7.1,23,Totally Games,T
Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0,0,0.06,71,22,7.3,6,Acclaim,T
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0,0,0.06,63,17,tbd,,Ubisoft Montreal,T
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.04,0.01,0,0,0.06,65,12,7.6,8,"10tacle Studios, Fusionsphere Systems",T
Unreal Tournament III,PC,2007,Shooter,Midway Games,0,0.05,0,0.01,0.06,83,41,8,523,Epic Games,M
Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0,0,0.06,36,7,4.7,6,KCEO,E
Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0,0,0.06,66,38,8.6,5,Paradigm Entertainment,T
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06,61,29,7,5,Taito Corporation,E
Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06,86,64,8.4,626,Infinity Ward,T
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0,0,0,0.06,78,39,8.2,26,Arkedo Studio,E
Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0,0,0.06,72,34,6.7,11,Croteam,M
Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0,0,0.01,0.06,66,12,6.9,20,Insomniac Games,E
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0,0.01,0.06,66,10,5.3,54,Capcom Vancouver,M
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0,0.01,0.06,64,28,8.1,12,SCEI,E
The Witcher,PC,2007,Role-Playing,Atari,0,0.05,0,0.01,0.06,81,50,8.8,1116,CD Projekt Red Studio,M
Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0,0,0.06,65,12,tbd,,Team 17,E
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,0.06,56,20,6.6,28,Creat Studios,T
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,0.05,0,0.01,0.06,80,44,8.7,602,GSC Game World,M
Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0,0,0.06,70,5,tbd,,Artificial Mind and Movement,E
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0,0.01,0.06,54,7,6.8,9,EA Bright Light,E
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,58,26,8.5,11,Pyro Studios,T
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,57,16,8.6,11,Capcom,T
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0,0,0.06,67,14,5.9,10,Arc System Works,T
Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0,0,0,0.06,52,6,7.4,12,Platinum Egg,T
Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06,43,54,6.5,283,Valhalla Game Studios,M
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06,63,15,7,10,Quicksilver Software,E
Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,0.04,0.02,0,0,0.06,44,15,2.5,4,Art,E
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0,0,0.06,80,17,7.8,10,Revolution Software,T
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.05,0.01,0,0,0.06,62,16,8.5,32,Nex Entertainment,M
Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,60,36,7.9,14,Paon Corporation,M
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,0.06,0,0.06,68,16,7.8,36,Marvelous Inc.,T
Worms 3D,XB,2003,Strategy,Sega,0.04,0.01,0,0,0.06,69,20,8.4,10,Team 17,T
PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.05,0,0,0,0.06,66,41,7.4,17,G-Artists,E
Dragon Rage,PS2,2001,Shooter,3DO,0.03,0.02,0,0.01,0.06,50,9,6.4,9,3DO,T
Theresia...,DS,2008,Adventure,Arc System Works,0.05,0,0,0,0.06,61,6,8,8,WorkJam,M
Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0,0.05,0,0.01,0.06,71,41,6.9,203,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0,0.05,0,0,0.06,58,5,7.5,4,WayForward,E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0,0.06,58,10,7,5,Konami,E
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0,0,0,0.06,29,16,3.3,30,Red Tribe,T
Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,0.04,0.01,0,0,0.06,69,36,4.3,4,Climax Group,T
Dig Dug: Digging Strike,DS,2005,Puzzle,Atari,0.05,0,0,0,0.06,65,24,tbd,,Bullets,E
The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06,59,22,6.6,24,Eutechnyx,T
Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.05,0,0,0,0.06,30,15,3.5,36,Artoon,M
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06,35,11,6.1,21,Cauldron Ltd.,T
Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06,83,17,8.9,9,"Orbital Media, Inc.",E
Inversion,X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,53,51,6.5,72,Saber Interactive,M
Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01,0.06,83,22,5.8,387,Slightly Mad Studios,E
Mercury Meltdown,PSP,2006,Action,Atari,0.05,0,0,0.01,0.06,78,36,7.8,8,Ignition Entertainment,E
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,0.01,0,0.05,0,0.06,71,8,8.3,12,Tri-Ace,T
Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,72,34,8.1,43,Blue Fang Games,E
Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.05,0.01,0,0,0.06,42,17,5,4,Collision Studios,E10+
CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,71,24,tbd,,Harmonix Music Systems,E10+
Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,0.05,0,0,0,0.06,60,8,tbd,,Hudson Entertainment,E
Brave: A Warrior's Tale,Wii,2009,Action,SouthPeak Games,0.05,0,0,0,0.06,48,13,tbd,,Collision Studios,E10+
Fatal Frame,XB,2002,Action,Tecmo Koei,0.04,0.01,0,0,0.06,77,17,8.6,16,Tecmo,T
Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,73,35,7.8,24,Rocksteady Studios,M
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06,44,8,4.6,41,Ubisoft Shanghai,T
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0,0,0.06,74,30,7.2,12,Prope,E
Resident Evil 2,GC,2003,Action,Capcom,0.04,0.01,0,0,0.06,59,15,8.5,31,Capcom,M
Catwoman,XB,2004,Action,Electronic Arts,0.04,0.01,0,0,0.06,45,33,4.6,5,EA Games,T
Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0,0,0.06,54,8,3.5,16,505 Games,T
Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0,0.01,0,0.06,44,28,8.1,15,Omega Force,T
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0,0.01,0.06,69,20,7.5,41,Gust,E10+
Street Fighter V,PC,2016,Fighting,Capcom,0,0.05,0,0,0.06,74,33,2.9,431,Capcom,T
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,0.04,0.02,0,0,0.06,71,12,9,9,WinkySoft,E
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06,42,8,4.1,9,Rainbow Studios,E
Gun Showdown,PSP,2006,Action,Activision,0.05,0,0,0.01,0.06,73,41,7.6,9,"Rebellion, Neversoft Entertainment",M
Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.05,0,0,0,0.06,81,10,7.6,8,Exient Entertainment,E
Constantine,XB,2005,Action,SCi,0.04,0.01,0,0,0.06,60,31,7.1,17,Bits Studios,M
Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,0.04,0.01,0,0,0.06,64,8,7.1,7,Ubisoft Montreal,M
Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,0.05,0,0,0,0.06,74,6,8.2,5,SNK Playmore,T
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,0.01,0.04,0,0.01,0.06,82,44,8.4,1088,GSC Game World,M
Nanostray,DS,2005,Shooter,Majesco Entertainment,0.05,0,0,0,0.06,71,43,7.7,19,Shin'en,E
Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0,0.01,0.06,59,21,8.4,10,Adrenium,T
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.02,0,0,0.06,71,4,7.2,9,Haemimont,T
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06,25,6,1.9,39,HB Studios Multimedia,E
Lost Kingdoms II,GC,2003,Role-Playing,Activision,0.04,0.01,0,0,0.06,68,25,9.1,14,From Software,T
Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,0.04,0.01,0,0,0.06,88,16,7.8,5,"Z-Axis, Ltd.",T
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.04,0.01,0,0,0.06,62,27,6.9,8,Clover Studio,T
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0,0,0,0.06,60,33,6.9,16,Hit Maker,E10+
X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0,0,0.06,33,6,5.6,7,Silicon Knights,E10+
The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06,81,31,7.8,49,Maxis,T
Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0,0,0,0.06,60,29,7.7,18,Idea Factory,T
Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0,0.01,0.06,73,28,8.4,11,Andamiro U.S.A. Corp.,T
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06,64,11,6.4,17,TOYBOX,T
MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0,0.04,0,0.01,0.06,78,39,6.8,123,Evolution Studios,E
Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,0.01,0.04,0,0.01,0.06,65,11,7.8,76,KnowWonder,E
Tom Clancy's Rainbow Six: Critical Hour,XB,N/A,Shooter,Unknown,0.04,0.01,0,0,0.06,54,10,3.6,14,Ubisoft Quebec,M
Scurge: Hive,DS,2006,Action,SouthPeak Games,0.05,0,0,0,0.06,70,29,8.6,5,"Orbital Media, Inc.",E10+
Remember Me,PC,2013,Action,Capcom,0,0.05,0,0,0.06,65,26,7.4,1007,DONTNOD Entertainment,M
Zendoku,DS,2007,Puzzle,Eidos Interactive,0.05,0,0,0,0.06,68,13,tbd,,Zoonami Ltd.,E
MotoGP,GBA,2002,Racing,THQ,0.04,0.01,0,0,0.06,67,11,tbd,,Visual Impact,E
ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,62,13,tbd,,Konami,E
Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0,0,0.06,34,4,tbd,,Revolution Software,E
NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0,0,0.06,69,14,6.8,13,EA Sports,E
Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0,0.01,0.06,19,14,1.3,433,"Eutechnyx, Deep Silver",M
The Saboteur,PC,2009,Action,Electronic Arts,0,0.05,0,0.01,0.06,76,20,8,236,Pandemic Studios,M
Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0,0,0,0.06,52,23,6.1,7,Wideload Games Inc.,T
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06,68,25,8.2,5,Ubisoft Shanghai,M
Rocket League,PC,2016,Sports,505 Games,0.01,0.04,0,0,0.06,86,20,8.2,580,Psyonix,E
Whiplash,XB,2003,Racing,Eidos Interactive,0.04,0.01,0,0,0.06,68,28,tbd,,Crystal Dynamics,T
V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0,0.01,0.06,82,10,7.4,14,Eden Studios,E
Mirror's Edge,PC,2009,Platform,Electronic Arts,0,0.05,0,0.01,0.06,81,44,8.1,1026,EA DICE,T
Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0,0.01,0.06,77,51,8.1,387,Iron Lore Entertainment,T
Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0,0,0.06,59,22,6.6,7,Hitmaker,E
Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,0.03,0.02,0,0.01,0.06,53,8,tbd,,Artificial Mind and Movement,E
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.05,0,0,0,0.06,65,18,7.9,13,Ninja Studio,T
Gothic 3,PC,2006,Role-Playing,JoWood Productions,0,0.05,0,0.01,0.06,63,39,7.3,519,Piranha Bytes,T
7 Days to Die,XOne,2016,Action,Telltale Games,0.03,0.02,0,0,0.05,35,17,5.2,74,The Fun Pimps Entertainment LLC,M
Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0,0,0,0.05,30,4,3.6,20,Sensory Sweep,E
Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0,0.01,0.05,43,36,6.2,11,Capcom,M
Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0,0,0.05,60,16,8.8,4,Climax Group,E
Rebelstar: Tactical Command,GBA,2005,Strategy,Atari,0.04,0.01,0,0,0.05,78,29,9.1,10,Codo Games,E10+
F1 2010,PC,2010,Racing,Codemasters,0,0.05,0,0.01,0.05,84,15,6.6,99,Codemasters Birmingham,E
Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,65,25,7.1,7,Acclaim Studios Manchester,M
Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0,0.01,0.05,72,24,7.2,6,Shift,E
Coraline,Wii,2009,Action,D3Publisher,0.05,0,0,0,0.05,42,7,5.5,8,Papaya Studios,E10+
Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,70,17,tbd,,Matrix Software,E
NFL Quarterback Club 2002,GC,2001,Sports,Acclaim Entertainment,0.04,0.01,0,0,0.05,53,10,tbd,,Acclaim,E
Xiaolin Showdown,DS,2006,Action,Konami Digital Entertainment,0.05,0,0,0,0.05,58,7,tbd,,Razorback Developments,E
Wing Commander: Prophecy,GBA,2003,Simulation,"Destination Software, Inc",0.04,0.01,0,0,0.05,70,8,8.3,7,Raylight Studios,T
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.03,0.02,0,0.01,0.05,69,39,7.2,31,Double Helix Games,M
Captain America: Super Soldier,Wii,N/A,Action,Sega,0.05,0,0,0,0.05,57,16,6,6,High Voltage Software,T
Sega Soccer Slam,XB,2002,Sports,Sega,0.04,0.01,0,0,0.05,80,15,8.5,10,Black Box,E
Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.04,0,0.01,0.05,43,12,6,75,CI Games,M
Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,0,0,0,0.05,36,12,tbd,,Cowboy Rodeo,T
Carve,XB,2004,Racing,Global Star,0.04,0.01,0,0,0.05,64,34,tbd,,Argonaut Games,E
BlowOut,XB,2003,Shooter,Zoo Digital Publishing,0.04,0.01,0,0,0.05,55,11,tbd,,Terminal Reality,T
GunPey,PSP,2006,Puzzle,Atari,0.05,0,0,0.01,0.05,62,24,tbd,,Q Entertainment,E10+
Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0,0.05,63,13,5.1,48,Double Helix Games,T
Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0,0,0.05,66,22,8,4,Omega Force,T
FIFA Soccer 2003,GBA,2002,Sports,Electronic Arts,0.04,0.01,0,0,0.05,76,4,tbd,,Exient Entertainment,E
Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.03,0.02,0,0.01,0.05,65,12,tbd,,Micro Cabin,T
Murdered: Soul Suspect,PC,2014,Action,Square Enix,0,0.05,0,0,0.05,59,22,7.4,379,Airtight Games,M
Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,78,34,8.3,28,UGA,E
Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.04,0,0,0.01,0.05,57,14,7.8,12,Idea Factory,T
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Taito,0.04,0.01,0,0,0.05,76,12,8.3,8,Taito Corporation,E
UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,0.04,0.01,0,0,0.05,74,21,8.1,9,EA Canada,E
Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0,0.04,0,0.01,0.05,57,4,5.5,30,Kalypso,E
Medabots: Infinity,GC,2003,Role-Playing,Ubisoft,0.04,0.01,0,0,0.05,51,6,8,7,Imagineer,E
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.01,0.05,60,13,7.1,114,1C: Maddox Games,T
NFL Blitz Pro,XB,2003,Sports,Midway Games,0.04,0.01,0,0,0.05,71,14,6.6,8,Midway,E
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,0.05,0,0,0,0.05,58,24,7.5,20,Studio Archcraft,E
Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0,0,0,0.05,68,34,7.3,9,Backbone Entertainment,T
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.04,0.01,0,0,0.05,80,23,8.8,9,Shaba Games,E
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05,52,64,3.5,282,Inti Creates,E10+
Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,0.03,0.02,0,0.01,0.05,66,26,7.2,6,Grasshopper Manufacture,T
Drill Dozer,GBA,N/A,Platform,Unknown,0.04,0.01,0,0,0.05,81,34,8.3,10,Game Freak,E
Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0,0.04,0,0.01,0.05,78,38,7.3,204,Electronic Arts,T
Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.03,0,0.01,0.05,77,21,8.2,93,"THQ, 1C, 1C Company",T
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,0.05,0,0,0,0.05,67,24,6.8,12,Nippon Ichi Software,E
Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.03,0,0,0.05,67,10,4.9,18,Techland,M
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05,58,9,6.5,16,"Namco Bandai Games, Monkey Bar Games",E10+
Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0,0.03,0,0.05,58,20,6,5,Amusement Vision,E
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0,0,0.05,72,27,8.2,10,EA Canada,E
F1 2015,PC,2015,Racing,Codemasters,0,0.05,0,0,0.05,61,13,3.6,63,Codemasters,E
Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0,0,0,0.05,58,7,6,5,Engine Software,E10+
Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0,0,0.05,61,21,6.6,127,InXile Entertainment,M
Major Minor's Majestic March,Wii,2009,Misc,Majesco Entertainment,0.05,0,0,0,0.05,46,16,tbd,,NanaOn-Sha,E
Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.04,0.01,0,0,0.05,79,43,8.3,12,From Software,T
Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0,0.01,0.05,72,30,7.3,18,Neon Studios,E10+
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0,0,0,0.05,49,11,6.3,12,Immersion Software & Graphics,T
Piglet's Big Game,GC,2003,Platform,Gotham Games,0.04,0.01,0,0,0.05,70,4,8,5,Doki Denki,E
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,66,12,3.8,47,Ubisoft,T
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0,0,0.05,66,33,5.5,23,Interplay,M
IndyCar Series,XB,2003,Racing,Codemasters,0.04,0.01,0,0,0.05,71,8,7.8,5,Codemasters,E
Killing Floor 2,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0,0.01,0.05,76,39,8,57,Tripwire Interactive,M
Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,70,14,4.4,5,Sega AM2,E
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0,0,0.05,76,10,5.1,475,High Voltage Software,M
Cities in Motion,PC,2011,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,70,20,7.7,105,Colossal Order,E
Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0,0.01,0.05,37,12,5.9,8,3DO,T
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0,0,0.05,48,6,7.1,8,Omega Force,T
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05,50,6,6.5,4,Point of View,T
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0,0,0.05,51,11,4.1,42,Deep Silver,M
Venetica,PC,2009,Role-Playing,DTP Entertainment,0,0.04,0,0.01,0.05,61,17,6.8,51,Deck 13,T
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.02,0.03,0,0.01,0.05,76,29,4.9,539,Codemasters,M
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0,0.01,0.05,77,13,7.1,56,InXile Entertainment,M
MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0,0.05,33,4,6.6,15,"Buka Entertainment, Targem Games",M
Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0,0,0.05,68,34,8.2,6,WayForward,E10+
Air Traffic Chaos,DS,2007,Simulation,Ertain,0.05,0,0,0,0.05,66,8,tbd,,Sonic Powered,E
Ontamarama,DS,2007,Action,Atlus,0.05,0,0,0,0.05,71,9,tbd,,Noise Factory,E
FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,0.04,0.01,0,0,0.05,82,4,7.9,9,Exient Entertainment,E
Disney's Party,GC,2002,Misc,Electronic Arts,0.04,0.01,0,0,0.05,39,6,7.8,5,Neverland,E
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0,0.05,0,0,0.05,66,45,6.5,621,2K Marin,M
Nanostray 2,DS,2008,Shooter,Codemasters,0.03,0.01,0,0,0.05,75,23,7.8,8,Shin'en,E
Dokapon Journey,DS,2008,Role-Playing,Sting,0.05,0,0,0,0.05,60,16,7,8,Suzak,E10+
Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0,0.02,0.01,0.05,78,26,7.4,25,Terminal Reality,T
Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0,0,0,0.05,66,7,4.1,9,Iron Galaxy Studios,T
Phantom Crash,XB,2002,Simulation,Phantagram,0.03,0.01,0.01,0,0.05,74,23,8.3,14,Genki,T
Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.02,0.02,0,0.01,0.05,58,13,6.3,7,Cave,E
The Typing of the Dead,DC,2000,Shooter,Sega,0,0,0.05,0,0.05,83,12,7.8,12,Smilebit,M
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0,0,0,0.05,26,14,2.8,11,Atomic Planet Entertainment,E
Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0,0.01,0,0.05,37,10,5.1,7,From Software,T
Shrek Super Party,GC,2003,Misc,TDK Mediactive,0.04,0.01,0,0,0.05,40,6,7.3,7,Mass Media,E
Top Spin 2,DS,2006,Sports,Take-Two Interactive,0.05,0,0,0,0.05,51,8,tbd,,Indie Built,E
Second Sight,GC,2004,Adventure,Codemasters,0.04,0.01,0,0,0.05,77,34,8.5,13,Free Radical Design,T
Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0,0,0.05,0,0.05,60,15,6.3,4,Konami,T
Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.01,0.04,0,0.01,0.05,78,12,7.3,11,PopCap,E
GRID,DS,N/A,Racing,Codemasters,0.04,0,0,0,0.05,79,19,8.1,15,Firebrand Games,E
Steins;Gate 0,PS4,2015,Adventure,PQube,0,0,0.05,0,0.05,81,17,8.3,29,5pb,M
Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0,0,0,0.05,69,20,6.3,4,Prope,E
Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0,0,0,0.05,51,19,4.5,4,Wideload Games Inc.,T
Alias,XB,2004,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,64,37,6,4,Acclaim Studios Cheltenham,T
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0,0.05,81,42,8.8,17,Sumo Digital,E
Arx Fatalis,XB,2003,Role-Playing,Mindscape,0.04,0.01,0,0,0.05,71,31,8.2,6,Arkane Studios,M
Zumba Fitness Core,X360,2012,Misc,505 Games,0,0.05,0,0,0.05,77,6,6.7,6,Zoe Mode,E10+
Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,0.05,0,0,0,0.05,60,25,5.8,9,Arc System Works,T
