age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
32,Private,160458,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
28,Local-gov,190911,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
51,Private,85382,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
41,Local-gov,129793,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
37,Local-gov,270181,Assoc-acdm,12,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,50,United-States,<=50K
23,Private,243723,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
40,Private,168113,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,652784,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
46,Self-emp-not-inc,315984,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
24,Private,311311,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,111336,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,28,United-States,<=50K
30,Self-emp-not-inc,100252,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,60,South,<=50K
41,State-gov,186990,Prof-school,15,Widowed,Prof-specialty,Not-in-family,Other,Female,0,0,52,United-States,>50K
37,State-gov,241633,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,45,United-States,>50K
49,Federal-gov,252616,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
41,Federal-gov,46366,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,50,United-States,>50K
52,Local-gov,266138,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
23,Private,32732,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
34,Private,361978,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Female,1471,0,40,United-States,<=50K
25,State-gov,77661,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,2444,40,United-States,>50K
44,Self-emp-inc,60087,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
31,Local-gov,197550,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,0,0,33,United-States,<=50K
53,Private,170701,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
62,Private,159822,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,211494,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,55,United-States,<=50K
30,Federal-gov,340899,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,State-gov,224752,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
36,Private,102568,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
32,Private,220690,11th,7,Divorced,Other-service,Not-in-family,White,Male,0,0,33,United-States,<=50K
22,Private,303170,Some-college,10,Never-married,Priv-house-serv,Own-child,White,Female,0,0,28,United-States,<=50K
17,?,143331,11th,7,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,192162,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,201635,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,?,55263,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
56,State-gov,133728,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
45,Private,347025,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,0,0,21,United-States,<=50K
23,Private,110998,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
31,Private,122347,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,127875,11th,7,Never-married,Sales,Unmarried,White,Female,0,0,8,United-States,<=50K
42,Private,167534,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5013,0,35,United-States,<=50K
27,State-gov,152560,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
37,Private,265144,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31,Private,302679,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,<=50K
33,Private,290763,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
64,Private,86837,Preschool,1,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
32,Private,147118,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,?,103575,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,5178,0,40,United-States,>50K
37,Private,169469,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,189334,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,139571,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4064,0,40,United-States,<=50K
36,Private,111545,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
67,Private,72776,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,10566,0,15,United-States,<=50K
54,Private,307973,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
45,Local-gov,211666,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
30,Private,143766,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,State-gov,112812,HS-grad,9,Married-civ-spouse,Protective-serv,Other-relative,White,Female,0,0,40,United-States,<=50K
57,Private,43290,10th,6,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
57,Private,111385,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,145744,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
49,Local-gov,126754,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,Italy,<=50K
46,State-gov,54260,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States,>50K
41,State-gov,34895,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,43,United-States,<=50K
44,Private,166740,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,143062,Bachelors,13,Never-married,Other-service,Own-child,White,Female,2463,0,30,United-States,<=50K
34,Local-gov,191957,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,45,United-States,>50K
24,Private,109456,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
32,Private,198183,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
27,Local-gov,157449,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
67,Private,53874,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Cuba,<=50K
36,Private,191754,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,320071,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1408,48,United-States,<=50K
24,Private,164574,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,185870,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K
44,State-gov,165745,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
23,Self-emp-not-inc,40323,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
46,Private,199378,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,90,United-States,<=50K
31,Private,289889,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Local-gov,152200,Some-college,10,Married-civ-spouse,Protective-serv,Own-child,Black,Male,0,0,40,United-States,<=50K
61,Private,198231,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
71,Self-emp-not-inc,28865,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15,United-States,<=50K
42,Private,26915,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27,?,108926,Some-college,10,Married-civ-spouse,?,Husband,Black,Male,0,0,5,United-States,<=50K
21,State-gov,204034,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,16,United-States,<=50K
21,Private,243368,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,25,Mexico,<=50K
28,Local-gov,191088,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,2354,0,60,United-States,<=50K
27,Local-gov,194515,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Black,Female,0,0,37,United-States,<=50K
32,Private,28984,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,2001,25,United-States,<=50K
47,Private,125892,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,37932,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,England,<=50K
56,Private,249751,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,191948,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
30,Private,97306,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,176178,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
28,Private,142764,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,45,United-States,>50K
50,Private,148431,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
66,State-gov,148380,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,1424,0,10,United-States,<=50K
38,Private,314890,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,46,United-States,<=50K
62,Private,177493,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
36,Federal-gov,327435,Masters,14,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,>50K
47,Private,275967,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
25,Private,176520,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,186463,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,50380,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
70,Self-emp-not-inc,323987,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,8,United-States,<=50K
52,Private,192445,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
70,Private,142851,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,18,United-States,<=50K
19,State-gov,42750,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,199011,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,3,United-States,<=50K
37,Private,98644,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,16,?,>50K
37,Private,173963,11th,7,Separated,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
45,State-gov,284763,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
29,Private,108775,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
56,Self-emp-not-inc,233312,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,Poland,<=50K
50,Private,197826,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,123007,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,2001,30,United-States,<=50K
26,Private,264012,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Self-emp-inc,214247,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States,>50K
21,Private,200121,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,138069,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2042,50,United-States,<=50K
22,Private,33551,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,State-gov,89083,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
47,Private,369438,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,United-States,>50K
61,Private,93997,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
47,Local-gov,169699,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,Private,115429,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
46,State-gov,96652,Assoc-voc,11,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,103759,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
41,Private,54422,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Local-gov,107215,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,194630,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
27,Private,102142,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Federal-gov,134638,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,<=50K
56,Private,46920,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Federal-gov,207973,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,Canada,<=50K
24,Private,208946,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
73,Self-emp-not-inc,252431,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,<=50K
36,Private,251730,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
31,Private,301251,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
50,?,137632,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,45,Haiti,<=50K
36,Private,197274,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
37,Private,106043,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
26,Private,195636,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K
20,Private,237956,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Cuba,<=50K
58,Private,31532,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
45,State-gov,276157,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,?,207668,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,142921,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,217039,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
19,Local-gov,259169,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,<=50K
54,Private,409173,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,50,Puerto-Rico,>50K
31,State-gov,73161,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,40,United-States,<=50K
27,Private,241431,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
36,Private,151764,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5178,0,40,United-States,>50K
47,Federal-gov,131726,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,1876,40,United-States,<=50K
35,Private,334291,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
42,Private,67243,1st-4th,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,Portugal,>50K
45,Private,370261,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
70,Private,573446,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1455,0,40,United-States,<=50K
27,Local-gov,189775,12th,8,Never-married,Other-service,Own-child,Black,Female,0,0,44,United-States,<=50K
36,Private,312206,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
23,Private,86939,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,221757,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
45,Self-emp-not-inc,213140,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,45,United-States,>50K
24,Private,308673,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
90,Private,149069,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1825,50,United-States,>50K
50,Private,69345,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,44,United-States,>50K
37,Private,112158,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,99,United-States,>50K
31,Private,386299,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Private,61838,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
26,Private,290286,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,38,United-States,<=50K
41,Private,143069,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
50,Self-emp-inc,145714,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
45,Self-emp-not-inc,285570,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,<=50K
54,Self-emp-not-inc,399705,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
54,Private,186224,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,172918,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,198270,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,38,United-States,<=50K
43,Private,307767,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
19,?,208630,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
30,Private,169002,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
31,?,186369,9th,5,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Private,99203,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,<=50K
48,Private,197836,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
56,Private,140136,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,35,United-States,>50K
21,Local-gov,402230,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,36,United-States,<=50K
45,Private,167159,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,116409,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
38,Local-gov,105161,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
34,Private,263908,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,189565,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,224059,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
79,?,27457,Masters,14,Never-married,?,Not-in-family,White,Female,0,0,23,United-States,<=50K
35,Private,240988,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,<=50K
39,Self-emp-not-inc,41017,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
73,Self-emp-not-inc,214498,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,12,United-States,<=50K
57,Private,186361,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
35,Self-emp-inc,165799,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
60,Private,266983,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
19,?,165416,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,40,United-States,<=50K
54,Private,226497,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
53,Self-emp-not-inc,99516,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,177287,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K
57,Self-emp-not-inc,27385,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
27,Self-emp-not-inc,147452,10th,6,Never-married,Sales,Own-child,White,Female,0,0,48,United-States,<=50K
25,Private,144334,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,<=50K
38,Private,217926,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
48,Private,153312,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,>50K
24,Private,126822,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
67,Self-emp-inc,51415,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,171886,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K
38,Private,216319,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K
54,Private,279337,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Self-emp-not-inc,115085,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
57,Private,453233,10th,6,Separated,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
34,Federal-gov,400943,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,<=50K
34,Private,226883,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,49,United-States,<=50K
80,Private,138050,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,16,United-States,<=50K
40,Private,204585,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
19,Local-gov,220558,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,35,United-States,<=50K
35,Private,198841,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,<=50K
21,Private,67244,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
59,Local-gov,75785,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,85423,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-not-inc,134724,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,3103,0,40,United-States,>50K
59,Private,109567,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
21,?,132053,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K
52,Private,157413,1st-4th,2,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K
48,Private,238567,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
24,Private,153133,12th,8,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
49,Private,186256,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
19,Private,260265,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,<=50K
50,Private,131819,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,141584,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
25,Private,245121,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K
66,Private,22502,7th-8th,4,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
30,Private,23778,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,4416,0,40,United-States,<=50K
49,Private,380922,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,80,United-States,>50K
40,Self-emp-not-inc,173651,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
38,Private,191137,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,217006,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,State-gov,22211,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,37,United-States,>50K
23,Local-gov,57711,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Germany,<=50K
60,Self-emp-not-inc,123190,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,67,United-States,>50K
44,Private,110028,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,27828,0,60,United-States,>50K
