age,type of employment,estimated number of people represented,education level,marital status,occupation,relationship,race,gender,capital gains,capital losses,hours of work per week,native-country,income
44,Self-emp-inc,60087,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
31,Local-gov,197550,HS-grad,Divorced,Prof-specialty,Unmarried,White,Male,0,0,33,United-States,<=50K
53,Private,170701,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
62,Private,159822,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,211494,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,55,United-States,<=50K
30,Federal-gov,340899,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,State-gov,224752,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
36,Private,102568,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
32,Private,220690,11th,Divorced,Other-service,Not-in-family,White,Male,0,0,33,United-States,<=50K
22,Private,303170,Some-college,Never-married,Priv-house-serv,Own-child,White,Female,0,0,28,United-States,<=50K
17,Unknown,143331,11th,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,192162,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,201635,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Unknown,55263,Some-college,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
56,State-gov,133728,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
45,Private,347025,7th-8th,Widowed,Other-service,Unmarried,White,Female,0,0,21,United-States,<=50K
23,Private,110998,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
31,Private,122347,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,127875,11th,Never-married,Sales,Unmarried,White,Female,0,0,8,United-States,<=50K
42,Private,167534,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5013,0,35,United-States,<=50K
27,State-gov,152560,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
37,Private,265144,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31,Private,302679,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,<=50K
33,Private,290763,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
64,Private,86837,Preschool,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
32,Private,147118,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,Unknown,103575,HS-grad,Married-civ-spouse,Unknown,Husband,White,Male,5178,0,40,United-States,>50K
37,Private,169469,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,189334,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,139571,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,4064,0,40,United-States,<=50K
36,Private,111545,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
67,Private,72776,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,10566,0,15,United-States,<=50K
54,Private,307973,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
45,Local-gov,211666,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
30,Private,143766,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,State-gov,112812,HS-grad,Married-civ-spouse,Protective-serv,Other-relative,White,Female,0,0,40,United-States,<=50K
57,Private,43290,10th,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
57,Private,111385,10th,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,145744,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
49,Local-gov,126754,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,Italy,<=50K
46,State-gov,54260,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States,>50K
41,State-gov,34895,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,43,United-States,<=50K
44,Private,166740,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,143062,Bachelors,Never-married,Other-service,Own-child,White,Female,2463,0,30,United-States,<=50K
34,Local-gov,191957,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,45,United-States,>50K
24,Private,109456,Bachelors,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
32,Private,198183,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
27,Local-gov,157449,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
67,Private,53874,12th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Cuba,<=50K
36,Private,191754,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,320071,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,1408,48,United-States,<=50K
24,Private,164574,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,185870,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K
44,State-gov,165745,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
23,Self-emp-not-inc,40323,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
46,Private,199378,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,90,United-States,<=50K
31,Private,289889,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Local-gov,152200,Some-college,Married-civ-spouse,Protective-serv,Own-child,Black,Male,0,0,40,United-States,<=50K
61,Private,198231,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
71,Self-emp-not-inc,28865,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15,United-States,<=50K
42,Private,26915,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27,Unknown,108926,Some-college,Married-civ-spouse,Unknown,Husband,Black,Male,0,0,5,United-States,<=50K
21,State-gov,204034,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,16,United-States,<=50K
21,Private,243368,Preschool,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,25,Mexico,<=50K
28,Local-gov,191088,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,2354,0,60,United-States,<=50K
27,Local-gov,194515,Assoc-acdm,Never-married,Prof-specialty,Own-child,Black,Female,0,0,37,United-States,<=50K
32,Private,28984,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,2001,25,United-States,<=50K
47,Private,125892,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,37932,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,England,<=50K
56,Private,249751,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,191948,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
30,Private,97306,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,176178,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
28,Private,142764,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,45,United-States,>50K
50,Private,148431,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
66,State-gov,148380,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,1424,0,10,United-States,<=50K
38,Private,314890,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,46,United-States,<=50K
62,Private,177493,12th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
36,Federal-gov,327435,Masters,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,>50K
47,Private,275967,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
25,Private,176520,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,186463,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,50380,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
70,Self-emp-not-inc,323987,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,8,United-States,<=50K
52,Private,192445,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
70,Private,142851,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,18,United-States,<=50K
19,State-gov,42750,HS-grad,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,199011,11th,Never-married,Craft-repair,Own-child,White,Male,0,0,3,United-States,<=50K
37,Private,98644,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,16,Unknown,>50K
37,Private,173963,11th,Separated,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
45,State-gov,284763,Some-college,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
29,Private,108775,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
56,Self-emp-not-inc,233312,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,Poland,<=50K
50,Private,197826,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,123007,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,0,2001,30,United-States,<=50K
26,Private,264012,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Self-emp-inc,214247,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States,>50K
21,Private,200121,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,138069,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2042,50,United-States,<=50K
22,Private,33551,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,State-gov,89083,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
47,Private,369438,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,United-States,>50K
61,Private,93997,Bachelors,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
47,Local-gov,169699,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,Private,115429,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
46,State-gov,96652,Assoc-voc,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,103759,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
41,Private,54422,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Local-gov,107215,9th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,194630,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
27,Private,102142,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Federal-gov,134638,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,<=50K
56,Private,46920,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Federal-gov,207973,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,Canada,<=50K
24,Private,208946,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
73,Self-emp-not-inc,252431,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,<=50K
36,Private,251730,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
31,Private,301251,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
50,Unknown,137632,HS-grad,Married-civ-spouse,Unknown,Husband,Black,Male,0,0,45,Haiti,<=50K
36,Private,197274,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
37,Private,106043,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
26,Private,195636,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K
20,Private,237956,HS-grad,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Cuba,<=50K
58,Private,31532,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
45,State-gov,276157,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,Unknown,207668,Bachelors,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,142921,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,217039,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
19,Local-gov,259169,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,<=50K
54,Private,409173,HS-grad,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,50,Puerto-Rico,>50K
31,State-gov,73161,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,40,United-States,<=50K
27,Private,241431,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
36,Private,151764,Some-college,Married-civ-spouse,Sales,Husband,White,Male,5178,0,40,United-States,>50K
47,Federal-gov,131726,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,0,1876,40,United-States,<=50K
35,Private,334291,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
42,Private,67243,1st-4th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,Portugal,>50K
45,Private,370261,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
70,Private,573446,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,1455,0,40,United-States,<=50K
27,Local-gov,189775,12th,Never-married,Other-service,Own-child,Black,Female,0,0,44,United-States,<=50K
36,Private,312206,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
23,Private,86939,HS-grad,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,221757,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
45,Self-emp-not-inc,213140,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,45,United-States,>50K
24,Private,308673,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
90,Private,149069,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,1825,50,United-States,>50K
50,Private,69345,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,44,United-States,>50K
37,Private,112158,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,99,United-States,>50K
31,Private,386299,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Private,61838,11th,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
26,Private,290286,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,38,United-States,<=50K
41,Private,143069,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
50,Self-emp-inc,145714,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
45,Self-emp-not-inc,285570,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,<=50K
54,Self-emp-not-inc,399705,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
54,Private,186224,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,172918,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,198270,HS-grad,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,38,United-States,<=50K
43,Private,307767,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
19,Unknown,208630,HS-grad,Never-married,Unknown,Own-child,White,Female,0,0,30,United-States,<=50K
30,Private,169002,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
31,Unknown,186369,9th,Divorced,Unknown,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Private,99203,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,<=50K
48,Private,197836,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
56,Private,140136,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,35,United-States,>50K
21,Local-gov,402230,Some-college,Never-married,Adm-clerical,Unmarried,White,Male,0,0,36,United-States,<=50K
45,Private,167159,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,116409,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
38,Local-gov,105161,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
34,Private,263908,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,189565,HS-grad,Divorced,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,224059,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
79,Unknown,27457,Masters,Never-married,Unknown,Not-in-family,White,Female,0,0,23,United-States,<=50K
35,Private,240988,Assoc-acdm,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,<=50K
39,Self-emp-not-inc,41017,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
73,Self-emp-not-inc,214498,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,12,United-States,<=50K
57,Private,186361,Assoc-voc,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
35,Self-emp-inc,165799,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
60,Private,266983,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
19,Unknown,165416,Some-college,Never-married,Unknown,Own-child,Black,Female,0,0,40,United-States,<=50K
54,Private,226497,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
53,Self-emp-not-inc,99516,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,177287,Some-college,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K
57,Self-emp-not-inc,27385,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
27,Self-emp-not-inc,147452,10th,Never-married,Sales,Own-child,White,Female,0,0,48,United-States,<=50K
25,Private,144334,HS-grad,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,<=50K
38,Private,217926,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
48,Private,153312,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,>50K
24,Private,126822,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
67,Self-emp-inc,51415,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,171886,HS-grad,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K
38,Private,216319,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K
54,Private,279337,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Self-emp-not-inc,115085,Some-college,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
57,Private,453233,10th,Separated,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
34,Federal-gov,400943,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,<=50K
34,Private,226883,HS-grad,Separated,Craft-repair,Unmarried,White,Male,0,0,49,United-States,<=50K
80,Private,138050,HS-grad,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,16,United-States,<=50K
40,Private,204585,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
19,Local-gov,220558,11th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,35,United-States,<=50K
35,Private,198841,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,<=50K
21,Private,67244,HS-grad,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
59,Local-gov,75785,11th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,85423,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-not-inc,134724,Assoc-voc,Married-civ-spouse,Other-service,Wife,White,Female,3103,0,40,United-States,>50K
59,Private,109567,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
21,Unknown,132053,Some-college,Never-married,Unknown,Own-child,White,Female,0,0,35,United-States,<=50K
52,Private,157413,1st-4th,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K
48,Private,238567,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
24,Private,153133,12th,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
49,Private,186256,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
19,Private,260265,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,<=50K
50,Private,131819,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,141584,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
25,Private,245121,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K
66,Private,22502,7th-8th,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
30,Private,23778,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,4416,0,40,United-States,<=50K
49,Private,380922,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,80,United-States,>50K
40,Self-emp-not-inc,173651,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
38,Private,191137,10th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,217006,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,State-gov,22211,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,37,United-States,>50K
23,Local-gov,57711,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Germany,<=50K
60,Self-emp-not-inc,123190,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,67,United-States,>50K
44,Private,110028,HS-grad,Divorced,Sales,Not-in-family,White,Male,27828,0,60,United-States,>50K
53,Self-emp-not-inc,174102,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,60,United-States,>50K
66,Self-emp-not-inc,183249,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,>50K
18,Unknown,240183,HS-grad,Never-married,Unknown,Own-child,White,Female,0,0,45,United-States,<=50K
44,Local-gov,49665,Assoc-voc,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
38,Private,210438,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
30,Private,53373,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
36,Private,295706,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,3674,0,42,United-States,<=50K
38,Local-gov,273457,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
31,Federal-gov,165949,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
26,Private,142152,11th,Never-married,Transport-moving,Not-in-family,White,Female,0,0,35,United-States,<=50K
23,Private,189203,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
58,State-gov,179089,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
44,Self-emp-not-inc,53956,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137,0,40,United-States,<=50K
59,Self-emp-inc,77816,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K
36,Local-gov,74593,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,196158,Some-college,Divorced,Other-service,Not-in-family,White,Female,8614,0,52,United-States,>50K
17,Private,28544,11th,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
59,Local-gov,662460,10th,Widowed,Prof-specialty,Unmarried,White,Female,0,0,15,United-States,<=50K
22,Private,152328,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
