Year,Day,Month,AverageTemperature,AverageTemperatureUncertainty,Country
2005,1,4,23.868,0.286,Palestina
2005,1,5,24.583,0.233,Palestina
2005,1,6,25.055,0.2,Palestina
2005,1,7,25.124,0.426,Palestina
2005,1,8,25.108,0.195,Palestina
2005,1,9,25.067,0.122,Palestina
2005,1,10,23.758,0.203,Palestina
2005,1,11,22.466,0.129,Palestina
2005,1,12,22.399,0.225,Palestina
2006,1,1,21.64,0.207,Palestina
2006,1,2,22.232,0.247,Palestina
2006,1,3,23.3,0.285,Palestina
2006,1,4,23.938,0.361,Palestina
2006,1,5,24.885,0.394,Palestina
2006,1,6,25.308,0.291,Palestina
2006,1,7,24.835,0.141,Palestina
2006,1,8,25.146,0.315,Palestina
2006,1,9,25.122,0.24,Palestina
2006,1,10,23.522,0.165,Palestina
2006,1,11,22.523,0.263,Palestina
2006,1,12,20.996,0.354,Palestina
2007,1,1,21.414,0.266,Palestina
2007,1,2,22.237,0.167,Palestina
2007,1,3,22.842,0.147,Palestina
2007,1,4,23.506,0.204,Palestina
2007,1,5,25.258,0.231,Palestina
2007,1,6,26.292,0.311,Palestina
2007,1,7,26.008,0.17,Palestina
2007,1,8,26.287,0.199,Palestina
2007,1,9,25.551,0.227,Palestina
2007,1,10,24.768,0.181,Palestina
2007,1,11,23.086,0.252,Palestina
2007,1,12,21.736,0.239,Palestina
2008,1,1,20.744,0.176,Palestina
2008,1,2,21.96,0.3,Palestina
2008,1,3,24.002,0.259,Palestina
2008,1,4,24.52,0.148,Palestina
2008,1,5,24.089,0.202,Palestina
2008,1,6,25.609,0.267,Palestina
2008,1,7,26.231,0.147,Palestina
2008,1,8,26.477,0.307,Palestina
2008,1,9,25.886,0.286,Palestina
2008,1,10,24.388,0.146,Palestina
2008,1,11,23.588,0.113,Palestina
2008,1,12,22.436,0.155,Palestina
2009,1,1,21.849,0.332,Palestina
2009,1,2,22.322,0.406,Palestina
2009,1,3,22.93,0.288,Palestina
2009,1,4,23.893,0.27,Palestina
2009,1,5,24.338,0.242,Palestina
2009,1,6,25.813,0.345,Palestina
2009,1,7,25.969,0.277,Palestina
2009,1,8,25.521,0.198,Palestina
2009,1,9,24.828,0.407,Palestina
2009,1,10,24.522,0.176,Palestina
2009,1,11,22.598,0.283,Palestina
2009,1,12,22.131,0.312,Palestina
2010,1,1,22.513,0.209,Palestina
2010,1,2,22.979,0.285,Palestina
2010,1,3,23.908,0.473,Palestina
2010,1,4,24.334,0.125,Palestina
2010,1,5,25.294,0.141,Palestina
2010,1,6,26.363,0.19,Palestina
2010,1,7,26.025,0.249,Palestina
2010,1,8,27.039,0.315,Palestina
2010,1,9,26.767,0.23,Palestina
2010,1,10,25.373,0.181,Palestina
2010,1,11,24.324,0.266,Palestina
2010,1,12,22.513,0.204,Palestina
2011,1,1,22.159,0.324,Palestina
2011,1,2,22.331,0.223,Palestina
2011,1,3,22.95,0.194,Palestina
2011,1,4,23.718,0.25,Palestina
2011,1,5,24.808,0.226,Palestina
2011,1,6,25.589,0.316,Palestina
2011,1,7,26.172,0.221,Palestina
2011,1,8,25.78,0.186,Palestina
2011,1,9,25.308,0.192,Palestina
2011,1,10,24.138,0.194,Palestina
2011,1,11,21.874,0.202,Palestina
2011,1,12,21.7,0.248,Palestina
2012,1,1,20.927,0.321,Palestina
2012,1,2,21.509,0.246,Palestina
2012,1,3,22.632,0.169,Palestina
2012,1,4,24.042,0.342,Palestina
2012,1,5,24.814,0.178,Palestina
2012,1,6,25.824,0.264,Palestina
2012,1,7,26.261,0.483,Palestina
2012,1,8,25.811,0.575,Palestina
2012,1,9,25.257,0.382,Palestina
2012,1,10,24.698,0.354,Palestina
2012,1,11,23.034,0.398,Palestina
2012,1,12,21.994,0.43,Palestina
2013,1,1,21.693,0.671,Palestina
2013,1,2,22.398,0.541,Palestina
2013,1,3,23.266,0.617,Palestina
2013,1,4,24.144,0.569,Palestina
2013,1,5,24.796,0.452,Palestina
2013,1,6,25.362,0.594,Palestina
2013,1,7,25.617,0.477,Palestina
2013,1,8,25.461,0.489,Palestina
1995,1,1,27.324,0.543,Palmyra Atoll
1995,1,2,27.702,0.466,Palmyra Atoll
1995,1,3,28.136,0.496,Palmyra Atoll
1995,1,4,28.129,0.523,Palmyra Atoll
1995,1,5,27.887,0.503,Palmyra Atoll
1995,1,6,27.912,0.488,Palmyra Atoll
1995,1,7,28.338,0.529,Palmyra Atoll
1995,1,8,28.344,0.512,Palmyra Atoll
1995,1,9,28.233,0.518,Palmyra Atoll
1995,1,10,27.836,0.553,Palmyra Atoll
1995,1,11,27.675,0.489,Palmyra Atoll
1995,1,12,27.581,0.584,Palmyra Atoll
1996,1,1,27.515,0.468,Palmyra Atoll
1996,1,2,27.593,0.76,Palmyra Atoll
1996,1,3,27.496,0.648,Palmyra Atoll
1996,1,4,27.736,0.513,Palmyra Atoll
1996,1,5,28.386,0.579,Palmyra Atoll
1996,1,6,27.926,0.462,Palmyra Atoll
1996,1,7,28.155,0.626,Palmyra Atoll
1996,1,8,28.528,0.648,Palmyra Atoll
1996,1,9,27.866,0.66,Palmyra Atoll
1996,1,10,27.67,0.552,Palmyra Atoll
1996,1,11,27.9,0.543,Palmyra Atoll
1996,1,12,27.31,0.519,Palmyra Atoll
1997,1,1,27.388,0.585,Palmyra Atoll
1997,1,2,27.507,0.626,Palmyra Atoll
1997,1,3,27.703,0.704,Palmyra Atoll
1997,1,4,27.872,0.591,Palmyra Atoll
1997,1,5,28.196,0.666,Palmyra Atoll
1997,1,6,28.081,0.525,Palmyra Atoll
1997,1,7,28.134,0.579,Palmyra Atoll
1997,1,8,28.696,0.637,Palmyra Atoll
1997,1,9,28.613,0.534,Palmyra Atoll
1997,1,10,28.032,0.606,Palmyra Atoll
1997,1,11,27.752,0.52,Palmyra Atoll
1997,1,12,27.247,0.523,Palmyra Atoll
1998,1,1,27.301,0.519,Palmyra Atoll
1998,1,2,27.885,0.809,Palmyra Atoll
1998,1,3,27.895,0.693,Palmyra Atoll
1998,1,4,27.846,0.643,Palmyra Atoll
1998,1,5,27.87,0.607,Palmyra Atoll
1998,1,6,28.07,0.617,Palmyra Atoll
1998,1,7,28.154,0.609,Palmyra Atoll
1998,1,8,28.673,0.591,Palmyra Atoll
1998,1,9,28.136,0.603,Palmyra Atoll
1998,1,10,27.606,0.569,Palmyra Atoll
1998,1,11,27.187,0.582,Palmyra Atoll
1998,1,12,27.057,0.575,Palmyra Atoll
1999,1,1,27.165,0.555,Palmyra Atoll
1999,1,2,27.645,0.586,Palmyra Atoll
1999,1,3,26.951,0.617,Palmyra Atoll
1999,1,4,27.246,0.585,Palmyra Atoll
1999,1,5,27.351,0.595,Palmyra Atoll
1999,1,6,27.492,0.653,Palmyra Atoll
1999,1,7,27.571,0.542,Palmyra Atoll
1999,1,8,27.845,0.57,Palmyra Atoll
1999,1,9,27.61,0.59,Palmyra Atoll
1999,1,10,27.321,0.514,Palmyra Atoll
1999,1,11,27.049,0.609,Palmyra Atoll
1999,1,12,26.897,0.641,Palmyra Atoll
2000,1,1,26.705,0.692,Palmyra Atoll
2000,1,2,27.174,0.634,Palmyra Atoll
2000,1,3,27.09,0.66,Palmyra Atoll
2000,1,4,27.356,0.693,Palmyra Atoll
2000,1,5,27.551,0.554,Palmyra Atoll
2000,1,6,27.613,0.612,Palmyra Atoll
2000,1,7,28.129,0.523,Palmyra Atoll
2000,1,8,28.296,0.554,Palmyra Atoll
2000,1,9,27.606,0.721,Palmyra Atoll
2000,1,10,27.366,0.698,Palmyra Atoll
2000,1,11,27.639,0.503,Palmyra Atoll
2000,1,12,27.304,0.698,Palmyra Atoll
2001,1,1,27.367,0.63,Palmyra Atoll
2001,1,2,27.291,0.769,Palmyra Atoll
2001,1,3,27.634,0.789,Palmyra Atoll
2001,1,4,27.825,0.612,Palmyra Atoll
2001,1,5,28.008,0.568,Palmyra Atoll
2001,1,6,27.821,0.658,Palmyra Atoll
2001,1,7,28.303,0.564,Palmyra Atoll
2001,1,8,28.395,0.51,Palmyra Atoll
2001,1,9,28.113,0.608,Palmyra Atoll
2001,1,10,27.857,0.563,Palmyra Atoll
2001,1,11,28.129,0.504,Palmyra Atoll
2001,1,12,27.549,0.617,Palmyra Atoll
2002,1,1,27.451,0.694,Palmyra Atoll
2002,1,2,27.634,0.491,Palmyra Atoll
2002,1,3,27.94,0.596,Palmyra Atoll
2002,1,4,28.134,0.633,Palmyra Atoll
2002,1,5,28.286,0.487,Palmyra Atoll
2002,1,6,28.073,0.515,Palmyra Atoll
2002,1,7,28.45,0.501,Palmyra Atoll
2002,1,8,28.719,0.536,Palmyra Atoll
2002,1,9,28.158,0.563,Palmyra Atoll
2002,1,10,28.099,0.535,Palmyra Atoll
2002,1,11,28.14,0.627,Palmyra Atoll
2002,1,12,27.383,0.54,Palmyra Atoll
2003,1,1,27.781,0.557,Palmyra Atoll
2003,1,2,27.569,0.738,Palmyra Atoll
2003,1,3,28.063,0.7,Palmyra Atoll
2003,1,4,28.173,0.66,Palmyra Atoll
2003,1,5,28.07,0.86,Palmyra Atoll
2003,1,6,28.134,0.636,Palmyra Atoll
2003,1,7,28.541,0.68,Palmyra Atoll
2003,1,8,28.487,0.589,Palmyra Atoll
2003,1,9,28.38,0.593,Palmyra Atoll
2003,1,10,28.556,0.646,Palmyra Atoll
2003,1,11,28.112,0.869,Palmyra Atoll
2003,1,12,28.125,0.562,Palmyra Atoll
2004,1,1,27.418,0.72,Palmyra Atoll
2004,1,2,28.095,0.642,Palmyra Atoll
2004,1,3,28.054,0.584,Palmyra Atoll
2004,1,4,27.871,0.803,Palmyra Atoll
2004,1,5,27.948,0.655,Palmyra Atoll
2004,1,6,27.939,0.613,Palmyra Atoll
2004,1,7,27.687,0.572,Palmyra Atoll
2004,1,8,28.4,0.564,Palmyra Atoll
2004,1,9,28.293,0.607,Palmyra Atoll
2004,1,10,28.504,0.832,Palmyra Atoll
2004,1,11,28.683,0.512,Palmyra Atoll
2004,1,12,27.89,0.784,Palmyra Atoll
2005,1,1,28.023,0.629,Palmyra Atoll
2005,1,2,27.702,0.54,Palmyra Atoll
2005,1,3,28.093,0.58,Palmyra Atoll
2005,1,4,28.572,0.614,Palmyra Atoll
2005,1,5,28.531,0.591,Palmyra Atoll
2005,1,6,28.62,0.56,Palmyra Atoll
2005,1,7,28.46,0.515,Palmyra Atoll
2005,1,8,28.314,0.647,Palmyra Atoll
2005,1,9,28.392,0.685,Palmyra Atoll
2005,1,10,28.019,0.516,Palmyra Atoll
2005,1,11,27.955,0.829,Palmyra Atoll
2005,1,12,27.665,0.805,Palmyra Atoll
2006,1,1,27.129,0.659,Palmyra Atoll
2006,1,2,27.132,0.741,Palmyra Atoll
2006,1,3,27.624,0.597,Palmyra Atoll
2006,1,4,27.753,0.571,Palmyra Atoll
2006,1,5,27.888,0.66,Palmyra Atoll
2006,1,6,28.312,0.687,Palmyra Atoll
2006,1,7,28.415,0.503,Palmyra Atoll
2006,1,8,28.667,0.538,Palmyra Atoll
2006,1,9,28.639,0.677,Palmyra Atoll
2006,1,10,28.523,0.537,Palmyra Atoll
2006,1,11,28.671,0.942,Palmyra Atoll
2006,1,12,28.554,1.011,Palmyra Atoll
2007,1,1,28.039,0.849,Palmyra Atoll
2007,1,2,27.701,0.499,Palmyra Atoll
2007,1,3,28.178,0.492,Palmyra Atoll
2007,1,4,28.323,0.514,Palmyra Atoll
2007,1,5,28.02,0.475,Palmyra Atoll
2007,1,6,28.204,0.563,Palmyra Atoll
2007,1,7,27.904,0.49,Palmyra Atoll
2007,1,8,28.258,0.488,Palmyra Atoll
2007,1,9,27.578,1.041,Palmyra Atoll
2007,1,10,27.131,1.336,Palmyra Atoll
2007,1,11,27.359,1.109,Palmyra Atoll
2007,1,12,27.269,0.784,Palmyra Atoll
2008,1,1,26.607,0.812,Palmyra Atoll
2008,1,2,26.866,0.629,Palmyra Atoll
2008,1,3,27.596,0.802,Palmyra Atoll
2008,1,4,27.548,0.5,Palmyra Atoll
2008,1,5,27.835,0.466,Palmyra Atoll
2008,1,6,27.738,0.478,Palmyra Atoll
2008,1,7,28.235,0.439,Palmyra Atoll
2008,1,8,27.776,0.489,Palmyra Atoll
2008,1,9,27.685,0.573,Palmyra Atoll
2008,1,10,27.661,0.672,Palmyra Atoll
2008,1,11,27.722,0.589,Palmyra Atoll
2008,1,12,27.184,0.589,Palmyra Atoll
2009,1,1,27.115,0.701,Palmyra Atoll
2009,1,2,27.204,0.529,Palmyra Atoll
2009,1,3,27.531,0.714,Palmyra Atoll
2009,1,4,28.22,1.1,Palmyra Atoll
2009,1,5,28.122,0.812,Palmyra Atoll
2009,1,6,28.095,0.647,Palmyra Atoll
2009,1,7,28.543,0.773,Palmyra Atoll
2009,1,8,28.581,0.733,Palmyra Atoll
2009,1,9,28.379,0.603,Palmyra Atoll
2009,1,10,28.311,0.6,Palmyra Atoll
2009,1,11,28.346,0.645,Palmyra Atoll
2009,1,12,27.813,0.636,Palmyra Atoll
2010,1,1,27.93,0.631,Palmyra Atoll
2010,1,2,27.609,0.732,Palmyra Atoll
2010,1,3,28.056,0.592,Palmyra Atoll
2010,1,4,28.053,0.613,Palmyra Atoll
2010,1,5,28.014,0.625,Palmyra Atoll
2010,1,6,28.031,0.611,Palmyra Atoll
2010,1,7,27.954,0.694,Palmyra Atoll
2010,1,8,28.096,0.599,Palmyra Atoll
2010,1,9,27.637,0.576,Palmyra Atoll
2010,1,10,27.816,0.543,Palmyra Atoll
2010,1,11,27.953,0.562,Palmyra Atoll
2010,1,12,27.405,0.597,Palmyra Atoll
2011,1,1,27.037,0.735,Palmyra Atoll
2011,1,2,27.574,0.673,Palmyra Atoll
2011,1,3,27.857,0.557,Palmyra Atoll
2011,1,4,27.932,0.605,Palmyra Atoll
2011,1,5,27.908,0.576,Palmyra Atoll
2011,1,6,27.988,0.646,Palmyra Atoll
2011,1,7,28.089,0.665,Palmyra Atoll
2011,1,8,28.304,0.584,Palmyra Atoll
2011,1,9,27.836,0.668,Palmyra Atoll
2011,1,10,27.485,0.56,Palmyra Atoll
2011,1,11,27.319,0.642,Palmyra Atoll
2011,1,12,27.14,0.643,Palmyra Atoll
2012,1,1,26.975,0.685,Palmyra Atoll
2012,1,2,27.186,0.651,Palmyra Atoll
2012,1,3,27.309,0.622,Palmyra Atoll
2012,1,4,27.753,0.636,Palmyra Atoll
2012,1,5,27.905,0.657,Palmyra Atoll
2012,1,6,27.905,0.633,Palmyra Atoll
2012,1,7,27.84,0.624,Palmyra Atoll
2012,1,8,28.247,0.659,Palmyra Atoll
2012,1,9,28.036,0.645,Palmyra Atoll
2012,1,10,28.054,0.652,Palmyra Atoll
2012,1,11,28.005,0.642,Palmyra Atoll
2012,1,12,27.414,0.655,Palmyra Atoll
2013,1,1,27.395,0.627,Palmyra Atoll
2013,1,2,27.43,0.628,Palmyra Atoll
2013,1,3,27.668,0.63,Palmyra Atoll
2013,1,4,27.665,0.64,Palmyra Atoll
2013,1,5,28.021,0.629,Palmyra Atoll
2013,1,6,28.183,0.634,Palmyra Atoll
2013,1,7,28.2,0.675,Palmyra Atoll
2013,1,8,28.477,0.649,Palmyra Atoll
1995,1,1,27.485,0.303,Panama
1995,1,2,27.409,0.384,Panama
1995,1,3,27.647,0.303,Panama
1995,1,4,27.606,0.424,Panama
1995,1,5,27.315,0.267,Panama
1995,1,6,27.083,0.334,Panama
1995,1,7,26.651,0.248,Panama
1995,1,8,26.651,0.277,Panama
1995,1,9,26.923,0.252,Panama
1995,1,10,26.204,0.153,Panama
1995,1,11,26.279,0.344,Panama
1995,1,12,26.244,0.181,Panama
1996,1,1,26.217,0.453,Panama
1996,1,2,26.785,0.566,Panama
1996,1,3,27.295,0.355,Panama
1996,1,4,27.485,0.664,Panama
1996,1,5,27.071,0.535,Panama
1996,1,6,27.028,0.449,Panama
1996,1,7,26.796,0.442,Panama
1996,1,8,26.565,0.143,Panama
1996,1,9,26.625,0.193,Panama
1996,1,10,26.012,0.152,Panama
1996,1,11,25.996,0.183,Panama
1996,1,12,26.145,0.332,Panama
1997,1,1,26.247,0.232,Panama
1997,1,2,27.17,0.458,Panama
1997,1,3,27.596,0.504,Panama
1997,1,4,27.823,0.327,Panama
1997,1,5,28.126,0.197,Panama
1997,1,6,27.448,0.425,Panama
1997,1,7,27.967,0.257,Panama
1997,1,8,28.052,0.218,Panama
1997,1,9,27.296,0.504,Panama
1997,1,10,26.943,0.468,Panama
1997,1,11,26.72,0.418,Panama
1997,1,12,27.567,0.493,Panama
1998,1,1,27.905,0.419,Panama
1998,1,2,28.547,0.301,Panama
1998,1,3,29.052,0.442,Panama
1998,1,4,28.943,0.63,Panama
1998,1,5,28.705,0.459,Panama
1998,1,6,27.86,0.277,Panama
1998,1,7,26.916,0.434,Panama
1998,1,8,27.01,0.234,Panama
1998,1,9,27.065,0.402,Panama
1998,1,10,26.346,0.267,Panama
1998,1,11,26.346,0.156,Panama
1998,1,12,25.874,0.277,Panama
1999,1,1,26.417,0.212,Panama
1999,1,2,26.418,0.207,Panama
1999,1,3,27.257,0.182,Panama
1999,1,4,27.282,0.173,Panama
1999,1,5,27.033,0.262,Panama
1999,1,6,26.527,0.286,Panama
1999,1,7,26.758,0.251,Panama
1999,1,8,26.464,0.279,Panama
1999,1,9,26.072,0.26,Panama
1999,1,10,25.718,0.344,Panama
1999,1,11,25.65,0.347,Panama
1999,1,12,25.507,0.286,Panama
2000,1,1,26.139,0.204,Panama
2000,1,2,26.742,0.202,Panama
2000,1,3,27.196,0.292,Panama
2000,1,4,27.728,0.289,Panama
2000,1,5,27.099,0.204,Panama
2000,1,6,26.839,0.272,Panama
2000,1,7,26.624,0.301,Panama
2000,1,8,26.916,0.273,Panama
2000,1,9,26.287,0.276,Panama
2000,1,10,26.387,0.307,Panama
2000,1,11,26.309,0.283,Panama
2000,1,12,26.276,0.329,Panama
2001,1,1,26.357,0.353,Panama
2001,1,2,27.02,0.601,Panama
2001,1,3,27.368,0.485,Panama
2001,1,4,27.823,0.276,Panama
2001,1,5,27.336,0.658,Panama
2001,1,6,26.679,0.49,Panama
2001,1,7,26.28,0.496,Panama
2001,1,8,27.225,0.297,Panama
2001,1,9,26.069,0.415,Panama
2001,1,10,26.101,0.312,Panama
2001,1,11,25.777,0.334,Panama
2001,1,12,25.955,0.339,Panama
2002,1,1,26.907,0.478,Panama
2002,1,2,27.584,0.543,Panama
2002,1,3,28.258,0.472,Panama
2002,1,4,27.816,0.246,Panama
2002,1,5,28.021,0.303,Panama
2002,1,6,27.08,0.234,Panama
2002,1,7,27.006,0.424,Panama
2002,1,8,26.996,0.183,Panama
2002,1,9,26.743,0.217,Panama
2002,1,10,26.181,0.375,Panama
2002,1,11,26.569,0.182,Panama
2002,1,12,27.323,0.375,Panama
2003,1,1,27.86,0.434,Panama
2003,1,2,28.155,0.455,Panama
2003,1,3,28.147,0.241,Panama
2003,1,4,28.199,0.37,Panama
2003,1,5,27.354,0.284,Panama
2003,1,6,26.954,0.444,Panama
2003,1,7,27.164,0.362,Panama
2003,1,8,27.326,0.444,Panama
2003,1,9,26.937,0.351,Panama
2003,1,10,26.173,0.344,Panama
2003,1,11,26.361,0.313,Panama
2003,1,12,26.351,0.208,Panama
2004,1,1,26.998,0.24,Panama
2004,1,2,27.817,0.329,Panama
2004,1,3,28.062,0.414,Panama
2004,1,4,27.778,0.483,Panama
2004,1,5,27.556,0.529,Panama
2004,1,6,27.467,0.451,Panama
2004,1,7,26.814,0.244,Panama
2004,1,8,26.928,0.234,Panama
2004,1,9,26.681,0.175,Panama
2004,1,10,26.441,0.353,Panama
2004,1,11,26.322,0.201,Panama
2004,1,12,26.407,0.234,Panama
2005,1,1,27.234,0.566,Panama
2005,1,2,27.478,0.767,Panama
2005,1,3,27.842,0.283,Panama
2005,1,4,28.081,0.389,Panama
2005,1,5,27.551,0.326,Panama
2005,1,6,27.218,0.26,Panama
2005,1,7,27.35,0.252,Panama
2005,1,8,27.107,0.327,Panama
2005,1,9,26.874,0.323,Panama
2005,1,10,25.989,0.625,Panama
2005,1,11,26.06,0.143,Panama
2005,1,12,26.236,0.181,Panama
2006,1,1,26.701,0.271,Panama
2006,1,2,27.273,0.444,Panama
2006,1,3,27.652,0.528,Panama
2006,1,4,27.581,0.428,Panama
2006,1,5,27.391,0.315,Panama
2006,1,6,27.251,0.279,Panama
2006,1,7,27.248,0.378,Panama
2006,1,8,27.426,0.305,Panama
2006,1,9,27.133,0.278,Panama
2006,1,10,26.693,0.241,Panama
2006,1,11,26.266,0.28,Panama
2006,1,12,26.966,0.179,Panama
2007,1,1,27.502,0.435,Panama
2007,1,2,27.897,0.297,Panama
2007,1,3,28.164,0.337,Panama
2007,1,4,27.785,0.222,Panama
2007,1,5,27.211,0.322,Panama
2007,1,6,27.256,0.52,Panama
2007,1,7,27.16,0.525,Panama
2007,1,8,26.745,0.385,Panama
2007,1,9,26.787,0.437,Panama
2007,1,10,26.063,0.417,Panama
2007,1,11,26.096,0.235,Panama
2007,1,12,26.047,0.397,Panama
2008,1,1,26.598,0.441,Panama
2008,1,2,26.745,0.284,Panama
2008,1,3,27.431,0.384,Panama
2008,1,4,27.727,0.224,Panama
2008,1,5,27.133,0.358,Panama
2008,1,6,26.983,0.408,Panama
2008,1,7,26.595,0.335,Panama
2008,1,8,26.688,0.356,Panama
2008,1,9,26.981,0.294,Panama
2008,1,10,26.386,0.279,Panama
2008,1,11,25.812,0.188,Panama
2008,1,12,26.529,0.254,Panama
2009,1,1,26.73,0.187,Panama
2009,1,2,27.112,0.288,Panama
2009,1,3,27.589,0.401,Panama
2009,1,4,28.212,0.324,Panama
2009,1,5,27.546,0.168,Panama
2009,1,6,27.446,0.465,Panama
2009,1,7,27.484,0.519,Panama
2009,1,8,27.2,0.273,Panama
2009,1,9,27.661,0.296,Panama
2009,1,10,26.588,0.353,Panama
2009,1,11,26.47,0.284,Panama
2009,1,12,27.199,0.265,Panama
2010,1,1,27.411,0.39,Panama
2010,1,2,28.093,0.184,Panama
2010,1,3,28.521,0.316,Panama
2010,1,4,28.214,0.211,Panama
2010,1,5,28.158,0.427,Panama
2010,1,6,27.206,0.314,Panama
2010,1,7,26.675,0.406,Panama
2010,1,8,26.946,0.623,Panama
2010,1,9,26.407,0.492,Panama
2010,1,10,26.134,0.666,Panama
2010,1,11,25.447,0.34,Panama
2010,1,12,25.138,0.491,Panama
2011,1,1,26.394,0.442,Panama
2011,1,2,26.995,0.388,Panama
2011,1,3,27.237,0.493,Panama
2011,1,4,27.196,0.308,Panama
2011,1,5,27.521,0.191,Panama
2011,1,6,27.187,0.284,Panama
2011,1,7,26.79,0.283,Panama
2011,1,8,27.05,0.255,Panama
2011,1,9,26.756,0.207,Panama
2011,1,10,25.744,0.178,Panama
2011,1,11,25.845,0.459,Panama
2011,1,12,25.796,0.487,Panama
2012,1,1,26.679,0.459,Panama
2012,1,2,27.249,0.601,Panama
2012,1,3,27.904,0.893,Panama
2012,1,4,27.396,0.459,Panama
2012,1,5,27.621,0.457,Panama
2012,1,6,27.644,0.302,Panama
2012,1,7,27.349,0.451,Panama
2012,1,8,27.452,0.89,Panama
2012,1,9,27.069,0.531,Panama
2012,1,10,25.752,0.436,Panama
2012,1,11,26.304,0.457,Panama
2012,1,12,26.571,0.342,Panama
2013,1,1,26.902,0.546,Panama
2013,1,2,26.551,0.294,Panama
2013,1,3,27.474,0.701,Panama
2013,1,4,27.671,0.287,Panama
2013,1,5,27.313,0.205,Panama
2013,1,6,27.271,0.378,Panama
2013,1,7,27.443,0.466,Panama
2013,1,8,27.115,0.76,Panama
1995,1,1,25.475,0.247,Papua New Guinea
1995,1,2,25.288,0.267,Papua New Guinea
1995,1,3,25.186,0.31,Papua New Guinea
1995,1,4,24.89,0.187,Papua New Guinea
1995,1,5,25.096,0.168,Papua New Guinea
1995,1,6,24.61,0.316,Papua New Guinea
1995,1,7,24.155,0.45,Papua New Guinea
1995,1,8,24.318,0.31,Papua New Guinea
1995,1,9,24.86,0.331,Papua New Guinea
1995,1,10,25.143,0.147,Papua New Guinea
1995,1,11,25.516,0.457,Papua New Guinea
1995,1,12,25.271,0.189,Papua New Guinea
1996,1,1,25.425,0.244,Papua New Guinea
1996,1,2,25.198,0.175,Papua New Guinea
1996,1,3,25.514,0.206,Papua New Guinea
1996,1,4,25.225,0.185,Papua New Guinea
1996,1,5,24.868,0.175,Papua New Guinea
1996,1,6,24.814,0.258,Papua New Guinea
1996,1,7,24.246,0.29,Papua New Guinea
1996,1,8,24.533,0.315,Papua New Guinea
1996,1,9,24.904,0.25,Papua New Guinea
1996,1,10,25.036,0.112,Papua New Guinea
1996,1,11,25.378,0.305,Papua New Guinea
1996,1,12,25.367,0.165,Papua New Guinea
1997,1,1,24.873,0.202,Papua New Guinea
1997,1,2,25.035,0.296,Papua New Guinea
1997,1,3,25.656,0.485,Papua New Guinea
1997,1,4,24.745,0.198,Papua New Guinea
1997,1,5,24.635,0.396,Papua New Guinea
1997,1,6,24.32,0.37,Papua New Guinea
1997,1,7,23.963,0.324,Papua New Guinea
1997,1,8,23.865,0.486,Papua New Guinea
1997,1,9,24.473,0.472,Papua New Guinea
1997,1,10,24.699,0.322,Papua New Guinea
1997,1,11,25.257,0.245,Papua New Guinea
1997,1,12,25.689,0.444,Papua New Guinea
1998,1,1,25.713,0.679,Papua New Guinea
1998,1,2,25.659,0.312,Papua New Guinea
1998,1,3,25.748,0.333,Papua New Guinea
1998,1,4,25.63,0.24,Papua New Guinea
1998,1,5,25.578,0.252,Papua New Guinea
1998,1,6,25.078,0.419,Papua New Guinea
1998,1,7,24.897,0.271,Papua New Guinea
1998,1,8,24.896,0.336,Papua New Guinea
1998,1,9,25.445,0.27,Papua New Guinea
1998,1,10,25.614,0.234,Papua New Guinea
1998,1,11,25.603,0.199,Papua New Guinea
1998,1,12,25.176,0.286,Papua New Guinea
1999,1,1,25.694,0.184,Papua New Guinea
1999,1,2,25.336,0.266,Papua New Guinea
1999,1,3,25.377,0.241,Papua New Guinea
1999,1,4,25.301,0.265,Papua New Guinea
1999,1,5,24.939,0.22,Papua New Guinea
1999,1,6,24.356,0.216,Papua New Guinea
1999,1,7,23.939,0.258,Papua New Guinea
1999,1,8,23.762,0.258,Papua New Guinea
1999,1,9,24.499,0.183,Papua New Guinea
1999,1,10,25.211,0.282,Papua New Guinea
1999,1,11,25.349,0.178,Papua New Guinea
1999,1,12,25.275,0.19,Papua New Guinea
2000,1,1,25.345,0.272,Papua New Guinea
2000,1,2,25.651,0.296,Papua New Guinea
2000,1,3,25.283,0.299,Papua New Guinea
2000,1,4,25.253,0.155,Papua New Guinea
2000,1,5,24.797,0.191,Papua New Guinea
2000,1,6,24.313,0.275,Papua New Guinea
2000,1,7,23.635,0.239,Papua New Guinea
2000,1,8,24.048,0.241,Papua New Guinea
2000,1,9,24.843,0.174,Papua New Guinea
2000,1,10,25.072,0.325,Papua New Guinea
2000,1,11,25.673,0.335,Papua New Guinea
2000,1,12,25.391,0.419,Papua New Guinea
2001,1,1,25.439,0.379,Papua New Guinea
2001,1,2,25.234,0.354,Papua New Guinea
2001,1,3,25.442,0.277,Papua New Guinea
2001,1,4,25.194,0.336,Papua New Guinea
2001,1,5,24.8,0.238,Papua New Guinea
2001,1,6,24.604,0.25,Papua New Guinea
2001,1,7,24.039,0.436,Papua New Guinea
2001,1,8,24.205,0.2,Papua New Guinea
2001,1,9,25.219,0.288,Papua New Guinea
2001,1,10,25.486,0.25,Papua New Guinea
2001,1,11,25.678,0.192,Papua New Guinea
2001,1,12,25.316,0.558,Papua New Guinea
2002,1,1,25.786,0.407,Papua New Guinea
2002,1,2,25.666,0.368,Papua New Guinea
2002,1,3,25.313,0.237,Papua New Guinea
