valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.115,1991,0.579,['Slowdive'],0.243,265667,0.685,0,0QwLXiZIF9wFkEGW9INVOe,0.857,9,0.0902,-11.848,1,Erik's Song,32,1991,0.0451,61.545
0.231,1991,1.96E-05,['Sepultura'],0.303,394400,0.92,0,17Qrg32WidadZLdd60jNSW,0.378,11,0.421,-6.472,1,Altered State,36,3/20/91,0.109,91.83
0.836,1991,0.739,['Mecano'],0.774,285787,0.819,0,2PsERZ55XTvxlElRg9riJV,0,10,0.0652,-8.809,0,Una Rosa Es una Rosa,25,1991,0.0471,115.974
0.65,1991,0.921,['Lucha Villa'],0.536,135825,0.307,0,4f0doII4am2FlE2E2sG6TQ,0,4,0.12,-5.699,1,Amémonos,37,12/19/91,0.0357,82.947
0.494,1991,0.0273,['Big Head Todd and The Monsters'],0.652,361440,0.471,0,1hfaf9S8XC5RlbKO1xyFRc,0.504,11,0.116,-10.216,1,Midnight Radio,25,1991,0.0267,104.422
0.185,1991,0.0472,['Slowdive'],0.115,323413,0.604,0,2oHgRdgkRKFovEzwKcPpoi,0.948,9,0.115,-8.974,1,Shine,33,1991,0.0444,151.544
0.477,1991,0.511,['Alejandro Sanz'],0.512,241587,0.5,0,1prkfyiRS1eQWdJnfNujH2,0,1,0.108,-7.322,1,Toca para mí - Demo,44,9/26/91,0.0389,141.894
0.677,1991,0.662,['Latin Breed'],0.647,180333,0.547,0,25SI4Pt57TRa2SfcnzGz40,1.28E-05,5,0.283,-7.228,1,Que Chulos Ojos,26,1/1/91,0.0265,105.532
0.684,1991,0.00475,['U2'],0.762,271787,0.681,0,3MITIlk0E1QtqjjDCJYSQz,0.638,7,0.107,-10.318,1,Salomé,36,11/18/91,0.0392,128.969
0.327,1992,0.0576,"['Vanessa Bell Armstrong, Patti Austin, Bernie K., Daryl Coley, Commissioned, Andrae Crouch, Sandra Crouch, Clifton Davis,']",0.3,353733,0.858,0,7nuW6IlOP5kxsv4C2vrOOf,0,0,0.125,-11.92,1,Hallelujah,31,9/29/92,0.0697,90.388
0.672,1992,0.0672,['Ice Cube'],0.857,246600,0.858,1,0iRZDAv0RbCqeXUMXaMjcp,0,11,0.138,-4.932,0,Don't Trust 'Em,34,11/17/92,0.283,110.711
0.322,1992,0.348,['Alejandro Lerner'],0.633,234893,0.437,0,1MH7CE7NBhn3kdmFEfeBhn,0,3,0.12,-10.175,1,Secretos,53,7/15/92,0.0261,120.075
0.752,1992,0.494,['Gang Starr'],0.851,185945,0.497,1,1YvfwfLjfKNrO5Iz8obuqD,0,1,0.152,-12.585,0,B.Y.S.,36,5/5/92,0.313,94.539
0.802,1992,0.00274,['Phish'],0.463,276067,0.898,0,2mQYDxrvIx8HW1kmDwXS7Z,0.00229,2,0.139,-8.535,1,Chalkdust Torture,29,1992,0.062,88.964
0.486,1992,0.902,"['Richard Rodgers', 'Julie Andrews', 'John Mauceri', 'Hollywood Bowl Orchestra']",0.391,284507,0.147,0,3W7MW0GUAR4DNxeW8hCF72,0,0,0.361,-20.21,0,Getting To Know You,29,1/1/92,0.0394,126.801
0.104,1992,0.992,"['Frédéric Chopin', 'Elisabeth Leonskaja']",0.343,310240,0.00822,0,5tx6c2YLbXJsldPeb1BQR8,0.901,5,0.0613,-26.533,1,"Chopin: Nocturne No. 4 in F Major, Op. 15 No. 1",38,1992,0.0371,133.774
0.701,1992,0.361,['Mad Cobra'],0.722,242867,0.652,0,6o3dtkfQNttTn8heZgYh3j,0,1,0.323,-8.197,1,Flex,33,1992,0.0372,154.027
0.287,1992,0.000297,['Moby'],0.521,292160,0.625,0,07YsT6HLlYZU39JtcyRa5t,0.202,8,0.19,-10.073,1,Everything,40,7/27/92,0.0304,128.949
0.655,1992,0.00575,"['Dr. Dre', 'Snoop Dogg']",0.801,238467,0.699,0,0yVqOHB6XEvD7w5ijnjczz,0,11,0.146,-8.18,0,"Nuthin' But A ""G"" Thang",32,12/15/92,0.279,94.605
0.293,1992,0.482,['Vicente Fernández'],0.518,288027,0.362,0,1qm1HKpmDOE56mf9HISXrW,1.38E-05,9,0.152,-10.046,1,Amor de Mi Alma,35,1992,0.0337,87.181
0.862,1992,0.543,['Los Felinos'],0.498,176913,0.694,0,4C9J0bdr5hMpesfpwAicHO,0,1,0.049,-9.736,0,El Ilegal,32,10/30/92,0.206,196.564
0.59,1992,0.266,['Rage Against The Machine'],0.599,246240,0.938,1,4bBiPqQaVQUSFtFylYxbi2,0,7,0.211,-4.182,1,Autologic - Demo,36,1992,0.209,88.895
0.658,1992,0.799,['SWV'],0.498,80707,0.107,0,0K62Ad5H8L8vRtoMiYsWSi,0,7,0.16,-14.173,0,Weak (A Cappella),30,10/27/92,0.121,127.148
0.753,1992,0.0324,['Morrissey'],0.523,177840,0.87,0,39XKicViJpOqO0jFWFZ1HP,1.57E-06,7,0.0744,-5.646,1,"You're the One for Me, Fatty - 2014 Remaster",29,1992,0.0452,139.385
0.33,1992,0.0142,['U96'],0.639,314000,0.883,0,5A3IdgGphzKS2etiGFB73S,0.0791,10,0.251,-7.693,0,Das Boot,55,1992,0.0655,122.723
0.21,1992,0.262,['Queen'],0.186,78440,0.973,0,75EIcUGlTsUnAQkxeDhdVG,9.88E-06,7,0.632,-3.358,1,Seven Seas Of Rhye - Live at Wembley '86,29,5/26/92,0.0818,131.4
0.848,1992,0.603,['Mary Chapin Carpenter'],0.599,241800,0.741,0,7zV7ij696h7hsLqFNpXPz2,2.70E-06,9,0.122,-5.859,1,He Thinks He'll Keep Her,31,6/20/92,0.0289,145.58
0.461,1992,0.64,['No Doubt'],0.51,269667,0.308,0,1Skmy7igdy3HorzoG6zaqL,0,9,0.108,-13.34,0,Sometimes,33,1/1/92,0.0352,105.927
0.568,1992,0.242,['Ice Cube'],0.816,199733,0.743,1,2luswzZndPVXQqbwnbnZXx,0,1,0.706,-6.869,1,Say Hi To The Bad Guy,34,11/17/92,0.254,105.942
0.873,1992,0.538,"['Ricardo Arjona', '(Con La Participación de Marc Anthony)']",0.731,361440,0.794,0,3RUytXAnGwi02QFkBvRUv3,2.39E-05,5,0.0736,-4.182,1,Historia de Taxi - New Version,43,1992,0.0408,88.003
0.94,1992,0.243,['Los Tigres Del Norte'],0.905,204107,0.39,0,0S9jylIpKRwXEbjOxjZ2ps,0,0,0.0576,-10.155,1,Bonita Y Mala,35,1/1/92,0.0594,100.4
0.942,1992,0.0794,['Aaron Tippin'],0.524,190947,0.855,0,1rRJYXVGCSsxwzAOZKQv2J,0.000349,1,0.117,-11.069,1,I Wouldn't Have It Any Other Way,30,3/10/92,0.033,175.966
0.718,1992,0.00325,['AWJC Media'],0.494,106275,0.866,0,2Z4LGo5fGo4ep5LINaQHkZ,0.046,4,0.289,-5.188,1,SNES Battle Stage,30,1992,0.0355,191.967
0.68,1992,0.28,"['Andrew Lloyd Webber', 'Mark Cassius', '""Joseph And The Amazing Technicolor Dreamcoat"" 1992 Canadian Cast']",0.573,176667,0.56,0,3RWhik4qkGasnxO20vfxL4,0,5,0.445,-14.697,1,Benjamin Calypso,31,1/1/92,0.105,73.747
0.799,1992,0.157,['Daniela Romo'],0.868,217133,0.722,0,5BhmJpGBcIZhDiLGf95EUc,3.98E-06,7,0.186,-8.416,1,Que Vengan Los Bomberos,43,1/1/92,0.0403,100.941
0.64,1992,0.0979,"['Ron Kenoly', ""Integrity's Hosanna! Music""]",0.656,476933,0.504,0,6wN3ucC8m1QiFTt6DIiy3E,0,2,0.157,-14.947,1,Ancient of Days - Live,37,1/1/92,0.0973,91.7
0.284,1992,0.18,['The Sundays'],0.226,242400,0.494,0,3779JuDNzSNixKZZDlCgwG,2.10E-05,4,0.139,-11.744,1,I Feel,28,1/1/92,0.0325,169.793
0.695,1992,0.0426,['No Doubt'],0.472,235733,0.574,0,4TczzqgorzzX4t0mzaBXrK,0.0129,10,0.0942,-13.724,1,Move On,33,1/1/92,0.0381,123.709
0.153,1992,0.609,['Céline Dion'],0.374,213867,0.278,0,54OvU2GG8ic8x6p0UqWIpt,0,9,0.124,-12.766,1,I Love You Goodbye,44,4/9/92,0.0361,126.234
0.216,1992,0.201,['Black Sabbath'],0.368,313893,0.882,0,7p4NJg0Xj7E6geXwJbzt0B,0.0151,8,0.138,-7.116,1,I - 2008 Remaster,29,1992,0.0559,93.845
0.688,1992,0.106,['Ice Cube'],0.774,277200,0.847,1,2W6cupx46jlNb3CEzJ81ty,3.51E-06,11,0.311,-5.244,0,Who Got The Camera?,34,11/17/92,0.315,87.632
0.926,1992,0.408,['Tropicalísimo Apache'],0.621,214107,0.576,0,6Hzd3l8odouN04XuGKtynv,0.000124,7,0.23,-10.819,1,Lloraras,36,1/1/92,0.0345,96.569
0.401,1992,0.0394,['Mother Love Bone'],0.515,268267,0.818,0,3P4TrKsWjKeFakkZXu1Yt2,0.00621,4,0.093,-9.577,0,Holy Roller,30,1/1/92,0.0572,113.85
0.903,1992,0.68,['Joan Sebastian'],0.826,195274,0.587,0,4w5Xl9W6bcgYj4RuEKYP48,0.000219,11,0.168,-9.587,1,Vochito Chocado,35,6/16/92,0.0584,120.127
0.1,1992,0.904,"[""Sinéad O'Connor""]",0.171,334960,0.205,0,6FGr6p4zu4hkXuLg70f00r,0.00197,10,0.297,-13.837,1,Don't Cry for Me Argentina,43,9/22/92,0.0356,69.826
0.164,1992,0.0107,['Annihilator'],0.598,228547,0.76,0,6vSY2O8TWgHP0oLPn5WhbH,1.07E-05,2,0.343,-5.822,0,Phoenix Rising,46,1992,0.0295,120.488
0.119,1992,0.839,"['湯寶如', 'Jacky Cheung']",0.371,252600,0.195,0,7hy3flRwOGhxa2YJKbgjPl,0.000727,11,0.105,-15.859,0,相思風雨中 - 電視劇「出位江湖」插曲,41,1/1/92,0.0336,159.864
0.644,1992,0.00698,['Deep Purple'],0.534,321093,0.57,0,7m1EF6LilQOZ50GZYFZmkf,0.0237,2,0.156,-12.385,1,Perfect Strangers,42,3/1/92,0.025,97.365
0.0815,1992,1.21E-05,['Soda Stereo'],0.33,330600,0.543,0,0MHENKo7srNABaALyzrYlX,0.533,9,0.0836,-8.584,1,Luna Roja - Remasterizado 2007,50,10/9/92,0.0328,94.078
0.35,1992,0.338,['Blind Melon'],0.423,287973,0.861,0,0MeDdW3PInE3WfALtjUHi6,9.99E-06,7,0.114,-4.932,1,Holyman,32,1992,0.0358,107.693
0.937,1992,0.636,['Iris DeMent'],0.456,153467,0.346,0,0RrEjYFLxrn0FW5OwrTbkW,6.46E-05,10,0.114,-12.345,1,Hotter Than Mojave in My Heart,32,1992,0.0347,201.4
0.337,1992,0.00136,['Lipps Inc.'],0.887,469240,0.393,0,1qPNqO3m9NIjvhIVc5ex6y,0.587,0,0.0788,-14.573,1,Funkytown,35,1/1/92,0.0898,122.464
0.746,1992,0.603,['Chalino Sanchez'],0.585,245737,0.481,0,2yKgmBdtiRjhavTmNjbKpD,0.000282,8,0.0765,-8.409,1,Víctor Samaniego,30,8/7/92,0.0405,96.462
0.894,1992,0.475,['Vicente Fernández'],0.669,130640,0.578,0,3ORdtzPl5VWmlO6a7HjXHu,0,7,0.0976,-5.37,1,Una Noche Como Esta,35,1992,0.0638,115.313
0.114,1992,0.126,['Queen'],0.534,358933,0.984,0,7lrIpNdaWTVkQxyj5HwwiF,0.00199,4,0.982,-5.058,0,Another One Bites The Dust - Live at Wembley '86,29,5/26/92,0.297,115.991
0.716,1992,0.618,['Chalino Sanchez'],0.663,179746,0.509,0,0F2XOpSJ0j2ukcV3LPTbVm,0,0,0.146,-7.055,1,Nacho Verduzco,31,8/7/92,0.0372,97.419
0.447,1992,0.000513,['AC/DC'],0.46,267373,0.984,0,1MfedNodDKkvTVkNkwIBSo,0.000697,9,0.937,-4.239,1,Back In Black - Live - 1991,40,10/27/92,0.0657,96.468
0.521,1992,0.106,['Little Village'],0.549,337760,0.392,0,2aB0Oj7KhDVw4SAq9qrFL4,2.27E-05,9,0.289,-11.913,1,Do You Want My Job,36,2/14/92,0.0273,137.174
0.164,1992,0.657,['Newsies Ensemble'],0.588,72533,0.554,0,6ne6PgRDnLb8zAa447VrPM,0.00182,11,0.153,-14.597,1,Seize the Day (Chorale),29,1/1/92,0.0708,113.933
0.326,1992,0.0546,['The Tragically Hip'],0.552,267360,0.513,0,1ffzAzDFSOvEbWTbC7aPLw,0.000848,2,0.178,-11.254,1,Courage (For Hugh MacLennan),46,10/6/92,0.0274,133.739
0.599,1992,0.135,['Rage Against The Machine'],0.397,275640,0.945,0,4uxyV8D5IypPO4SDfnhETg,2.05E-05,9,0.0861,-3.897,1,The Narrows - Demo,35,1992,0.0563,96.254
0.861,1992,0.158,['Marito Rivera Y Su Grupo Bravo'],0.88,286563,0.53,0,6aBTkj4ZtJgEmXW4JmnXVx,0.00207,8,0.0504,-13.524,1,Aventurero,34,1992,0.0488,104.681
0.478,1992,0.133,['Jon Secada'],0.52,240867,0.634,0,2UfAxAPFNHkpArkEhBbyd4,0,5,0.29,-8.768,1,I'm Free,33,1/1/92,0.0275,197.315
0.541,1992,0.48,['Christopher Wong'],0.527,211400,0.411,0,7noXtSqqPhV78p8ZvAadgU,0,5,0.16,-11.313,1,晚秋,38,2/28/92,0.0297,165.59
0.59,1992,0.00234,['Bad Religion'],0.504,201027,0.915,0,1uzXENkBTTt1Oex2nR0t1p,0,0,0.138,-2.626,1,The Answer,36,1992,0.0364,137.129
0.616,1992,0.0357,['Caifanes'],0.643,276067,0.816,0,3UvB63cZSpGUL3LvAj03dI,7.28E-05,7,0.218,-8.535,1,Piedra,45,6/8/92,0.0476,115.061
0.635,1992,0.0123,"[""Compton's Most Wanted""]",0.778,231000,0.594,0,3ggnEg5IQhWV2hUbaDANcU,0.0197,4,0.115,-9.561,0,N 2 Deep,32,9/8/92,0.244,157.731
0.0326,1992,0.925,"['Gustav Mahler', 'Polish National Radio Symphony Orchestra', 'Antoni Wit']",0.115,725000,0.0387,0,3uNh1Oi6y56ymIGQqvokLK,0.88,5,0.0721,-23.985,1,Symphony No. 5 in C-Sharp Minor: IV. Adagietto: Sehr langsam,37,4/15/92,0.0454,79.559
0.545,1992,0.0362,['Rage Against The Machine'],0.404,309173,0.834,1,4rEPAJKYF5FuCN62NIYPOU,0.000147,4,0.491,-5.965,1,Bullet In The Head - Demo,36,1992,0.118,165.909
0.302,1992,0.000386,['Cannibal Corpse'],0.266,245773,0.986,0,5ycOd8aYjGCIrDfLNKqmKW,0.747,8,0.43,-8.346,0,Necropedophile,35,1992,0.166,86.179
0.888,1992,0.764,['Pete Seeger'],0.627,135933,0.203,0,0RYul7Sqcf1SGHm3G9qsCY,0,1,0.0657,-18.618,1,Hard Times in the Mill,35,1/1/92,0.057,103.447
0.864,1992,0.796,"['Walter Bobbie', 'J.K. Simmons', 'Timothy Shew']",0.791,87027,0.248,0,15E9cB9pGeigBkrm1U7Cav,0,8,0.0713,-17.93,1,Fugue for Tinhorns,30,7/7/92,0.133,81.727
0.528,1992,0.00455,['Suicidal Tendencies'],0.388,310544,0.888,0,2Lb7mXegBW3WJEOict7Q47,7.84E-05,11,0.0975,-6.929,1,Monopoly On Sorrow,36,6/25/92,0.0745,130.102
0.566,1992,0.231,"['Country Comfort', 'Billy Kaui', 'Chuck Lee', 'Randy Lorenzo', 'Jimmy Freudenberg', 'Eugene Matsumura']",0.667,230160,0.35,0,3Oli1LgTKbD5P547FzKihY,0.0131,0,0.112,-12.876,1,Make It With You,29,1992,0.0321,75.656
0.388,1992,0.4,['Hapa'],0.526,205933,0.412,0,4kmmuY5sqlSBAEX2avgNGg,0.624,4,0.104,-17.775,1,Olinda Road,32,1/1/92,0.0318,95.761
0.961,1992,0.357,['Tropicalísimo Apache'],0.832,157067,0.508,0,62g8oGp6xYGLVhkH6fHE51,1.54E-05,10,0.16,-12.016,0,Pongase Pues Abusado,35,1/1/92,0.0868,110.908
0.911,1992,0.00379,['Fito Paez'],0.672,281520,0.837,0,24LCJ8C0D8kx6iplic9SDV,0.00016,2,0.893,-8.143,1,A rodar mi vida,56,2/1/92,0.0281,124.854
0.726,1992,0.625,['Tropical Panamá'],0.72,216200,0.672,0,3UgqtQvxURqJ6SKuAxpYzn,5.12E-05,11,0.0675,-7.705,0,Nomas Tantito,31,1/1/92,0.0516,163.927
0.333,1992,0.0311,['Kenny G'],0.327,273067,0.411,0,3kb7pcovUhOYOlDSNB0b53,0.133,8,0.133,-13.312,1,Homeland,35,1992,0.0405,177.596
0.692,1992,0.0172,['Deee-Lite'],0.846,234467,0.422,0,5t5ymjiReMQwhkif6hsk3W,0.05,8,0.595,-13.057,0,Runaway,35,6/9/92,0.0661,124.992
0.354,1992,0.45,['The 5 Heartbeats'],0.271,371267,0.284,0,7CMamny5qufxk5iTWVsuHP,1.75E-06,5,0.666,-13.766,1,Stay In My Corner,28,1/1/92,0.0328,172.44
0.646,1992,0.0014,['Beastie Boys'],0.644,246120,0.553,1,2wtNNJTXnYi1LLNP7dbbae,0.00316,1,0.363,-8.342,0,So What'Cha Want - Soul Assassin Remix Version,32,4/21/92,0.271,175.489
0.459,1992,0.136,['Pete Rock & C.L. Smooth'],0.672,270400,0.875,0,3VmPJ55OreI6iisHeimG9G,0,6,0.291,-8.752,0,Soul Brother #1,33,5/26/92,0.09,94.83
0.294,1992,0.809,['Indigo Girls'],0.427,328133,0.397,0,3yFMUU2lbBDD7F1hDUnH74,1.06E-06,0,0.0995,-9.529,1,Virginia Woolf,29,6/3/92,0.0305,133.208
0.149,1992,0.993,"['Frédéric Chopin', 'Elisabeth Leonskaja']",0.38,225267,0.00921,0,4enYj5VBLp4qYox1BS6G3k,0.902,5,0.0852,-32.795,0,"Chopin: Nocturne No. 21 in C Minor, Op. Posth.",38,1992,0.0422,63.037
0.474,1992,0.732,"['Andrew Lloyd Webber', 'Donny Osmond', '""Joseph And The Amazing Technicolor Dreamcoat"" 1992 Canadian Cast']",0.551,81333,0.319,0,4u626e5s8GWHWKyCLCrGab,0,4,0.109,-18.72,1,Pharaoh's Dream Explained,30,1/1/92,0.0744,145.016
0.674,1992,0.505,['Googoosh'],0.338,348667,0.332,0,5wogkX0KqHJBbXwEDroPOQ,0,6,0.167,-15.017,0,Pol,37,2/10/92,0.0412,98.524
0.848,1992,0.427,['Wynonna'],0.788,240707,0.736,0,6Ek2xNsKHwkuYBqvzj20rl,3.88E-06,0,0.0915,-9.176,1,No One Else On Earth,30,3/31/92,0.0275,96.687
0.604,1992,0.0743,['Hi-Five'],0.642,282293,0.636,0,0B09VzKXhc3jYIGZyoUQpr,0,6,0.0565,-8.541,1,Quality Time,28,8/10/92,0.035,155.967
0.303,1992,0.000238,['Megadeth'],0.453,235293,0.957,1,0JLgHqUTU3LDCFBH2SYD31,0.593,2,0.0289,-6.16,1,Countdown To Extinction - Demo,36,7/14/92,0.0606,137.243
0.582,1992,0.51,['Lucero'],0.577,163640,0.212,0,1QkyRuhssGBHZ8mjtEVAzU,0,0,0.178,-12.015,1,Llorar - DO NOT USE,28,1/1/92,0.0295,98.218
0.156,1992,0.213,['Jon Secada'],0.505,276093,0.443,0,1lRb9EvsisaMbWR5IP86y6,0.000149,0,0.274,-10.181,1,Angel - Spanish Version,45,1/1/92,0.0274,75.812
0.628,1992,0.0167,['Eazy-E'],0.801,194600,0.871,1,28HHq4Ot4H6ai1ljA8W1Oj,0,1,0.0896,-5.84,1,Niggaz My Height Don't Fight,33,12/10/92,0.137,102.369
0.836,1992,0.479,"['Kenny Vaughan & ""The Art Of Love""']",0.594,124533,0.389,0,5xiUVDO2UyQP10jSxgcxbO,0,6,0.413,-16.279,1,Feels Like Heaven,30,6/30/92,0.166,90.78
0.923,1992,0.0738,['NOFX'],0.77,157973,0.85,0,6FQC2yu9AoZLy3roDlNWgc,5.05E-05,9,0.0683,-9.053,1,Johnny Appleseed,35,12/30/92,0.0751,91.163
0.488,1992,0.431,['Gang Starr'],0.344,194240,0.784,1,6RqiVmfcduRzaN9gQPAn5c,2.08E-05,3,0.434,-14.996,0,Soliloquy Of Chaos,33,5/5/92,0.288,93.994
0.864,1992,0.0026,['Cracker'],0.654,211493,0.685,0,7E2G9ZohuduDLx07lmaMzT,0,0,0.0528,-9.46,1,Happy Birthday To Me,32,1/1/92,0.0279,127.554
0.565,1992,0.0722,['Dave Brubeck'],0.685,119733,0.608,0,7pBXHnqQt0Cc2vzKpFe9LR,0.944,7,0.0923,-14.799,1,Unsquare Dance,37,1992,0.175,116.951
0.896,1992,0.000175,['UGK'],0.83,268440,0.666,0,5ZbvWIFZQJOQx6dzY6pWJX,2.35E-05,7,0.177,-8.838,1,Use Me Up,28,9/11/92,0.166,77.982
0.485,1992,0.231,['Blind Melon'],0.313,261293,0.936,0,75LBuIaEPERZzbmvlAwvGu,6.45E-05,7,0.325,-4.812,1,Deserted,32,1992,0.0723,111.488
0.59,1992,0.0324,['El Haragán y Compañía'],0.416,145218,0.925,0,0FqtI5YKYauiW4HfBqPPBs,0.0129,5,0.0999,-7.632,1,Antes Me Gustabas,40,1992,0.0746,107.435
0.679,1992,0.577,"['Daniel Lo', '林淑容']",0.579,230840,0.616,0,2UxsZs0lnYqa2ZgAXKNkq5,0,2,0.196,-7.153,1,無言的結局,38,1/1/92,0.0343,82.997
0.642,1992,0.0397,['Gang Starr'],0.836,197893,0.504,0,4GVkrZMJdzKNo6rybHKe0l,1.34E-05,1,0.103,-17.233,1,Take Two And Pass,32,5/5/92,0.285,89.759
0.671,1992,0.00139,['AC/DC'],0.462,232600,0.981,0,4QR6LcLBL8bLDd6lbNwmbC,0.0128,7,0.929,-4.334,1,You Shook Me All Night Long - Live - 1991,40,10/27/92,0.0982,138.041
0.317,1992,0.844,['Susannah McCorkle'],0.58,249067,0.0921,0,5By2XP4IPPuyumcE8c74gN,0,9,0.256,-17.03,0,A Beautiful Friendship,37,1/1/92,0.0403,109.649
0.567,1992,0.00153,['Rage Against The Machine'],0.385,340653,0.632,0,7GmXA0WNK3bUUxe1DgHJsM,0.00839,7,0.29,-7.289,1,Freedom - Demo,35,1992,0.0371,142.714
0.575,1992,1.62E-05,['Daniel Ash'],0.538,267547,0.923,0,0NPOqBpFkDVPIHmuumCZhr,0.00112,9,0.363,-9.448,1,Get Out of Control,34,1992,0.0439,119.658
0.267,1992,0.681,"['Andrew Lloyd Webber', 'Donny Osmond', 'Johnny Seaton', 'Janet Metz', 'Rufus Bonds, Jr.', '""Joseph And The Amazing Technicolor Dreamcoat"" 1992 Canadian Cast']",0.376,111067,0.224,0,2ewV0L3qErTY0VGrRGtVHz,6.06E-06,5,0.701,-18.037,1,"Poor, Poor Pharaoh",30,1/1/92,0.0394,111.107
0.443,1992,0.636,['Stone Temple Pilots'],0.677,289373,0.475,0,2qi7YLQ1kPqKFcGUcVjs4Q,0,0,0.111,-10.536,1,Plush - Acoustic Type Version; 2017 Remaster [Remastered],32,9/29/92,0.0365,133.115
0.592,1992,0.721,['Hermanas Huerta'],0.341,140493,0.163,0,48D48TbNN1bRUhDbvTKt3L,1.52E-06,10,0.0856,-14.906,1,No Sigas Llorando (No Te Dejaré),28,11/17/92,0.0355,199.058
0.955,1992,0.021,"['Darlene Love', 'Ronnie Spector']",0.421,167467,0.809,0,5dGoL66uPJVtT96F2DWHci,0,6,0.371,-7.385,0,Rockin' Around The Christmas Tree,32,10/20/92,0.051,167.418
0.628,1992,0.128,['Sugar'],0.405,328467,0.952,0,7GRGuuOPJVRz2WUtKOQ80y,0.716,4,0.277,-3.839,1,Hoover Dam,29,1992,0.0314,92.49
0.922,1992,0.0882,['Nick Cave & The Bad Seeds'],0.55,182493,0.726,0,0oSCLH7cLuvCF4LXFRrWOs,0,2,0.488,-6.806,1,"Brother, My Cup Is Empty - 2010 Remastered Version",43,1992,0.042,103.017
0.827,1992,0.388,['Lorrie Morgan'],0.665,214785,0.602,0,1lb9mRgpIzwuwL5AY0Fi5H,2.04E-06,5,0.0867,-10.308,1,Watch Me,30,5/24/92,0.0328,151.763
0.733,1992,0.176,['Clint Black'],0.692,213027,0.659,0,2OVMQDsuQLr555RcwZhjRx,7.23E-06,11,0.236,-12.037,1,When My Ship Comes In,28,5/24/92,0.0305,134.466
0.221,1992,0.528,['Peter Gabriel'],0.633,424160,0.64,0,2aX3Sk35kyD6ywyfdtt64Z,0.00633,2,0.102,-11.342,1,Secret World,28,9/27/92,0.0554,114.887
0.34,1992,0.338,['Jimmy Buffett'],0.483,203733,0.313,0,2nWiH6bdhQVlZTmLshxcEB,0,7,0.0826,-12.135,1,Son Of A Son Of A Sailor,28,5/19/92,0.0315,124.48
0.792,1992,0.524,['Grupo Libra'],0.696,186793,0.765,0,39J2UC8FX9ekiOoevjCfvh,0,7,0.29,-5.106,1,Mi Delito,32,2/25/92,0.0285,117.008
0.256,1992,0.404,['Ice Cube'],0.431,79973,0.576,1,3BgA8GX9vEe1RqF0pWBtb6,0,5,0.223,-15.378,1,The First Day Of School (Intro),33,11/17/92,0.496,91.651
0.468,1992,0.0672,['Martha Wash'],0.729,256333,0.753,0,3Cg0TgAFloolCYYtAkyyYa,0.0145,7,0.0668,-7.762,1,Carry On,37,11/1/92,0.064,118.874
0.207,1992,0.884,"['Andrew Lloyd Webber', '""Joseph And The Amazing Technicolor Dreamcoat"" 1992 Canadian Cast']",0.344,280267,0.139,0,3o7Z92rChcnwAnyfGfL3Yn,8.49E-06,5,0.262,-19.478,0,Those Canaan Days,30,1/1/92,0.0413,131.181
0.63,1992,0.0961,['The Sugarcubes'],0.504,220627,0.762,0,43CH8rGzIWdIG920G0n5yV,2.50E-05,2,0.0365,-8.814,1,Leash Called Love,28,1992,0.0351,130.209
0.905,1992,0.000525,['Suzanne Vega'],0.599,148107,0.751,0,6w3hcxMOdLmPptNDwadORJ,0.659,11,0.0827,-12.372,1,Blood Makes Noise,34,1/1/92,0.0352,87.861
0.682,1992,0.777,['Count Basie'],0.546,178959,0.389,0,0jXSghMAEE2ImajlWNBoiT,0.00273,0,0.0994,-14.135,0,Sent For You Yesterday,39,1/1/92,0.0917,164.445
0.7,1992,0.108,['The Sundays'],0.411,272907,0.807,0,21kdeNutBDCKrd2LCSvvNX,0.000192,7,0.0788,-10.782,1,Love,28,1/1/92,0.0454,187.807
0.397,1992,0.000123,['The Black Crowes'],0.357,241373,0.991,0,24y9qct9VXbpdx8LhlQK8e,0.000457,3,0.314,-3.854,0,No Speak No Slave,32,1/1/92,0.0757,167.842
0.732,1992,0.736,['Vinicio Capossela'],0.675,256507,0.588,0,28lZSZTZjIuoO07nACvfNo,1.03E-05,9,0.135,-7.477,1,Che cossè l'amor - 2018 Remaster,56,6/15/92,0.0675,84.945
0.568,1992,0.00841,['Izzy Stradlin And The Ju Ju Hounds'],0.206,380200,0.676,0,2a8RVoWJUicF6nwBaiBYIB,0.00108,9,0.118,-6.4,1,Shuffle It All,38,1/1/92,0.042,202.862
0.904,1992,0.539,"['Chalino Sanchez', 'Los Amables Del Norte']",0.48,207517,0.523,0,4RlYpl7pwwkAMrFfXFKJAO,1.40E-05,1,0.118,-7.264,1,Sergio Sánchez,30,7/8/92,0.066,199.301
0.475,1992,0.00721,['Faith No More'],0.304,311133,0.941,0,67AlB4TEg72LkKHMj5l45h,0.293,11,0.0916,-6.599,0,Smaller and Smaller,37,6/8/92,0.0856,141.515
0.204,1992,0.344,['Ricardo Arjona'],0.571,256760,0.463,0,07teadPIKom0bfxlo1ATAj,0,7,0.155,-7.12,1,Quién,45,1992,0.0342,171.961
0.402,1992,0.552,['Pure Prairie League'],0.544,259000,0.392,0,0jxcw9bsXmHbPUSZqscNai,1.02E-06,9,0.113,-14.305,1,Amie - Remastered January 1992,39,3/19/92,0.0299,87.887
