Class,Cap Shape,Cap Surface,Cap Color,Bruises?,Odor,Gill Attachment,Gill Spacing,Gill Size,Gill Color,Stalk Shape,Stalk Root,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Color,Ring Number,Ring Type,Spore Print Color,Population,Habitat
Poisonous,Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
Edible,Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Gray,Enlarging,Missing,Silky,Silky,White,White,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Woods
Edible,Bell,Fibrous,Gray,No,None,Free,Crowded,Broad,White,Enlarging,Missing,Smooth,Smooth,White,White,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
Edible,Knobbed,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Enlarging,Missing,Silky,Smooth,White,White,White,Two,Pendant,White,Scattered,Grasses
Edible,Bell,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,Missing,Smooth,Smooth,Orange,Orange,Brown,One,Pendant,Orange,Clustered,Leaves
Poisonous,Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Woods
Edible,Convex,Fibrous,White,No,None,Free,Crowded,Broad,Gray,Enlarging,Missing,Smooth,Silky,White,White,White,Two,Pendant,White,Numerous,Grasses
Poisonous,Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
Edible,Convex,Smooth,Gray,No,None,Free,Crowded,Broad,White,Enlarging,Missing,Silky,Smooth,White,White,White,Two,Pendant,White,Numerous,Grasses
Poisonous,Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
Edible,Bell,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,Missing,Smooth,Smooth,Orange,Orange,Orange,One,Pendant,Orange,Clustered,Leaves
Poisonous,Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Brown,No,Musty,Free,Close,Broad,White,Enlarging,Club,Silky,Scaly,Cinnamon,Cinnamon,White,None,None,White,Clustered,Woods
Poisonous,Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
Edible,Knobbed,Smooth,White,No,None,Free,Crowded,Broad,Gray,Enlarging,Missing,Silky,Silky,White,White,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,White,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,White,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,White,White,One,Evanescent,White,Several,Woods
Edible,Knobbed,Fibrous,Gray,No,None,Free,Crowded,Broad,White,Enlarging,Missing,Silky,Silky,White,White,White,Two,Pendant,White,Numerous,Grasses
Poisonous,Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Knobbed,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Woods
Poisonous,Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,White,White,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Smooth,Pink,White,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,White,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Smooth,Silky,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,Pink,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,White,One,Evanescent,White,Several,Woods
Poisonous,Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,White,One,Evanescent,White,Several,Paths
Edible,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,Missing,Smooth,Smooth,Orange,Orange,Orange,One,Pendant,Yellow,Several,Leaves
