Month,DayofMonth,DayOfWeek,DepTime,TimeOfDay,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
June,15,Wednesday,840,Morning,XE,CLE,DCA,310,N
November,5,Friday,1416,Afternoon,HP,PHX,DEN,602,N
September,1,Thursday,1810,Evening,OO,ORD,BHM,584,N
June,20,Monday,1323,Afternoon,HA,LIH,HNL,102,N
February,8,Monday,705,Morning,WN,JAX,BWI,663,N
April,8,Thursday,1007,Morning,CO,EWR,FLL,1065,Y
December,20,Tuesday,1010,Morning,NW,MSP,ORD,334,N
April,30,Sunday,1611,Afternoon,US,PHL,PIT,267,Y
June,10,Thursday,2030,Evening,F9,DEN,AUS,775,Y
August,24,Tuesday,710,Morning,NW,IND,DTW,231,N
April,7,Thursday,1219,Afternoon,US,PHX,IAH,1009,N
June,18,Sunday,2100,Evening,OO,ONT,LAX,47,N
September,1,Wednesday,1830,Evening,XE,EWR,MKE,725,Y
November,18,Friday,806,Morning,B6,PBI,BOS,1197,N
August,30,Monday,1306,Afternoon,AA,PIT,DFW,1068,N
March,31,Thursday,920,Morning,XE,GRR,CLE,214,N
August,5,Thursday,1844,Evening,XE,DCA,CLE,310,N
April,11,Sunday,1954,Evening,UA,ORD,IAH,925,N
November,15,Tuesday,1510,Afternoon,OH,CVG,SRQ,812,N
February,16,Wednesday,727,Morning,DL,ATL,LGA,761,N
April,23,Sunday,1352,Afternoon,DL,CLE,ATL,554,N
April,28,Thursday,1848,Evening,XE,OKC,IAH,395,N
September,25,Sunday,1614,Afternoon,UA,ORD,BDL,783,N
November,16,Tuesday,1727,Afternoon,NW,DTW,MDT,370,Y
November,7,Monday,824,Morning,NW,LSE,MSP,120,N
August,5,Friday,2043,Evening,WN,LAS,SLC,368,Y
November,19,Sunday,1626,Afternoon,WN,MDW,RSW,1105,N
September,27,Monday,803,Morning,NW,IND,LAX,1814,N
January,23,Sunday,1615,Afternoon,WN,ABQ,LAX,677,N
November,17,Wednesday,1825,Evening,AA,PHX,DFW,868,N
April,23,Sunday,845,Morning,WN,PHX,DTW,1671,N
July,25,Monday,1205,Afternoon,EV,ATL,MDW,590,N
August,19,Friday,845,Morning,OH,CVG,AZO,225,N
August,20,Sunday,600,Morning,UA,BOS,ORD,867,N
January,2,Sunday,1641,Afternoon,NW,LAS,MSP,1300,N
November,26,Sunday,1423,Afternoon,US,RSW,PHL,992,N
February,4,Thursday,535,Night,OH,BOS,DCA,399,N
June,5,Sunday,1705,Afternoon,WN,LAX,SJC,308,Y
February,20,Sunday,1248,Afternoon,US,DEN,LAS,629,Y
September,5,Sunday,617,Morning,AA,ORD,MIA,1197,N
January,5,Wednesday,650,Morning,XE,EWR,DTW,487,N
November,5,Sunday,1800,Evening,EV,ATL,PFN,247,Y
January,22,Friday,1829,Evening,XE,IAH,CRP,201,N
April,13,Wednesday,1142,Morning,US,SAN,PHL,2369,Y
April,29,Thursday,1519,Afternoon,XE,CLE,BUF,192,N
February,16,Wednesday,1940,Evening,WN,DAL,HOU,239,N
September,9,Thursday,1144,Morning,MQ,AMA,DFW,313,N
May,11,Tuesday,1254,Afternoon,AA,DFW,MCO,984,N
May,29,Sunday,1028,Morning,WN,JAX,BHM,365,N
April,4,Sunday,1216,Afternoon,NW,DTW,CMH,155,N
July,12,Monday,700,Morning,EV,CHO,ATL,457,N
March,23,Tuesday,1335,Afternoon,WN,LAS,BNA,1588,N
August,27,Sunday,650,Morning,UA,PHX,DEN,602,N
September,21,Tuesday,1743,Afternoon,FL,ATL,CLT,227,N
August,3,Wednesday,1115,Morning,US,PHX,CLT,1774,N
July,30,Friday,1357,Afternoon,HP,LAS,LAX,236,N
September,18,Sunday,2043,Evening,WN,HOU,JAN,359,N
April,20,Tuesday,1245,Afternoon,XE,EWR,PVD,160,N
June,22,Tuesday,558,Night,US,LGA,DCA,214,N
July,28,Wednesday,1735,Afternoon,OO,DEN,SBA,916,N
August,15,Monday,1716,Afternoon,DL,MCI,ATL,692,Y
November,26,Sunday,1912,Evening,AA,MCO,STL,880,N
July,21,Thursday,554,Night,US,PIT,PHL,267,N
May,25,Tuesday,2002,Evening,DL,CVG,PHL,507,Y
June,6,Monday,2057,Evening,UA,LAS,SFO,414,N
December,26,Monday,845,Morning,NW,MEM,MCI,392,Y
December,17,Sunday,1705,Afternoon,NW,ATL,DTW,594,Y
October,20,Wednesday,1210,Afternoon,OO,LAX,MRY,267,N
July,20,Tuesday,1139,Morning,OH,MKE,CVG,318,N
January,10,Sunday,740,Morning,XE,IAH,IAD,1190,N
September,7,Wednesday,1126,Morning,WN,LAS,SAN,258,N
December,18,Sunday,829,Morning,UA,PDX,SFO,550,Y
May,22,Sunday,834,Morning,AS,SNA,PDX,859,N
December,21,Tuesday,1257,Afternoon,AA,FLL,SJU,1046,N
March,25,Thursday,1537,Afternoon,DL,CVG,BWI,430,N
October,1,Friday,1347,Afternoon,EV,LWB,ATL,369,Y
November,14,Sunday,650,Morning,NW,LAS,MSP,1300,N
April,12,Monday,1335,Afternoon,EV,ATL,AVL,164,N
March,27,Sunday,1016,Morning,OO,SLC,COS,410,N
September,19,Monday,1709,Afternoon,NW,MSP,MCI,393,N
January,17,Monday,1118,Morning,US,CLT,PHL,448,N
December,24,Sunday,817,Morning,MQ,FSM,DFW,228,Y
October,15,Friday,750,Morning,OH,SAV,JFK,718,Y
July,30,Friday,1859,Evening,UA,ICT,DEN,419,N
October,15,Friday,730,Morning,UA,SFO,SAN,447,N
September,1,Thursday,1840,Evening,WN,ORF,MCO,655,Y
October,21,Thursday,1143,Morning,AA,LAX,DFW,1235,N
June,9,Thursday,1123,Morning,B6,BOS,LGB,2602,N
December,23,Thursday,814,Morning,OO,SLC,LAS,368,N
June,30,Wednesday,2012,Evening,UA,DEN,SLC,391,N
December,31,Friday,551,Night,B6,JFK,MCO,944,N
October,27,Thursday,640,Morning,XE,EWR,CLT,529,N
May,31,Monday,1659,Afternoon,NW,MSP,PHL,980,N
March,29,Monday,600,Morning,WN,ONT,PHX,325,N
February,14,Sunday,1005,Morning,WN,BWI,FLL,925,N
August,14,Sunday,1313,Afternoon,OO,FAT,LAS,258,N
March,14,Monday,1651,Afternoon,HA,LIH,HNL,102,Y
December,21,Wednesday,1036,Morning,WN,MCO,HOU,848,N
July,28,Thursday,736,Morning,UA,ORD,BUF,473,Y
February,26,Friday,917,Morning,EV,ATL,LIT,453,Y
March,3,Thursday,1709,Afternoon,MQ,LGA,RDU,431,Y
December,13,Tuesday,916,Morning,EV,ATL,PWM,1027,N
August,27,Friday,1744,Afternoon,XE,LIT,IAH,374,N
February,6,Sunday,1045,Morning,OH,BOS,JAX,1011,N
May,30,Monday,2114,Evening,MQ,DFW,LBB,282,N
November,12,Friday,930,Morning,OH,CAE,CVG,404,N
March,5,Friday,1935,Evening,WN,LAX,LAS,236,N
May,12,Thursday,1743,Afternoon,YV,MSY,CLT,651,N
September,29,Thursday,1103,Morning,OO,DEN,GRR,1014,Y
May,24,Tuesday,756,Morning,UA,SFO,IAD,2419,N
May,10,Tuesday,1210,Afternoon,OH,BOS,JFK,187,Y
January,29,Sunday,1013,Morning,YV,JFK,IAD,228,N
January,10,Monday,623,Morning,MQ,BOS,BWI,370,N
November,24,Thursday,1058,Morning,UA,BDL,ORD,783,N
June,20,Monday,1852,Evening,NW,MSP,DTW,528,N
March,23,Wednesday,1545,Afternoon,MQ,ORD,CID,196,Y
January,24,Sunday,1430,Afternoon,DH,PVD,IAD,372,N
November,5,Friday,1223,Afternoon,FL,MCO,PHF,662,N
February,28,Sunday,751,Morning,OO,ABQ,SLC,493,N
July,12,Monday,1020,Morning,WN,SAN,SMF,480,N
July,23,Sunday,1639,Afternoon,B6,LGB,LAS,231,N
June,14,Monday,1824,Evening,DL,BWI,ATL,576,Y
May,20,Friday,1853,Evening,MQ,ORD,SWF,714,N
August,5,Friday,852,Morning,DL,ATL,FLL,581,N
October,23,Sunday,1504,Afternoon,MQ,RIC,MIA,826,Y
August,11,Wednesday,1131,Morning,MQ,PIT,ORD,412,Y
April,24,Sunday,2311,Evening,FL,ATL,CLT,227,Y
March,15,Tuesday,1715,Afternoon,WN,HOU,OKC,419,Y
September,25,Sunday,1035,Morning,WN,CLE,MDW,307,N
July,25,Sunday,1214,Afternoon,NW,SJC,MSP,1576,N
May,28,Friday,614,Morning,DL,BWI,CVG,430,N
June,26,Sunday,1642,Afternoon,OO,LAX,SAN,109,N
May,28,Friday,1950,Evening,WN,LAS,AMA,758,N
August,9,Tuesday,1245,Afternoon,AA,DFW,PHX,868,N
March,22,Tuesday,605,Morning,YV,PNS,CLT,488,N
June,21,Monday,956,Morning,EV,GNV,ATL,300,N
March,29,Tuesday,627,Morning,AA,DFW,MCO,984,N
July,3,Sunday,1345,Afternoon,NW,DTW,EWR,487,N
May,8,Sunday,1330,Afternoon,UA,DEN,IAH,861,N
March,28,Monday,1354,Afternoon,NW,DTW,RDU,501,N
November,19,Friday,439,Night,CO,SJU,EWR,1608,N
February,13,Sunday,1005,Morning,DL,BOS,ATL,946,N
February,25,Friday,1814,Evening,CO,IAH,SEA,1874,Y
August,16,Tuesday,943,Morning,MQ,DFW,MOB,540,Y
May,25,Wednesday,1357,Afternoon,UA,LGA,ORD,733,N
June,5,Sunday,1215,Afternoon,AS,OAK,SNA,371,N
November,17,Wednesday,1753,Afternoon,HP,LAS,JFK,2248,N
April,1,Friday,1040,Morning,WN,MCI,DAL,461,N
December,14,Wednesday,2051,Evening,WN,FLL,BWI,925,N
December,6,Monday,1930,Evening,WN,LAS,LBB,775,N
March,27,Sunday,1856,Evening,CO,IAH,PHL,1324,N
November,30,Tuesday,1515,Afternoon,FL,MEM,ATL,332,N
November,25,Friday,956,Morning,UA,DEN,MSP,680,N
November,18,Thursday,1120,Morning,CO,MFE,IAH,316,N
October,25,Monday,1139,Morning,MQ,DFW,ACT,89,N
May,17,Tuesday,1344,Afternoon,MQ,DFW,MAF,309,Y
September,9,Friday,1941,Evening,NW,MEM,SGF,243,N
March,3,Wednesday,1400,Afternoon,UA,LIH,SFO,2447,N
May,29,Sunday,1837,Evening,AA,SNA,SJC,342,N
April,13,Tuesday,1437,Afternoon,AA,SAT,DFW,247,N
June,22,Tuesday,1544,Afternoon,US,DCA,BOS,399,N
March,7,Monday,2257,Evening,UA,ORD,PIT,412,Y
January,9,Sunday,1432,Afternoon,OO,ICT,ORD,588,N
December,31,Sunday,1645,Afternoon,WN,SAT,DAL,248,N
June,2,Thursday,835,Morning,YV,DEN,DRO,251,N
April,7,Thursday,854,Morning,US,PHX,BWI,1999,N
January,27,Wednesday,1340,Afternoon,WN,SAN,PHX,304,Y
April,10,Sunday,855,Morning,UA,DEN,ORD,888,N
July,27,Tuesday,1532,Afternoon,XE,SDF,EWR,642,Y
September,15,Thursday,1609,Afternoon,OO,FSD,DEN,483,N
February,6,Sunday,1845,Evening,OH,CVG,XNA,561,N
May,8,Sunday,1555,Afternoon,WN,SAT,DAL,248,N
March,10,Thursday,652,Morning,CO,PHX,EWR,2133,N
October,19,Tuesday,725,Morning,WN,ELP,PHX,347,N
July,5,Tuesday,628,Morning,WN,SAT,DAL,248,N
June,26,Sunday,1728,Afternoon,XE,IAH,LCH,127,N
September,12,Sunday,1650,Afternoon,WN,PHL,BDL,196,N
December,23,Friday,1017,Morning,MQ,ORD,SDF,286,N
March,16,Wednesday,2115,Evening,WN,LAX,PHX,370,N
September,20,Tuesday,1108,Morning,WN,PHX,ONT,325,N
February,10,Thursday,1019,Morning,B6,JFK,RSW,1074,N
December,14,Tuesday,2000,Evening,WN,TPA,STL,869,Y
January,27,Thursday,1127,Morning,OH,SRQ,CVG,812,N
August,26,Thursday,836,Morning,NW,LAX,MSP,1536,N
February,5,Sunday,835,Morning,WN,MDW,BNA,395,Y
June,10,Thursday,644,Morning,AA,ELP,DFW,551,N
April,24,Sunday,1233,Afternoon,MQ,ORD,CLE,316,N
January,12,Tuesday,1258,Afternoon,WN,PHX,LAX,370,Y
April,25,Monday,1841,Evening,OO,OKC,SLC,866,N
March,28,Monday,2251,Evening,EV,ATL,ROA,357,N
October,8,Sunday,629,Morning,XE,COS,IAH,809,N
April,10,Sunday,1020,Morning,WN,STL,LIT,296,N
December,21,Tuesday,117,Night,HP,LAS,LAX,236,Y
July,25,Monday,650,Morning,WN,MCI,MCO,1072,N
December,9,Friday,1650,Afternoon,WN,STL,HOU,687,N
March,31,Thursday,1852,Evening,AA,SJU,JFK,1597,Y
October,20,Thursday,1820,Evening,AS,BRW,FAI,503,Y
August,7,Sunday,1537,Afternoon,WN,SEA,PHX,1107,N
April,3,Sunday,2139,Evening,EV,ATL,AVP,714,Y
January,14,Friday,955,Morning,WN,SAN,PHX,304,N
March,1,Tuesday,2323,Evening,CO,SLC,EWR,1968,N
August,27,Sunday,1218,Afternoon,UA,DEN,MCO,1545,N
October,4,Monday,2051,Evening,DL,CVG,RSW,879,N
August,7,Sunday,2200,Evening,MQ,MIA,MEM,860,Y
August,12,Friday,610,Morning,AS,SEA,SMF,605,N
July,19,Tuesday,2015,Evening,OH,CVG,IAD,388,N
May,24,Tuesday,824,Morning,F9,DEN,SLC,391,N
December,16,Friday,830,Morning,OO,DEN,TUS,639,N
September,17,Friday,1234,Afternoon,OO,IDA,SLC,188,N
August,24,Tuesday,853,Morning,CO,CLE,DEN,1201,N
April,6,Wednesday,2054,Evening,XE,CLE,MCI,694,N
December,29,Thursday,657,Morning,EV,LAX,SFO,337,N
December,8,Thursday,952,Morning,XE,EWR,CAE,602,Y
September,4,Sunday,1855,Evening,UA,LAX,SEA,954,N
December,19,Monday,1114,Morning,MQ,ORD,GRB,174,N
January,5,Wednesday,1625,Afternoon,UA,MCO,ORD,1005,N
November,12,Sunday,1408,Afternoon,UA,LAX,LIH,2615,Y
February,18,Friday,2223,Evening,AS,LAX,SEA,954,N
December,23,Friday,1005,Morning,OH,BOS,TTN,245,Y
May,2,Monday,1140,Morning,OH,CLT,CVG,335,N
August,24,Tuesday,1030,Morning,XE,ICT,IAH,542,N
May,31,Monday,1344,Afternoon,AA,ORD,PHL,678,N
March,24,Thursday,1609,Afternoon,XE,PVD,EWR,160,N
September,23,Friday,1318,Afternoon,MQ,LIT,ORD,552,Y
September,29,Thursday,1849,Evening,US,FLL,CLT,631,N
September,18,Sunday,609,Morning,OO,ATW,ORD,160,N
April,4,Sunday,1655,Afternoon,OH,CHA,CVG,278,N
February,22,Tuesday,1125,Morning,FL,CLT,ATL,227,Y
September,21,Tuesday,814,Morning,OH,MSP,CVG,596,N
May,19,Thursday,1059,Morning,FL,DEN,ATL,1199,N
August,15,Monday,2210,Evening,US,CLT,ORD,599,Y
April,26,Monday,1534,Afternoon,UA,SEA,LAX,954,N
June,30,Thursday,1022,Morning,OO,EUG,SFO,451,N
June,27,Monday,1742,Afternoon,CO,SAN,IAH,1303,Y
December,12,Sunday,630,Morning,WN,BWI,ORF,159,N
October,7,Thursday,2002,Evening,B6,LGB,OAK,353,N
November,13,Sunday,1651,Afternoon,XE,BTR,IAH,253,N
March,16,Wednesday,1751,Afternoon,US,ELP,PHX,347,N
October,7,Friday,1459,Afternoon,UA,ORD,LAX,1745,N
May,7,Sunday,1857,Evening,CO,IAH,LGA,1416,N
November,19,Sunday,1249,Afternoon,FL,ATL,IAD,533,N
July,6,Tuesday,1346,Afternoon,NW,PHX,MEM,1263,Y
March,27,Sunday,1738,Afternoon,OO,CIC,SFO,153,Y
September,26,Monday,1628,Afternoon,WN,ABQ,PDX,1111,N
May,9,Sunday,1122,Morning,US,CLT,LAS,1916,N
May,9,Sunday,910,Morning,MQ,DFW,AMA,313,Y
April,17,Sunday,1700,Afternoon,EV,TRI,ATL,227,N
August,21,Sunday,625,Morning,F9,ATL,DEN,1199,N
October,11,Tuesday,640,Morning,OO,FAT,SLC,501,N
May,5,Thursday,958,Morning,US,BOS,LGA,185,N
July,23,Sunday,606,Morning,OO,EUG,SFO,451,N
December,11,Sunday,2104,Evening,B6,SAN,JFK,2446,N
December,6,Monday,1443,Afternoon,OO,DEN,MTJ,197,N
October,28,Thursday,820,Morning,OH,LGA,CHS,641,N
March,31,Thursday,1851,Evening,AA,DFW,LAX,1235,N
June,22,Tuesday,1716,Afternoon,OO,SLC,SUN,223,Y
August,29,Sunday,2045,Evening,DL,JFK,LAS,2248,N
May,26,Thursday,1938,Evening,F9,DEN,MSP,680,Y
January,18,Monday,1521,Afternoon,OO,XNA,DEN,616,N
October,13,Wednesday,1033,Morning,OO,LAX,ONT,47,N
May,28,Sunday,1900,Evening,EV,JAC,SLC,205,N
March,22,Monday,1331,Afternoon,AA,EWR,LAX,2454,N
July,17,Sunday,1548,Afternoon,AA,BOS,STL,1046,N
May,1,Sunday,1143,Morning,DL,MSP,ATL,906,N
March,2,Wednesday,1502,Afternoon,DL,TPA,ATL,406,Y
February,7,Sunday,628,Morning,B6,FLL,LGA,1076,N
May,6,Thursday,1637,Afternoon,AA,SAT,DFW,247,N
October,4,Monday,1904,Evening,AA,ORD,STL,258,N
November,23,Tuesday,1723,Afternoon,XE,CLE,TYS,403,Y
October,9,Sunday,1427,Afternoon,OO,FAT,DEN,844,N
June,15,Wednesday,1128,Morning,FL,ATL,EWR,745,N
January,18,Tuesday,1722,Afternoon,NW,PHL,DTW,453,Y
April,25,Monday,728,Morning,XE,IAH,CLT,913,N
June,11,Sunday,1440,Afternoon,FL,MDW,MSP,349,N
November,26,Sunday,1223,Afternoon,AA,ORD,PHX,1440,N
November,10,Thursday,824,Morning,WN,LAS,PHL,2176,N
April,23,Sunday,2051,Evening,US,PHL,FLL,992,Y
October,23,Sunday,1206,Afternoon,HP,PHX,AUS,872,N
June,11,Friday,1754,Afternoon,UA,IAH,DEN,861,N
November,19,Sunday,1723,Afternoon,DL,ATL,LGA,761,Y
June,28,Monday,1236,Afternoon,EV,ATL,PFN,247,N
December,17,Friday,1618,Afternoon,US,ORD,PHL,678,N
April,3,Sunday,802,Morning,OO,XNA,ORD,522,N
April,7,Wednesday,830,Morning,UA,IAD,SEA,2306,N
November,12,Sunday,1835,Evening,NW,LAX,MKE,1756,Y
August,31,Tuesday,1438,Afternoon,WN,ABQ,DAL,580,Y
January,31,Sunday,823,Morning,US,ABE,PHL,55,N
September,27,Monday,1845,Evening,XE,CRP,IAH,201,N
May,31,Tuesday,1643,Afternoon,AA,DFW,SAN,1171,N
October,22,Friday,2114,Evening,AS,ANC,SEA,1449,N
July,26,Tuesday,835,Morning,YV,DEN,COS,72,N
July,20,Tuesday,810,Morning,OO,RDM,SFO,462,Y
September,18,Sunday,945,Morning,WN,LAS,GEG,806,N
June,6,Monday,1200,Afternoon,AA,SAN,ORD,1723,N
January,28,Thursday,1211,Afternoon,MQ,DFW,PNS,604,N
September,11,Sunday,855,Morning,XE,EWR,CAE,602,N
October,28,Friday,739,Morning,MQ,CID,DFW,685,N
November,13,Sunday,2018,Evening,OO,LAX,SAN,109,N
March,5,Sunday,1723,Afternoon,WN,MDW,LAX,1750,Y
May,3,Monday,919,Morning,NW,ALB,DTW,488,N
March,18,Thursday,2107,Evening,XE,IAH,LCH,127,N
May,22,Sunday,1253,Afternoon,OO,MFR,SFO,329,Y
May,5,Thursday,937,Morning,AA,ORD,BOS,867,Y
August,23,Tuesday,1320,Afternoon,OH,MIA,JFK,1090,N
February,20,Sunday,1749,Afternoon,AA,MIA,DFW,1121,N
October,28,Thursday,1628,Afternoon,DL,PBI,ATL,545,Y
August,10,Tuesday,1824,Evening,WN,STL,BHM,410,Y
April,23,Friday,1445,Afternoon,WN,MAF,DAL,319,N
July,18,Monday,1645,Afternoon,UA,SAT,DEN,794,Y
March,2,Wednesday,1120,Morning,WN,PDX,LAS,762,N
September,11,Sunday,1252,Afternoon,OH,PNS,JFK,1028,N
January,5,Wednesday,1350,Afternoon,WN,BNA,AUS,756,N
August,24,Tuesday,2226,Evening,NW,DTW,MSN,312,N
September,22,Wednesday,1343,Afternoon,OO,LAX,SAN,109,N
April,9,Friday,1319,Afternoon,UA,ORD,EWR,719,N
June,4,Sunday,1705,Afternoon,OO,DEN,SLC,391,N
February,28,Sunday,530,Night,EV,STL,ATL,483,N
June,10,Friday,1307,Afternoon,FL,DFW,ATL,732,Y
January,3,Monday,1020,Morning,WN,PHX,BUF,1912,N
January,31,Sunday,1136,Morning,FL,BWI,FLL,925,N
March,22,Tuesday,656,Morning,MQ,SNA,SJC,342,N
November,28,Monday,1659,Afternoon,XE,DAY,CLE,162,N
May,9,Monday,637,Morning,XE,EWR,GSP,594,N
August,1,Sunday,1141,Morning,UA,PHX,DEN,602,N
October,15,Friday,2222,Evening,NW,SFO,DTW,2079,N
June,19,Sunday,857,Morning,MQ,CMH,ORD,296,N
March,16,Wednesday,1032,Morning,OH,CVG,ROA,282,N
March,4,Friday,1144,Morning,MQ,SYR,ORD,607,N
May,1,Sunday,1500,Afternoon,OO,SLC,PIH,150,N
July,6,Wednesday,743,Morning,AA,ORD,MCI,403,N
June,27,Monday,1838,Evening,AA,SFO,LAX,337,N
August,5,Thursday,1542,Afternoon,XE,IND,IAH,845,N
March,9,Wednesday,724,Morning,OO,BTM,SLC,357,Y
July,19,Monday,1535,Afternoon,WN,SMF,ONT,389,N
June,16,Thursday,759,Morning,DL,IAD,ATL,533,N
February,7,Sunday,717,Morning,NW,FNT,MSP,491,N
September,19,Monday,1113,Morning,MQ,ORD,CLE,316,N
October,19,Wednesday,1305,Afternoon,OO,SAN,LAX,109,Y
November,18,Thursday,1641,Afternoon,EV,DSM,ATL,743,N
September,28,Tuesday,1415,Afternoon,DL,MCO,ATL,403,N
March,31,Wednesday,1919,Evening,DL,CVG,CLE,221,N
November,13,Sunday,1048,Morning,XE,IAH,BHM,562,N
August,9,Monday,1128,Morning,MQ,ORD,FWA,157,N
October,26,Tuesday,1521,Afternoon,AA,MCI,DFW,460,N
December,23,Friday,1938,Evening,DL,ATL,HOU,696,Y
March,18,Friday,835,Morning,NW,PHL,MSP,980,N
April,18,Monday,1655,Afternoon,WN,LAS,MDW,1521,Y
March,28,Sunday,1322,Afternoon,HA,HNL,LIH,102,N
October,18,Tuesday,1328,Afternoon,WN,RDU,LAS,2027,N
November,23,Wednesday,2126,Evening,UA,LIH,LAX,2615,N
August,11,Wednesday,704,Morning,HP,SAN,PHX,304,N
September,29,Wednesday,916,Morning,NW,DTW,MCO,957,N
April,8,Thursday,2001,Evening,DL,ATL,RIC,481,Y
January,24,Monday,710,Morning,US,LAX,CLT,2125,N
September,23,Friday,840,Morning,UA,FLL,IAD,901,N
December,10,Friday,1048,Morning,XE,IAH,CMH,986,N
August,5,Thursday,1113,Morning,DL,MIA,ATL,595,N
December,10,Sunday,1340,Afternoon,OH,BNA,CVG,230,N
May,27,Thursday,654,Morning,US,DFW,DCA,1192,N
February,26,Friday,945,Morning,AS,KTN,WRG,82,N
November,21,Monday,1917,Evening,MQ,SFO,SNA,372,Y
November,22,Monday,1711,Afternoon,DL,ATL,LIT,453,N
June,22,Tuesday,1423,Afternoon,OO,DEN,BIL,455,N
June,12,Sunday,1202,Afternoon,WN,TPA,BWI,842,N
January,11,Monday,2040,Evening,OO,SLC,PSP,541,N
May,5,Thursday,755,Morning,WN,MCO,STL,880,N
October,6,Thursday,910,Morning,MQ,JFK,BOS,187,N
January,27,Wednesday,1920,Evening,FL,BWI,FLL,925,N
March,7,Sunday,1214,Afternoon,MQ,SYR,ORD,607,N
September,27,Tuesday,2102,Evening,OO,SMX,LAX,135,Y
October,9,Sunday,629,Morning,WN,MCI,LAS,1140,N
September,8,Thursday,1643,Afternoon,NW,ATL,DTW,594,Y
November,29,Monday,1110,Morning,WN,ONT,PHX,325,Y
January,23,Sunday,1542,Afternoon,OH,CVG,CHO,342,Y
June,5,Sunday,1314,Afternoon,DL,AUS,ATL,813,N
December,20,Monday,739,Morning,AA,ORD,BDL,783,N
June,24,Friday,1638,Afternoon,EV,ATL,VPS,264,Y
August,22,Sunday,1300,Afternoon,WN,MDW,DTW,229,N
September,12,Sunday,1552,Afternoon,US,PHL,JAX,742,Y
October,7,Thursday,630,Morning,AA,SAN,STL,1558,N
March,11,Thursday,1325,Afternoon,WN,FLL,MDW,1166,Y
September,5,Monday,2025,Evening,AS,PDX,SFO,550,Y
July,11,Monday,1744,Afternoon,UA,PDX,LAX,834,N
April,1,Thursday,807,Morning,NW,PHL,MSP,980,N
December,31,Friday,1629,Afternoon,HP,SLC,PHX,507,N
August,29,Sunday,755,Morning,WN,MDW,RDU,632,N
March,6,Sunday,1230,Afternoon,DL,LGA,DCA,214,N
August,1,Monday,1548,Afternoon,F9,BNA,DEN,1013,N
March,30,Tuesday,1434,Afternoon,OH,BHM,CVG,396,N
April,4,Sunday,1022,Morning,XE,IAH,XNA,438,N
July,13,Tuesday,859,Morning,HP,SFO,PHX,651,N
April,13,Tuesday,1328,Afternoon,DL,ATL,JAX,270,N
September,16,Thursday,1653,Afternoon,DL,SLC,CVG,1449,N
September,2,Friday,1723,Afternoon,EV,LFT,ATL,503,Y
November,4,Friday,1528,Afternoon,OO,LNK,ORD,466,Y
January,14,Friday,1528,Afternoon,MQ,ORD,ORF,717,N
July,13,Tuesday,1316,Afternoon,NW,MSP,MDW,349,Y
April,12,Monday,943,Morning,EV,ATL,DAY,432,N
July,20,Tuesday,632,Morning,OO,LAX,SAN,109,N
May,23,Sunday,813,Morning,DH,IAD,MCO,758,N
October,10,Monday,1051,Morning,XE,IND,IAH,845,N
February,1,Monday,1325,Afternoon,DL,BDL,CVG,661,N
May,10,Monday,2153,Evening,AS,SEA,FAI,1533,N
May,9,Sunday,1050,Morning,UA,ORD,BWI,622,N
April,15,Thursday,535,Night,FL,PIT,ATL,526,N
June,30,Thursday,731,Morning,MQ,SHV,DFW,190,N
October,27,Wednesday,715,Morning,NW,AUS,MSP,1042,N
July,16,Sunday,1957,Evening,AA,DFW,LAX,1235,N
July,8,Thursday,2145,Evening,AA,ORD,DTW,235,N
August,12,Friday,1554,Afternoon,FL,ATL,SRQ,445,N
August,2,Monday,1725,Afternoon,AA,DFW,BOS,1562,Y
November,15,Tuesday,827,Morning,NW,FNT,DTW,56,N
June,15,Wednesday,800,Morning,AA,LGA,ATL,761,N
June,28,Tuesday,542,Night,OO,TUS,LAX,451,N
November,13,Sunday,2210,Evening,WN,SMF,LAX,373,Y
December,23,Friday,2102,Evening,MQ,ORD,RIC,642,Y
July,20,Tuesday,954,Morning,DL,ATL,MSP,906,Y
February,9,Wednesday,1427,Afternoon,DL,TLH,ATL,223,N
March,7,Monday,1803,Evening,NW,MSN,DTW,312,N
July,23,Friday,1605,Afternoon,DH,TPA,IAD,810,N
December,19,Sunday,1450,Afternoon,OO,SLC,SBA,615,N
April,27,Tuesday,719,Morning,AA,MIA,IAH,964,N
October,27,Wednesday,706,Morning,DL,TPA,ATL,406,N
August,18,Thursday,802,Morning,AA,ORD,LGA,733,N
June,27,Monday,1156,Morning,AA,SFO,DFW,1464,N
June,14,Monday,2115,Evening,EV,CVG,HSV,325,N
June,1,Tuesday,1536,Afternoon,MQ,RDU,BDL,532,Y
October,3,Sunday,645,Morning,WN,OAK,BUR,325,N
September,23,Friday,940,Morning,MQ,DFW,CLE,1021,Y
January,12,Wednesday,1839,Evening,DL,ATL,BWI,576,N
March,7,Sunday,948,Morning,DL,ATL,SLC,1589,N
July,27,Tuesday,1008,Morning,NW,LEX,DTW,296,N
October,26,Wednesday,1232,Afternoon,DL,JAX,ATL,270,Y
May,3,Monday,620,Morning,WN,LAS,RNO,345,N
August,7,Sunday,930,Morning,WN,PDX,SMF,479,N
December,1,Thursday,1929,Evening,DL,SAT,ATL,874,Y
June,4,Sunday,1618,Afternoon,NW,LIT,MEM,129,N
August,5,Friday,1915,Evening,WN,MDW,CLE,307,Y
