Category,Description,Ash,Beta Carotene,Carbohydrate,Cholesterol,Fiber,Kilocalories,Lutein and Zeaxanthin,Lycopene,Manganese,Niacin,Protein,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Fat: Monosaturated Fat,Fat: Polysaturated Fat,Fat: Saturated Fat,Fat: Total Lipid,Major Minerals: Calcium,Major Minerals: Copper,Major Minerals: Iron,Major Minerals: Magnesium,Major Minerals: Phosphorus,Major Minerals: Potassium,Major Minerals: Sodium,Major Minerals: Zinc,Vitamins: Vitamin A - IU,Vitamins: Vitamin A - RAE,Vitamins: Vitamin B12,Vitamins: Vitamin B6,Vitamins: Vitamin C,Vitamins: Vitamin E,Vitamins: Vitamin K
Bread,"Bread,Rice Bran,Toasted",2.2,0,47.3,0,5.300000191,264,51,0,1.521,6.662,9.7,0,0.293,31.2,5.079999924,0.568,35.9,1.798,1.913,0.771,5,75,0.182,3.92,76,174,212,478,1.38,1,0,0,0.208,0,0.71,1.1
Bread,"Bread,Wheat Germ,Toasted",2.4,2,54.3,1,2.299999952,293,58,0,1.259,4.548,10.7,0,0.379,30.5,4.139999866,0.332,29.3,1.432,0.751,0.738,3.3,100,0.202,3.88,38,175,285,621,1.46,4,0,0.07,0.096,0.3,0.57,1.2
Muffins,"Muffins,Blueberry,Toaster-Type,Tstd",1.9,3,56.7,5,1.899999976,333,20,0,0.47,1.934,4.9,101,0.278,18.7,12.94999981,0.204,26.4,2.371,5.477,1.551,10.1,14,0.1,0.54,15,192,88,509,0.48,341,101,0.01,0.028,0,0.98,20.8
Muffins,"Muffins,Wheat Bran,Toaster-Type W/Raisins,Tstd",2.6,1,55.5,9,8.199999809,313,48,0,0.433,2.317,5.5,56,0.287,20.3,23.06999969,0.204,27,2.221,4.918,1.5,9.4,39,0.12,2.83,21,284,177,527,0.44,190,56,0.02,0.056,0,0.98,17.4
Pancakes,"Pancakes,Bttrmlk,Prep From Recipe",2.2,0,28.7,58,0,227,0,0,0.203,1.577,6.8,29,0.292,15.1,0,0.204,52.5,2.361,4.486,1.832,9.3,157,0.052,1.7,15,139,145,522,0.62,105,30,0.18,0.045,0.4,0,0
Rolls,"Rolls,Dinner,Pln,Prep From Recipe,Made W/Lofat (2%) Milk",1.7,0,53.4,35,1.899999976,316,0,0,0.401,3.448,8.5,84,0.408,22.8,0,0.393,29.1,2.881,2.006,1.795,7.3,60,0.114,2.96,19,126,152,415,0.7,338,87,0.14,0.06,0.2,0,0
Pie Crust,"Pie Crust,Cookie-Type,Prep From Recipe,Choc Wafer,Chilled",2,156,54.4,1,1.5,506,8,0,0.519,2.138,5.1,198,0.208,4.3,22.10000038,0.154,7.3,14.729,7.713,6.732,31.1,30,0.346,3,40,105,168,672,0.82,921,211,0.02,0.002,0,2.83,25.5
Pie Crust,"Pie Crust,Cookie-Type,Prep Fr Recipe,Graham Cracker,Chilled",1.5,143,63.9,0,1.5,484,31,0,0.453,2.091,4.1,179,0.172,5.9,37.56999969,0.102,6.1,11.142,6.769,5.092,24.4,20,0.122,2.12,18,64,86,560,0.46,833,191,0.02,0.035,0,2.28,24.2
Crackers,"Crackers,Matzo,Egg&Onion",1.8,0,77.1,45,5,391,0,0,0.82,4.891,10,7,0.437,36.5,0,0.558,7.2,0.987,1.001,0.936,3.9,36,0.08,4.37,30,89,83,285,0.73,24,7,0.22,0.111,0.2,0,0
Pie Crust,"Pie Crust,Cookie-Type,Prep From Recipe,Vanilla Wafer,Chilled",1.4,197,50.2,39,0.100000001,531,27,0,0.178,2.113,3.7,253,0.229,7.7,7.329999924,0.189,8.5,15.647,10.682,7.434,36.2,42,0.068,1.63,10,78,79,515,0.24,1172,269,0.09,0.052,0.1,3.06,34
Pie Crust,"Pie Crust,Standard-Type,Prep From Recipe,Unbaked",1.5,0,42.3,0,3.400000095,469,9,0,0.383,2.943,5.7,0,0.246,18.8,0.150000006,0.348,19.7,13.5,8.119,7.674,30.8,9,0.081,2.57,12,60,59,482,0.39,0,0,0,0.022,0,0.28,13.2
Waffles,"Waffles,Pln,Frz,Ready -To-Heat,Tstd",3.32,1,49.29,15,2.400000095,312,51,0,0.299,8.888,7.19,398,0.704,12.6,5.019999981,0.525,30.59,4.914,2.197,1.638,9.61,307,0.031,6.91,24,429,144,730,0.53,1331,398,2.9,1.044,0,0.98,6.8
Bagels,"Bagels,Pln,Enr,Wo/Ca Prop (Incl Onion,Poppy,Sesame)",1.8,0,53.4,0,2.299999952,275,0,0,0.54,4.562,10.5,0,0.315,0,0,0.538,32.6,0.131,0.696,0.22,1.6,18,0.163,3.56,29,96,101,534,0.88,0,0,0,0.051,0,0,0
Bagels,"Bagels,Pln,Unenr,W/Ca Prop (Incl Onion,Poppy,Sesame)",1.8,0,53.4,0,2.299999952,275,0,0,0.54,1.758,10.5,0,0.052,0,0,0.163,32.6,0.131,0.696,0.22,1.6,74,0.163,1.36,29,96,101,534,0.88,0,0,0,0.051,0,0,0
Bagels,"Bagels,Pln,Unenr,Wo/Ca Prop (Incl Onion,Poppy,Sesame)",1.8,0,53.4,0,2.299999952,275,0,0,0.54,1.758,10.5,0,0.052,0,0,0.163,32.6,0.131,0.696,0.22,1.6,18,0.163,1.36,29,96,101,534,0.88,0,0,0,0.051,0,0,0
Bread,"Bread,Cornbread,Dry Mix,Unenr (Incl Corn Muffin Mix)",3.6,0,69.5,2,6.5,418,0,0,0.315,0.937,7,0,0.02,0,0,0.046,7.8,6.719,1.682,3.091,12.2,57,0.085,0.59,24,489,113,1111,0.57,115,6,0.09,0.128,0.1,0,0
Bread,"Bread,Pita,White,Unenr",1.9,0,55.7,0,2.200000048,275,0,0,0.481,2.142,9.1,0,0.097,0,0,0.267,32.1,0.105,0.535,0.166,1.2,86,0.168,1.4,26,97,120,536,0.84,0,0,0,0.034,0,0,0
Bread,"Bread,Raisin,Unenriched",1.8,0,52.3,0,4.300000191,274,0,0,0.501,1.495,7.9,0,0.173,0,0,0.177,33.6,2.294,0.679,1.081,4.4,66,0.198,1.83,26,109,227,390,0.72,0,0,0,0.069,0.1,0,0
Bread,"Bread,White,Commly Prep,Lo Na No Salt",1.9,0,49.5,1,2.299999952,267,44,0,0.383,3.969,8.2,0,0.341,22.6,4.309999943,0.472,36.7,1.612,0.744,0.811,3.6,108,0.126,3.03,24,94,119,27,0.62,0,0,0.03,0.064,0,0.22,3.1
Coffeecake,"Coffeecake,Cinn W/Crumb Topping,Commly Prep,Unenr",1.4,0,46.7,32,2,418,0,0,0.451,0.88,6.8,33,0.095,0,0,0.135,21.9,12.976,3.12,5.797,23.3,54,0.125,0.78,22,108,123,351,0.81,111,33,0.18,0.027,0.3,0,0
Cake,"Cake,Pound,Commly Prep,Other Than All Butter,Unenr",1.4,0,52.5,58,1,389,0,0,0.088,0.342,5.2,35,0.124,0,0,0.024,23.1,9.935,2.251,4.647,17.9,64,0.054,0.6,13,134,106,400,0.39,118,35,0.14,0.023,0.1,0,0
Cake,"Cake,White,Dry Mix,Pudding-Type,Unenr",2.2,0,81,0,0.699999988,423,0,0,0.278,0.97,3.9,0,0.06,0,0,0.08,3.5,4.092,2.544,2.34,9.5,77,0.056,0.52,9,277,72,665,0.25,0,0,0.04,0.018,0,0,0
Cake,"Cake,Yel,Dry Mix,Reg,Unenr",2.3,0,78.1,2,1.100000024,432,0,0,0.191,0.309,4.4,0,0.049,0,0,0.082,3.7,4.86,4.378,1.738,11.6,135,0.072,0.48,10,310,82,657,0.27,1,0,0.1,0.077,0.2,0,0
Cookies,"Cookies,Butter,Commly Prep,Unenr",1.5,0,68.9,117,0.800000012,467,0,0,0.17,0.32,6.1,151,0.071,0,0,0.066,4.6,5.522,0.982,11.051,18.8,29,0.2,0.29,12,102,111,351,0.38,673,160,0.36,0.036,0,0,0
Cookies,"Cookies,Choc Chip,Commly Prep,Reg,Higher Fat,Unenr",1.1,0,66.8,0,2.5,481,0,0,0.449,0.473,5.4,0,0.06,0,0,0.059,4.1,11.671,2.367,7.476,22.6,25,0.212,1,31,108,135,315,0.64,4,0,0.01,0.056,0,0,0
Cookies,"Cookies,Ladyfingers,Wo/Lemon Juc&Rind",1.1,0,59.7,221,1,365,0,0,0.24,2.104,10.6,167,0.428,0,0,0.284,19.5,4.253,1.611,3.477,9.1,47,0.095,3.58,12,173,113,147,1.14,556,167,0.75,0.122,0,0,0
Crackers,"Crackers,Melba Toast,Pln,Wo/Salt",3,0,76.6,0,6.300000191,390,0,0,1.13,4.113,12.1,0,0.273,0,0,0.413,5.1,0.782,1.282,0.445,3.2,93,0.289,3.7,59,196,202,19,2.01,0,0,0,0.098,0,0,0
Crackers,"Crackers,Saltines,Lo Salt (Incl Oyster,Soda,Soup)",3.28,0,74.34,0,2.900000095,421,17,0,0.838,5.235,9.5,0,0.331,6.4,2.220000029,0.611,4.03,2.247,4.068,2.001,8.85,119,0.156,5.13,25,111,724,636,0.82,0,0,0.09,0.06,0,1.12,15.4
Crackers,"Crackers,Saltines,Unsalted Tops (Incl Oyster,Soda,Soup)",3.3,0,71.5,0,3,434,0,0,0.695,5.249,9.2,0,0.462,0,0,0.565,4.1,6.422,1.679,2.932,11.8,119,0.199,5.4,27,105,128,766,0.77,0,0,0,0.038,0,0,0
Crackers,"Crackers,Std Snack-Type,Reg,Lo Salt",2.8,0,61,0,1.600000024,502,11,0,0.556,4.048,7.4,0,0.342,6.6,1.789999962,0.408,3.5,10.64,9.545,3.776,25.3,120,0.213,3.6,27,228,355,373,0.68,0,0,0,0.053,0,2.03,6.3
Crackers,"Crackers,Wheat,Low Salt",2.8,0,64.9,0,4.5,473,81,0,1.781,4.961,8.6,0,0.327,33.7,13.03999996,0.505,3.1,11.448,2.796,5.178,20.6,49,0.318,4.4,62,220,203,283,1.6,0,0,0,0.136,0,0.5,9.6
Crackers,"Crackers,Whole-Wheat,Lo Salt",2.7,0,68.6,0,10.5,443,179,0,2.247,4.519,8.8,0,0.1,14.7,0.370000005,0.201,2.7,5.88,6.596,3.393,17.2,50,0.444,3.08,99,295,297,247,2.15,0,0,0,0.183,0,0.86,8.3
Danish Pastry,"Danish Pastry,Cinn,Unenr",1.7,0,44.6,21,1.200000048,403,0,0,0.362,1.1,7,4,0.1,0,0,0.18,24.3,12.515,2.933,5.681,22.4,71,0.1,0.78,19,107,125,371,0.72,12,4,0.1,0.038,0.2,0,0
Danish Pastry,"Danish Pastry,Fruit,Unenr (Incl Appl,Cinn,Raisin,Strawberry)",1.2,0,47.8,40,1.899999976,371,0,0,0.253,0.769,5.4,22,0.092,0,0,0.065,27.1,5.937,1.508,2.826,18.5,46,0.065,0.75,15,89,83,354,0.54,74,22,0.13,0.04,3.9,0,0
Bread,"Bread,White,Commly Prep,Tstd,Lo Na No Salt",2.1,0,54.4,1,0,293,0,0,0.421,3.926,9,0,0.337,0,0,0.415,30.4,1.771,0.818,0.892,4,119,0.138,3.33,26,103,131,30,0.68,0,0,0.02,0.063,0,0,0
Danish Pastry,"Danish Pastry,Lemon,Unenr",1.2,0,47.8,40,1.899999976,371,0,0,0.253,0.769,5.4,53,0.092,0,0,0.065,27.1,5.937,1.508,2.826,18.5,46,0.065,0.75,15,89,83,354,0.54,175,53,0.09,0.04,3.9,0,0
Crackers,"Crackers,Chs,Lo Na",3.3,63,58.2,13,2.400000095,503,34,0,0.629,4.671,10.1,11,0.428,8.6,0.280000001,0.57,3.1,11.852,2.457,9.638,25.3,151,0.21,4.77,36,218,106,458,1.13,156,17,0.46,0.553,0,0.3,11.2
Danish Pastry,"Danish Pastry,Raspberry,Unenr",1.2,0,47.8,40,1.899999976,371,0,0,0.253,0.769,5.4,60,0.092,0,0,0.065,27.1,5.937,1.508,2.826,18.5,46,0.065,0.75,15,89,83,354,0.54,200,60,0.09,0.04,3.9,0,0
Doughnuts,"Doughnuts,Yeast-Leavened,Glazed,Unenr (Incl Honey Buns)",1.1,0,44.3,6,1.200000048,403,0,0,0.263,0.65,6.4,4,0.067,0,0,0.89,25.4,12.865,2.902,5.813,22.8,43,0.169,0.6,22,93,108,342,0.77,14,4,0.09,0.057,0.1,0,0
English Muffins,"English Muffins,Pln,Enr,Wo/Ca Prop (Incl Sourdough)",2.2,0,46,0,2.700000048,235,0,0,0.357,3.884,7.7,0,0.281,0,0,0.442,42.1,0.302,0.888,0.259,1.8,52,0.129,2.5,21,133,131,464,0.7,0,0,0.04,0.043,0,0,0
English Muffins,"English Muffins,Pln,Unenr,W/Ca Prop (Incl Sourdough)",2.2,0,46,0,2.700000048,235,0,0,0.357,1.566,7.7,0,0.154,0,0,0.181,42.1,0.302,0.888,0.259,1.8,174,0.129,0.89,21,133,131,464,0.7,0,0,0.04,0.043,0,0,0
English Muffins,"English Muffins,Pln,Unenr,Wo/Ca Prop (Incl Sourdough)",2.2,0,46,0,2.700000048,235,0,0,0.357,1.566,7.7,0,0.154,0,0,0.181,42.1,0.302,0.888,0.259,1.8,52,0.129,0.89,21,133,131,464,0.7,0,0,0.04,0.043,0.1,0,0
Pie,"Pie,Appl,Commly Prep,Unenr Flr",0.9,0,34,0,1.600000024,237,0,0,0.182,1.123,1.9,28,0.158,0,0,0.134,52.2,4.388,2.198,3.797,11,11,0.046,1.21,7,24,65,266,0.16,124,29,0.01,0.038,3.2,0,0
Pie,"Pie,Fried Pies,Cherry",1.1,0,42.6,0,2.599999905,316,0,0,0.224,1.425,3,0,0.106,2.4,0,0.141,37.6,7.449,5.376,2.457,16.1,22,0.047,1.22,10,43,65,374,0.23,172,9,0.08,0.03,1.3,0,0
Pie,"Pie,Fried Pies,Lemon",1.1,0,42.6,0,2.599999905,316,0,0,0.224,1.425,3,0,0.106,2.4,0,0.141,37.6,7.449,5.376,2.457,16.1,22,0.047,1.22,10,43,65,374,0.23,32,2,0.08,0.03,0,0,0
Pie Crust,"Pie Crust,Standard-Type,Frz,Rtb,Unenr",1.8,0,44.1,0,0.899999976,457,0,0,0.547,0.55,3.9,0,0.01,0,0,0.05,21,12.414,11,4.357,29.2,18,0.068,0.38,16,53,98,576,0.3,0,0,0.03,0.071,0,0,0
Popovers,"Popovers,Dry Mix,Unenr",2.6,0,71,0,0,371,0,0,0.741,1.041,10.4,0,0.026,0,0,0.101,11.7,1.984,0.823,0.983,4.3,32,0.174,0.82,25,100,100,906,0.88,0,0,0.08,0.042,0.1,0,0
Taco Shells,"Taco Shells,Bkd,Wo/ Salt",1.8,0,62.4,0,7.5,468,0,0,0.435,1.35,7.2,0,0.053,0,0,0.228,6,8.934,8.494,3.245,22.6,160,0.12,2.5,105,248,179,15,1.4,0,0,0,0.296,0,0,0
Tortillas,"Tortillas,Rtb Or -Fry,Corn,Wo/ Salt",1.2,0,46.6,0,5.199999809,222,0,0,0.402,1.498,5.7,0,0.073,0,0,0.112,44.1,0.649,1.122,0.334,2.5,175,0.154,1.4,65,314,154,11,0.94,0,0,0,0.219,0,0,0
Tortillas,"Tortillas,Rtb Or -Fry,Flr,Wo/ Ca",1.8,0,55.6,0,3.299999952,325,0,0,0.462,3.572,8.7,0,0.293,23.4,0,0.531,26.8,3.768,1.063,1.745,7.1,39,0.267,3.3,26,124,131,478,0.71,0,0,0,0.05,0,0,0
Cake,"Cake,Pound,Commly Prep,Fat-Free",1.5,0,61,0,1.100000024,283,2,0,0.137,0.686,5.4,29,0.302,5.3,34.34000015,0.125,31,0.166,0.424,0.259,1.2,43,0.058,2.06,10,146,110,341,0.31,95,29,0,0.012,0,0.01,0.1
Cake,"Cake,Snack Cakes,Cupcakes,Choc,W/Frstng,Low-Fat",2,0,67.2,0,4.300000191,305,0,0,0.223,0.715,4.3,0,0.133,5.5,0,0.035,22.8,1.849,0.487,1.084,3.7,36,0.176,1.54,25,183,224,413,0.55,0,0,0,0.007,0,0,0
Cake,"Cake,Yellow,Dry Mix,Light",2.6,0,84.1,0,1.299999952,404,0,0,0.228,1.569,4.7,4,0.211,3.1,0,0.172,3.1,2.973,0.796,1.367,5.5,155,0.063,1.31,10,324,65,604,0.33,13,4,0.11,0.026,0,0,0
Cookies,"Cookies,Oatmeal,Commly Prep,Fat-Free",1.5,0,78.6,0,7.300000191,326,34,0,0.793,1.193,5.9,0,0.241,8,41.90000153,0.142,12.5,0.388,0.635,0.314,1.5,40,0.215,2.19,35,105,212,298,0.64,0,0,0,0.065,0,0.16,1.3
Crackers,"Crackers,Saltines,Fat-Free,Low-Sodium",2.2,0,82.3,0,2.700000048,393,9,0,0.637,5.714,10.5,0,0.59,21.4,0.379999995,0.518,3.4,0.142,0.685,0.244,1.6,22,0.145,7.72,26,113,115,636,0.94,0,0,0,0.085,0,0.12,4.9
Breakfast Tart,"Breakfast Tart,Lofat",1.18,3,76.8,0,1.5,372,4,0,0,3.8,3.99,285,0.549,12.9,4.869999886,0.285,12.04,3.338,0.878,1.393,5.99,44,0.073,3.42,44,93,66,252,0.28,950,285,0,0.38,3.8,0.53,0.4
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Appl Cinn",0.94,0,72.02,0,1.100000024,395,0,0,0,3.8,4.4,0,0.33,0,33.70000076,0.29,12.5,5.87,2.6,1.69,10.2,23,0.04,3.5,11,53,91,334,0.65,962,0,0,0.38,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Blueberry",1.19,0,68.38,0,1.100000024,408,0,0,0,3.8,4.6,0,0.33,0,30.89999962,0.29,12.5,6.5,4.81,2.02,13.3,24,0.15,3.5,16,88,95,398,1.27,962,0,0,0.38,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Blueberry",1.19,0,71.77,0,1.100000024,391,0,0,0,3.8,4.6,0,0.33,0,31.20000076,0.29,12.5,6.83,1.13,1.98,10,24,0.15,3.5,16,85,95,398,1.23,962,0,0,0.38,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Brwn Sugar Cinn",1.36,0,64.4,0,1.5,438,0,0,0,4,5.4,0,0.34,0,25.39999962,0.3,10.5,7.14,9.14,2.08,18.4,31,0.08,3.6,16,63,135,428,1.22,1000,0,0,0.4,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Trts,Frstd Br Sgr Cin",1.26,0,68.32,0,1.299999952,422,0,0,0,4,5,0,0.34,0,30.79999924,0.3,10.5,7.88,4.76,2.26,14.8,29,0.08,3.6,15,93,111,369,2.42,1000,0,0,0.4,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Poptarts,Cherry",1.23,0,71.19,0,1.100000024,393,0,0,0,3.8,4.6,0,0.33,0,31.70000076,0.29,12.5,5.73,3,1.67,10.4,28,0.15,3.5,16,85,114,423,1.23,962,0,0,0.38,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Cherry",1.1,0,71.96,0,1,393,0,0,0,3.85,4.2,0,0.33,0,36,0.29,12.5,6.69,1.58,1.94,10.2,25,0.19,3.5,14,80,95,423,1.46,962,0,0,0.39,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Choc Fudg",1.3,0,71.8,0,1.100000024,387,0,0,0,3.8,5.1,0,0.3,0,38,0.3,12.5,5.2,2.2,1.9,9.3,38,0.2,3.5,29,84,158,390,0.5,962,0,0,0.4,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellog Pop Tarts,Frstd Choc Van Crm",1.44,0,70.84,0,1,391,0,0,0,3.8,5,0,0.33,0,37.29999924,0.29,12.5,6.19,1.98,1.94,10.2,30,0.1,3.5,22,69,120,441,1.2,962,0,0,0.4,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Grape",1.12,0,72.25,0,1,391,0,0,0,3.8,4.4,0,0.33,0,35.40000153,0.29,12.5,5.9,2.15,1.73,9.8,23,0.1,3.5,21,89,115,381,1.3,962,0,0,0.4,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Raspberry",1.08,0,71.54,0,1,395,0,0,0,3.8,4.2,0,0.33,0,35.40000153,0.29,12.5,6.17,2.56,1.88,10.6,22,0.08,3.5,16,88,85,406,1.21,962,0,0,0.4,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,S'Mores",1.2,0,69.6,0,1.399999976,392,0,0,0,3.8,6.2,0,0.3,0,36.5,0.3,12.5,5.9,1.8,2.8,10.5,29,0.1,3.5,21,75,125,382,0.4,962,0,0,0.4,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Strawberry",1.2,0,71,0,1.100000024,394,0,0,0,3.8,4.7,0,0.3,0,33,0.3,12.5,6.2,1.5,2.9,10.5,24,0,3.5,11,55,93,355,0.3,962,0,0,0.4,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellog'S Pop Tarts,Frstd Strawberry",1.1,0,72.4,0,1,390,0,0,0,3.8,4.4,0,0.3,0,37.5,0.3,12.5,5.6,1.4,2.6,9.6,22,0,3.5,10,51,85,325,0.3,962,0,0,0.4,0,0,0
Toaster Pastries,"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Wld Berry",1,0,72.9,0,1,388,0,0,0,3.7,4.3,0,0.3,0,38.79999924,0.3,12.5,5.4,1.3,2.6,9.2,21,0,3.3,10,49,82,311,0.3,926,0,0,0.4,0,0,0
Kellogg,"Kellogg,Kellogg'S Lofat Pop Tarts,Frstd Brown Sugar Cinn",1,0,78.3,0,1.200000048,376,0,0,0,4,4.7,0,0.3,0,36.20000076,0.3,10.5,2.9,1.3,1.2,5.5,14,0.1,3.6,10,45,61,419,0.3,1000,0,0,0.4,0,0,0
Kellogg,"Kellogg,Kellogg'S Lofat Pop Tarts,Frstd Choc Fudge",1.4,0,76,0,1.100000024,366,0,0,0,3.8,5.1,0,0.3,0,36.20000076,0.3,12.5,2.4,1.7,1,5.8,26,0.2,3.5,28,76,119,478,0.5,962,0,0,0.4,0,0,0
Kellogg,"Kellogg,Kellogg'S Lofat Pop Tarts,Strawberry",1,0,76.6,0,1.200000048,369,0,0,0,3.8,4.5,0,0.3,0,35.79999924,0.3,12.5,2.9,1.3,1.2,5.5,11,0,3.5,9,43,54,424,0.3,962,48,0,0.4,0,0,0
Kellogg,"Kellogg,Kellogg'S Lofat Pop Tarts,Frstd Strawberry",0.9,0,77.5,0,1.100000024,367,0,0,0,3.8,4.1,0,0.3,0,39.90000153,0.3,12.5,2.7,2,1.1,5.8,10,0,3.5,8,39,49,387,0.3,962,0,0,0.4,0,0,0
Kellogg,"Kellogg,Kellogg'S Eggo,Bttrmlk Pancake",1.96,0,38.1,11,1.100000024,233,0,0,0,3.45,6,0,0.29,0,8.199999809,0.26,47.2,2.94,2.13,1.44,6.69,35,0,3.1,18,341,103,530,0.6,862,0,1.03,0.35,1.4,0,0
Kellogg,"Kellogg,Kellogg'S Eggo,Banana Bread Waffles",0.9,0,41.6,0,2.5,272,0,0,0,5.1,6.8,0,0.4,0,6.699999809,0.4,41.2,5.28,2.51,1.71,9.5,51,0,4.6,18,341,180,359,0.6,1282,0,1.5,0.5,1.4,0,0
Kellogg,"Kellogg,Kellogg'S Nutri-Grain Crl Bars,Mxd Berry",0.8,0,72.8,0,1.899999976,370,0,0,0,13.5,4.3,0,1.1,0,33.59999847,1,14.5,5,1.1,1.5,7.6,39,0.1,4.9,26,98,188,297,4.1,2027,0,0,1.4,0,0,0
No Category,Kellogg'S Eggo Lowfat Homestyle Waffles,1.79,0,44.15,25,1,236,0,0,0,7.41,7.06,0,0.74,0,2.920000076,0.88,43.44,1,1.07,0.9,3.56,58,0,5.56,68,81,143,442,0,1447,0,1.57,0.47,0,0,0
No Category,Kellogg'S Eggo Lowfat Nutri - Grain Waffles,2.5,0,40.27,0,3.700000048,203,0,0,0,5.13,6.28,0,0.44,0,5.730000019,0.38,47.75,1.34,0.9,0.47,3.2,61,0,4.62,56,81,72,614,0,1282,0,1.54,0.51,0,0,0
No Category,Kellogg'S Eggo Lowfat Blueberry Nutri - Grain Waffles,2.45,0,42.71,0,3.5,208,0,0,0,5.13,5.95,0,0.44,0,8.890000343,0.38,46.06,1.15,0.8,0.41,2.83,61,0,4.62,54,77,68,591,0,1282,0,1.54,0.51,0,0,0
Kellogg'S Pop-Tarts Pastry Swirls,"Kellogg'S Pop-Tarts Pastry Swirls,Appl Cinn Danish",1,0,59.7,0,1.399999976,413,0,0,0,0,4.8,0,0,0,17.70000076,0,16.8,5.8,7.1,4.8,17.7,32,0,1.74,0,0,0,306,0,0,0,0,0,0,0,0
Kellogg'S Pop-Tarts Pastry Swirls,"Kellogg'S Pop-Tarts Pastry Swirls,Strawberry Danish",1.18,0,60,0,1.799999952,410,0,0,0,0,4.8,0,0,0,25.79999924,0,16.32,5.8,7.1,4.8,17.7,32,0,1.74,0,0,0,274,0,0,0,0,0,0,0,0
Kellogg'S Pop-Tarts Pastry Swirls,"Kellogg'S Pop-Tarts Pastry Swirls,Chs Danish",1.55,0,59.1,1,0.5,407,0,0,0,0,4.8,0,0,0,19.39999962,0,16.85,5.8,7.1,4.8,17.7,64,0,1.74,0,0,0,290,0,0,0,0,0,0,0,0
No Category,Kellogg'S Eggo Golden Oat Waffles,1.83,0,37.52,1,3.5,198,0,0,0,5.1,6.83,0,0.5,0,3.470000029,0.4,50.6,1.067,1.067,0.6,3.22,66,0,4.6,44,323,191,385,0,1282,0,1.5,0.5,0.8,0,0
Archway Home Style Cookies,"Archway Home Style Cookies,Sugar Free Oatmeal",1.34,0,67.2,0,1.899999976,442,0,0,0,1.81,5.54,0,0.17,0,1.25999999,0.27,5,7.86,1.31,4.9,20.92,20,0,1.96,0,0,87,308,0,1,0,0,0,0,0,0
Archway Home Style Cookies,"Archway Home Style Cookies, Sugar Free Rocky Road",1.89,0,64.41,0,2.799999952,466,0,0,0,1.81,5.87,0,0.19,0,0.709999979,0.23,7.3,7.19,4.16,5.05,20.52,174,0,3.16,0,0,257,282,0,19,0,0,0,0,0,0
Archway Home Style Cookies,"Archway Home Style Cookies, Apple Filled Oatmeal",1.55,0,67.21,6,1.700000048,393,0,0,0,1.9,4.47,0,0.17,0,32.38000107,0.28,14.99,4.76,1.02,2.7,11.78,32,0,2.38,0,0,180,331,0,9,0,0,0,0,0,0
Archway Home Style Cookies,"Archway Home Style Cookies, Apricot Filled",1.46,0,65.86,6,2.200000048,400,0,0,0,2.23,4.52,0,0.18,0,30.05999947,0.27,14.99,4.11,1.1,5.12,13.17,20,0,2.36,0,0,135,318,0,60,0,0,0,0,0,0
Archway Home Style Cookies,"Archway Home Style Cookies, Cherry Filled",1.5,0,64.75,21,2,405,0,0,0,2.03,4.62,0,0.24,0,31.30999947,0.27,15.01,4.5,1.09,5.57,14.12,25,0,2.29,0,0,138,347,0,51,0,0,0,0,0,0
Archway Home Style Cookies,"Archway Home Style Cookies, Chocolate Chip Drop",1.64,0,63.28,12,1.600000024,407,0,0,0,2.08,3.95,0,0.17,0,28.96999931,0.25,15.81,5.4,1,5.29,15.33,14,0,2.18,0,0,95,393,0,11,0,0,0,0,0,0
Archway Home Style Cookies,"Archway Home Style Cookies, Chocolate Chip Ice Box",1.28,0,65.02,13,2,497,0,0,0,2.06,4.28,0,0.17,0,34.06000137,0.25,5.01,8.94,1.43,8.08,24.4,14,0,2.63,0,0,127,270,0,16,0,0,0,0,0,0
Archway Home Style Cookies,"Archway Home Style Cookies, Coconut Macaroon",1.71,0,61.23,0,5.099999905,460,0,0,0,0.22,3.02,0,0.06,0,45.15999985,0.02,11.5,1.61,0.81,20.1,22.55,5,0,0.82,0,0,123,241,0,0,0,0,0,0,0,0
