age,type of employment,estimated number of people represented,education level,marital status,occupation,relationship,race,gender,capital gains,capital losses,hours of work per week,native-country,income
18,Private,154089,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
43,Private,50197,10th,Separated,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
26,Private,132572,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,0,0,32,United-States,<=50K
47,Private,238185,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,112754,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,>50K
21,Unknown,357029,Some-college,Married-civ-spouse,Unknown,Wife,Black,Female,2105,0,20,United-States,<=50K
32,State-gov,213389,Some-college,Divorced,Protective-serv,Unmarried,White,Female,0,1726,38,United-States,<=50K
48,Self-emp-inc,287647,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United-States,>50K
39,Private,150061,Masters,Divorced,Exec-managerial,Unmarried,Black,Female,15020,0,60,United-States,>50K
58,Self-emp-inc,143266,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
55,Self-emp-not-inc,68006,7th-8th,Never-married,Other-service,Other-relative,White,Female,0,0,60,United-States,<=50K
40,Private,287079,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States,<=50K
33,Private,223212,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
74,Self-emp-not-inc,173929,Doctorate,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,>50K
49,Self-emp-not-inc,182211,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States,<=50K
56,Self-emp-not-inc,62539,11th,Widowed,Other-service,Unmarried,White,Female,0,0,65,Greece,>50K
29,Private,157612,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,14344,0,40,United-States,>50K
25,Private,305472,Assoc-acdm,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,48,United-States,<=50K
57,Private,548256,12th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
29,Private,40295,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,112403,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,2354,0,40,United-States,<=50K
59,Private,31137,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
30,Private,116138,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,60,United-States,>50K
28,Unknown,127833,HS-grad,Never-married,Unknown,Unmarried,Black,Female,0,0,40,United-States,<=50K
19,Private,201743,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
40,Private,240027,Some-college,Never-married,Sales,Unmarried,Black,Female,0,0,45,United-States,<=50K
28,Private,129882,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
48,Unknown,355890,Bachelors,Married-civ-spouse,Unknown,Husband,White,Male,0,0,55,United-States,>50K
20,Private,107658,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,10,Canada,<=50K
58,Private,136841,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,35,United-States,>50K
19,Private,146679,Some-college,Never-married,Exec-managerial,Own-child,Black,Male,0,0,30,United-States,<=50K
75,Unknown,35724,HS-grad,Widowed,Unknown,Not-in-family,White,Female,0,0,8,United-States,<=50K
24,Federal-gov,42251,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
31,Private,113838,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
28,Self-emp-not-inc,282398,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
41,Private,33331,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
23,Federal-gov,41031,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
46,Private,155489,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,>50K
33,Private,53042,12th,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
34,Private,174789,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
47,Local-gov,203067,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
81,Private,177408,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,26,United-States,>50K
45,Private,216626,HS-grad,Widowed,Machine-op-inspct,Unmarried,Other,Male,0,0,40,Columbia,<=50K
35,Private,93034,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K
59,Self-emp-not-inc,188003,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
46,Local-gov,65535,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
39,Private,366757,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
23,Private,414545,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
25,Private,295919,Assoc-acdm,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,34378,1st-4th,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Self-emp-inc,58359,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
25,Private,476334,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
32,Private,255424,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
34,Local-gov,175856,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,124692,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Private,118551,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
78,Unknown,292019,7th-8th,Married-civ-spouse,Unknown,Husband,White,Male,0,0,20,United-States,<=50K
31,Private,288566,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States,>50K
61,Private,137733,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
22,Private,39432,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,138537,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
37,Private,709445,HS-grad,Separated,Craft-repair,Other-relative,Black,Male,0,0,40,United-States,<=50K
35,Private,194809,11th,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,89041,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
37,Unknown,299090,HS-grad,Divorced,Unknown,Not-in-family,White,Female,0,0,30,United-States,<=50K
18,Private,159561,11th,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,<=50K
37,Private,236328,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
46,Private,269045,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
25,Unknown,196627,11th,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
47,Federal-gov,323798,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
55,Private,463072,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
32,Private,199655,Some-college,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,1740,40,Unknown,<=50K
25,Self-emp-inc,98756,Some-college,Divorced,Adm-clerical,Own-child,White,Female,0,0,50,United-States,<=50K
50,State-gov,161075,HS-grad,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
18,Private,192485,12th,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,United-States,<=50K
25,Private,201579,9th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
23,Private,117606,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Unknown,177487,HS-grad,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,237731,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,2829,0,65,United-States,<=50K
37,Private,60313,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
37,Private,270059,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,25236,0,25,United-States,>50K
27,Private,169958,5th-6th,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Unknown,<=50K
19,Private,240686,11th,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
52,Local-gov,124793,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
25,Self-emp-not-inc,113948,Assoc-voc,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,United-States,<=50K
17,Unknown,241021,12th,Never-married,Unknown,Own-child,Other,Female,0,0,40,United-States,<=50K
21,Private,147655,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
41,Self-emp-not-inc,38876,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
55,Private,117299,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
20,Unknown,114813,10th,Separated,Unknown,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,136310,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,153132,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
23,Private,197552,Some-college,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
33,Private,69748,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
29,Private,175738,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
50,State-gov,78649,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
37,Self-emp-inc,188774,11th,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,60,Unknown,<=50K
48,Private,155659,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
19,Federal-gov,215891,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
40,Private,144928,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,33688,HS-grad,Never-married,Transport-moving,Unmarried,White,Female,0,1669,70,United-States,<=50K
65,Private,262446,11th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
44,Federal-gov,191295,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,48,United-States,<=50K
32,Private,279173,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
41,Private,153031,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K
28,Private,202239,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
44,Federal-gov,469454,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,48,United-States,>50K
39,Local-gov,164156,Assoc-acdm,Divorced,Other-service,Unmarried,White,Female,0,0,55,United-States,<=50K
59,Private,196482,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,176185,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,France,>50K
34,Private,287315,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,117210,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
33,Private,41610,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,160703,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,>50K
31,Private,80511,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Female,0,0,44,United-States,<=50K
39,Private,219155,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,<=50K
35,Private,106347,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
37,Self-emp-not-inc,68899,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2129,40,United-States,<=50K
44,Self-emp-not-inc,163985,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States,>50K
28,Private,270887,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,<=50K
17,Private,205726,11th,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
23,Private,218899,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,60,United-States,<=50K
35,Private,186183,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,80,United-States,>50K
19,Private,248749,Some-college,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
30,Private,197558,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,176514,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Unknown,116820,HS-grad,Never-married,Unknown,Own-child,White,Male,0,0,50,United-States,<=50K
27,Private,128730,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male,10520,0,65,Greece,>50K
37,Private,215503,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,45,United-States,>50K
44,Private,226129,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
34,Private,175856,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,United-States,>50K
43,Private,281138,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,98061,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,260560,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
23,Private,289909,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
51,Private,59590,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K
24,Private,236769,Assoc-acdm,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
38,Self-emp-not-inc,423616,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,24,United-States,>50K
24,Private,291407,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
53,Self-emp-inc,100029,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,Private,204494,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,>50K
24,Private,201680,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,154308,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
31,Private,150324,11th,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
38,Local-gov,331609,Some-college,Widowed,Transport-moving,Not-in-family,Black,Female,0,0,47,United-States,<=50K
28,Private,100829,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
38,Private,203169,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
25,Private,122075,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
29,Private,178778,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,276345,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
48,Private,233511,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
24,Private,289448,Assoc-voc,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
31,Private,173350,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
36,Private,130589,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
62,Private,94318,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
25,Private,297531,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
55,Private,129762,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,182614,Some-college,Never-married,Sales,Other-relative,White,Female,0,0,40,Poland,<=50K
60,Private,120067,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
41,Private,182370,Assoc-acdm,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
43,State-gov,60949,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,190511,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
47,Private,188195,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,89534,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
41,Self-emp-inc,125831,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,>50K
23,Private,183358,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
38,Unknown,75024,7th-8th,Divorced,Unknown,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,251120,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,0,0,40,England,<=50K
35,Private,108946,HS-grad,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,93223,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
61,Private,147393,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
71,Unknown,45801,HS-grad,Married-civ-spouse,Unknown,Husband,White,Male,0,0,70,United-States,<=50K
35,State-gov,225385,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Federal-gov,23892,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,179668,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Scotland,<=50K
27,Self-emp-not-inc,404998,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,68882,1st-4th,Widowed,Other-service,Unmarried,White,Female,0,0,35,Portugal,<=50K
55,Self-emp-not-inc,194065,Assoc-acdm,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,357540,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,2002,55,United-States,<=50K
33,Private,185336,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
25,State-gov,152503,Some-college,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
52,Private,167794,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K
46,Private,96552,Some-college,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,17,United-States,<=50K
34,Private,169527,Some-college,Married-civ-spouse,Sales,Wife,White,Female,4386,0,20,United-States,<=50K
52,State-gov,254285,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,32509,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Private,125492,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
36,Self-emp-inc,186035,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
69,Unknown,168794,7th-8th,Married-civ-spouse,Unknown,Husband,White,Male,0,0,48,United-States,<=50K
34,Private,191856,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,40,United-States,>50K
36,Private,215503,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,<=50K
31,Private,187560,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,2174,0,40,United-States,<=50K
31,Self-emp-not-inc,252752,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,2415,40,United-States,>50K
38,Local-gov,210991,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
57,Local-gov,190748,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0,0,35,United-States,<=50K
24,Private,117767,Assoc-acdm,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
37,Private,301070,HS-grad,Divorced,Farming-fishing,Unmarried,White,Male,0,0,45,United-States,<=50K
69,Self-emp-not-inc,204645,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,9386,0,72,United-States,>50K
39,Private,186183,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,131808,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
34,State-gov,156292,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
21,Private,124589,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
21,Private,262819,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
61,Private,95500,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,241306,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
29,Private,238680,Some-college,Never-married,Sales,Not-in-family,Black,Male,0,0,55,Outlying-US(Guam-USVI-etc),<=50K
18,Unknown,42293,10th,Never-married,Unknown,Own-child,White,Female,0,0,30,United-States,<=50K
41,Local-gov,168071,HS-grad,Divorced,Exec-managerial,Own-child,White,Male,0,0,45,United-States,<=50K
42,Private,337629,12th,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,Unknown,>50K
52,Private,168001,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
38,Private,97759,12th,Never-married,Other-service,Unmarried,White,Female,0,0,17,United-States,<=50K
51,Self-emp-not-inc,107096,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
55,Private,76860,HS-grad,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
20,Private,70076,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,312017,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,174138,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,125892,Bachelors,Divorced,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K
22,Private,210474,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,State-gov,157332,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
28,Private,30771,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
28,Private,319768,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,France,>50K
34,Private,209101,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,55,United-States,>50K
25,Private,324609,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
48,Private,268234,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
32,Local-gov,178109,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,43,United-States,<=50K
31,Private,25955,9th,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K
65,Unknown,123484,HS-grad,Widowed,Unknown,Other-relative,White,Female,0,0,25,United-States,<=50K
56,Local-gov,129762,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
22,Self-emp-not-inc,108506,Assoc-voc,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,0,75,United-States,<=50K
27,Private,241607,Bachelors,Never-married,Tech-support,Other-relative,White,Male,0,0,50,United-States,<=50K
27,Federal-gov,214385,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
30,Local-gov,183000,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
33,Private,290763,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Private,171924,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,United-States,>50K
19,Private,97189,Some-college,Never-married,Sales,Own-child,White,Female,0,0,22,United-States,<=50K
42,Private,195096,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,<=50K
37,Federal-gov,329088,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
26,Private,58371,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
32,Unknown,256371,12th,Never-married,Unknown,Own-child,Black,Female,0,0,40,United-States,<=50K
43,Private,35824,Some-college,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,173271,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,391349,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
24,Private,86153,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,295855,11th,Divorced,Other-service,Not-in-family,White,Female,0,0,70,United-States,<=50K
33,Self-emp-not-inc,327902,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,285102,Masters,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Taiwan,>50K
57,Private,178353,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
45,Private,28119,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,7,United-States,<=50K
42,Private,197522,Some-college,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
25,Private,108542,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,35,United-States,<=50K
56,Private,179781,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
25,Private,126974,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,180060,Bachelors,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,<=50K
35,Local-gov,38948,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K
